"x1i10hfl href","xpdipgo src","_ap3a","x1i10hfl href 3","x1ejq31n","x1lliihq","x1lliihq 2","x1lliihq 4","x1lliihq 6"
"https://www.instagram.com/kulineran_koko/","https://scontent-cgk1-1.cdninstagram.com/v/t51.2885-19/95688376_269707387544841_3919791852470927360_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-cgk1-1.cdninstagram.com&_nc_cat=109&_nc_oc=Q6cZ2QGHbuc8PfnRSeWrOOtBuiDfhDZ6PU8Wcs02S7I2dgjCneGDbsaCU8XMY2wokP7I5TU&_nc_ohc=sMZn1Jb7aBYQ7kNvwFtpGaa&_nc_gid=VNMwv-GLw5N6O_8FRBrkhg&edm=AKp6CbIBAAAA&ccb=7-5&oh=00_AfUbrg1u3b8PUASPZDgIMOs00QKioFDVu8G6hZxhtdmKaw&oe=68B1AAB1&_nc_sid=d62176","kulineran_koko","https://www.instagram.com/p/CF_A6pKhMIh/c/18120839761130490/","254 ming","udh lama gak makan burayott 😆","1 suka","","Balas"
"https://www.instagram.com/smgfooduos/","https://scontent-cgk2-2.cdninstagram.com/v/t51.2885-19/369205213_293101953325685_3487742526201243111_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDQxLmMyIn0&_nc_ht=scontent-cgk2-2.cdninstagram.com&_nc_cat=105&_nc_oc=Q6cZ2QGHbuc8PfnRSeWrOOtBuiDfhDZ6PU8Wcs02S7I2dgjCneGDbsaCU8XMY2wokP7I5TU&_nc_ohc=MGPsH6TgiwIQ7kNvwEFIrw9&_nc_gid=VNMwv-GLw5N6O_8FRBrkhg&edm=AKp6CbIBAAAA&ccb=7-5&oh=00_AfUuFaxBMnTnI4_Bs9WLg4SEo29DMV_YJH34pIhd_QIhoQ&oe=68B198D8&_nc_sid=d62176","smgfooduos","https://www.instagram.com/p/CF_A6pKhMIh/c/17883059929805541/","254 ming","Unik bgt yaaaa👍🏻","1 suka","","Balas"
"https://www.instagram.com/virandakeke/","https://scontent-cgk2-1.cdninstagram.com/v/t51.2885-19/499554652_18504220852028258_2123695941311050281_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-cgk2-1.cdninstagram.com&_nc_cat=102&_nc_oc=Q6cZ2QGHbuc8PfnRSeWrOOtBuiDfhDZ6PU8Wcs02S7I2dgjCneGDbsaCU8XMY2wokP7I5TU&_nc_ohc=FIk-NF5M6rQQ7kNvwHJrddO&_nc_gid=VNMwv-GLw5N6O_8FRBrkhg&edm=AKp6CbIBAAAA&ccb=7-5&oh=00_AfWwUuafY_-PCOFyhSGcSFc3QNwYzlNFSd_pE4shFtrkNg&oe=68B19AAD&_nc_sid=d62176","virandakeke","https://www.instagram.com/p/CF_A6pKhMIh/c/17917446622469935/","254 ming","yah sedih kemarin ga kesini","Balas","Lihat semua 1 balasan",""
"https://www.instagram.com/shareforfoodies/","https://scontent-cgk2-1.cdninstagram.com/v/t51.2885-19/503494704_18084770401754043_3544531693785385859_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-cgk2-1.cdninstagram.com&_nc_cat=103&_nc_oc=Q6cZ2QGHbuc8PfnRSeWrOOtBuiDfhDZ6PU8Wcs02S7I2dgjCneGDbsaCU8XMY2wokP7I5TU&_nc_ohc=0ndeJHAx6wIQ7kNvwFgdvAu&_nc_gid=VNMwv-GLw5N6O_8FRBrkhg&edm=AKp6CbIBAAAA&ccb=7-5&oh=00_AfWS7oUa5vToHGxAYKw9Kkks4ruvGMGC6U15TkRh4CMk-Q&oe=68B1BD31&_nc_sid=d62176","shareforfoodies","https://www.instagram.com/p/CF_A6pKhMIh/c/17904821893534905/","254 ming","Kesukaan aku bgt ni","1 suka","","Balas"
"https://www.instagram.com/munchwithems/","https://scontent-cgk2-2.cdninstagram.com/v/t51.2885-19/191343898_337758631213873_1116121654314365125_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-cgk2-2.cdninstagram.com&_nc_cat=101&_nc_oc=Q6cZ2QGHbuc8PfnRSeWrOOtBuiDfhDZ6PU8Wcs02S7I2dgjCneGDbsaCU8XMY2wokP7I5TU&_nc_ohc=U2x28_7OJJwQ7kNvwGOp2ax&_nc_gid=VNMwv-GLw5N6O_8FRBrkhg&edm=AKp6CbIBAAAA&ccb=7-5&oh=00_AfU_gobdhcyS7SBqRgP6OoGz6-nSKigGIoVJtI9N-TkYZw&oe=68B19A7F&_nc_sid=d62176","munchwithems","https://www.instagram.com/p/CF_A6pKhMIh/c/17888405092729143/","254 ming","Wah belum pernah nyoba tp jd penasaran 🤤","1 suka","","Balas"
"https://www.instagram.com/ketuju_makan_/","https://scontent-cgk2-2.cdninstagram.com/v/t51.2885-19/448720217_8056641457720817_1496679908712923460_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-cgk2-2.cdninstagram.com&_nc_cat=105&_nc_oc=Q6cZ2QGHbuc8PfnRSeWrOOtBuiDfhDZ6PU8Wcs02S7I2dgjCneGDbsaCU8XMY2wokP7I5TU&_nc_ohc=gxU0_bz-EzYQ7kNvwE-6Tbt&_nc_gid=VNMwv-GLw5N6O_8FRBrkhg&edm=AKp6CbIBAAAA&ccb=7-5&oh=00_AfWN8fLXALgVV5aK5clFLezIw_0QvSGhrwvyPAwnd2rpHA&oe=68B1C8B5&_nc_sid=d62176","ketuju_makan_","https://www.instagram.com/p/CF_A6pKhMIh/c/18078837139220425/","254 ming","Unik banget sih, jd penasaran 🤤","1 suka","","Balas"
"https://www.instagram.com/missymessie/","https://scontent-cgk2-2.cdninstagram.com/v/t51.2885-19/473832941_3033654513464981_9005946985870268307_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-cgk2-2.cdninstagram.com&_nc_cat=105&_nc_oc=Q6cZ2QGHbuc8PfnRSeWrOOtBuiDfhDZ6PU8Wcs02S7I2dgjCneGDbsaCU8XMY2wokP7I5TU&_nc_ohc=n-8LBIPvhLYQ7kNvwFM2q-U&_nc_gid=VNMwv-GLw5N6O_8FRBrkhg&edm=AKp6CbIBAAAA&ccb=7-5&oh=00_AfU3twQVm-XyKQZ3fSz-YMr3BY5BrRwbjBbW1cKFG6Iajw&oe=68B19A4C&_nc_sid=d62176","missymessie","https://www.instagram.com/p/CF_A6pKhMIh/c/17884137595775182/","254 ming","Lucu amat nama sama bentuknya😅","1 suka","","Balas"
"https://www.instagram.com/suapjkt/","https://scontent-cgk2-1.cdninstagram.com/v/t51.2885-19/356417583_3463302703949642_3488251049978071039_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-cgk2-1.cdninstagram.com&_nc_cat=102&_nc_oc=Q6cZ2QGHbuc8PfnRSeWrOOtBuiDfhDZ6PU8Wcs02S7I2dgjCneGDbsaCU8XMY2wokP7I5TU&_nc_ohc=48ny6myd5eAQ7kNvwG-BnWB&_nc_gid=VNMwv-GLw5N6O_8FRBrkhg&edm=AKp6CbIBAAAA&ccb=7-5&oh=00_AfU8EpBAqdm0XsOL6qLv2zIPWu12kDrrEsU2mRh3tUxSnQ&oe=68B1A762&_nc_sid=d62176","suapjkt","https://www.instagram.com/p/CF_A6pKhMIh/c/17891174374665458/","254 ming","Mau dong cobain kak","1 suka","","Balas"
"https://www.instagram.com/kulineran_koko/","https://scontent-cgk1-1.cdninstagram.com/v/t51.2885-19/95688376_269707387544841_3919791852470927360_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-cgk1-1.cdninstagram.com&_nc_cat=109&_nc_oc=Q6cZ2QGHbuc8PfnRSeWrOOtBuiDfhDZ6PU8Wcs02S7I2dgjCneGDbsaCU8XMY2wokP7I5TU&_nc_ohc=sMZn1Jb7aBYQ7kNvwFtpGaa&_nc_gid=VNMwv-GLw5N6O_8FRBrkhg&edm=AKp6CbIBAAAA&ccb=7-5&oh=00_AfUbrg1u3b8PUASPZDgIMOs00QKioFDVu8G6hZxhtdmKaw&oe=68B1AAB1&_nc_sid=d62176","kulineran_koko","https://www.instagram.com/p/CF_A6pKhMIh/c/17884691941776006/","254 ming","wahh lucuu yaa namanya 😆","1 suka","","Balas"
"https://www.instagram.com/demarinsss/","https://scontent-cgk1-2.cdninstagram.com/v/t51.2885-19/434531248_390379417115663_4972797011555095710_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-cgk1-2.cdninstagram.com&_nc_cat=111&_nc_oc=Q6cZ2QGHbuc8PfnRSeWrOOtBuiDfhDZ6PU8Wcs02S7I2dgjCneGDbsaCU8XMY2wokP7I5TU&_nc_ohc=z6dTU2vX4E8Q7kNvwFKuUy6&_nc_gid=VNMwv-GLw5N6O_8FRBrkhg&edm=AKp6CbIBAAAA&ccb=7-5&oh=00_AfWGZJExAYLFqPeZtxHF_4jeu79WhIBdvhlNygbTld8lAQ&oe=68B1C6A7&_nc_sid=d62176","demarinsss","https://www.instagram.com/p/CF_A6pKhMIh/c/17890063336720945/","254 ming","Wah🤤🤤🤤","1 suka","","Balas"
"https://www.instagram.com/dh.eatntravel/","https://scontent-cgk2-2.cdninstagram.com/v/t51.2885-19/74800502_520245648821016_1621363941085020160_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-cgk2-2.cdninstagram.com&_nc_cat=100&_nc_oc=Q6cZ2QGHbuc8PfnRSeWrOOtBuiDfhDZ6PU8Wcs02S7I2dgjCneGDbsaCU8XMY2wokP7I5TU&_nc_ohc=-8fA5JzSwLwQ7kNvwEpbPCD&_nc_gid=VNMwv-GLw5N6O_8FRBrkhg&edm=AKp6CbIBAAAA&ccb=7-5&oh=00_AfXQVcqAcRG5OqQsk26ovqFFNG_u-WL_muQ-8MINUUd8Vw&oe=68B1B774&_nc_sid=d62176","dh.eatntravel","https://www.instagram.com/p/CF_A6pKhMIh/c/17874946450923301/","254 ming","wah baru tau ini.. kalau liat mau coba aj","1 suka","","Balas"
"https://www.instagram.com/sisukamasak_/","https://scontent-cgk2-1.cdninstagram.com/v/t51.2885-19/429829075_770075405061003_1748176114260295204_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-cgk2-1.cdninstagram.com&_nc_cat=103&_nc_oc=Q6cZ2QGHbuc8PfnRSeWrOOtBuiDfhDZ6PU8Wcs02S7I2dgjCneGDbsaCU8XMY2wokP7I5TU&_nc_ohc=qoX9DAo4LCMQ7kNvwGV2lIR&_nc_gid=VNMwv-GLw5N6O_8FRBrkhg&edm=AKp6CbIBAAAA&ccb=7-5&oh=00_AfXIxTvyLDgB5zhtzJ1ZxW-7_reecan9M8AtnyImRQ0-ig&oe=68B19C00&_nc_sid=d62176","sisukamasak_","https://www.instagram.com/p/CF_A6pKhMIh/c/17881403122789812/","254 ming","Wah lucu nih namanya","1 suka","","Balas"
"https://www.instagram.com/meriana_88/","https://scontent-cgk1-1.cdninstagram.com/v/t51.2885-19/532434213_18522463312017450_7173059288963524923_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-cgk1-1.cdninstagram.com&_nc_cat=106&_nc_oc=Q6cZ2QGHbuc8PfnRSeWrOOtBuiDfhDZ6PU8Wcs02S7I2dgjCneGDbsaCU8XMY2wokP7I5TU&_nc_ohc=bYxaf281kCEQ7kNvwE5o1H0&_nc_gid=VNMwv-GLw5N6O_8FRBrkhg&edm=AKp6CbIBAAAA&ccb=7-5&oh=00_AfVv1S5SLNlJH31NkpYG6dgWQ9UQm4tTiJhzKpnGOhkblw&oe=68B1AB43&_nc_sid=d62176","meriana_88","https://www.instagram.com/p/CF_A6pKhMIh/c/17892626833639482/","254 ming","Menarik banget nii cemilan. Penasaran jd nya 😍","1 suka","","Balas"
"https://www.instagram.com/winzeat/","https://scontent-cgk2-2.cdninstagram.com/v/t51.2885-19/27575786_133876004089512_9025292852447412224_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-cgk2-2.cdninstagram.com&_nc_cat=100&_nc_oc=Q6cZ2QGHbuc8PfnRSeWrOOtBuiDfhDZ6PU8Wcs02S7I2dgjCneGDbsaCU8XMY2wokP7I5TU&_nc_ohc=9rDvl_8VFcsQ7kNvwElOcFI&_nc_gid=VNMwv-GLw5N6O_8FRBrkhg&edm=AKp6CbIBAAAA&ccb=7-5&oh=00_AfWBNZ_uCV5uhxLM6qtK0vbkgEIen6rVBzqjbRZT7UD0hQ&oe=68B1B782&_nc_sid=d62176","winzeat","https://www.instagram.com/p/CF_A6pKhMIh/c/17923554097452277/","254 ming","Unik bgt yaa akuh blm pernah coba","1 suka","","Balas"
"https://www.instagram.com/foodiekeliling/","https://scontent-cgk2-2.cdninstagram.com/v/t51.2885-19/293993088_596321562014064_2526719752177246566_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDAyLmMyIn0&_nc_ht=scontent-cgk2-2.cdninstagram.com&_nc_cat=100&_nc_oc=Q6cZ2QGHbuc8PfnRSeWrOOtBuiDfhDZ6PU8Wcs02S7I2dgjCneGDbsaCU8XMY2wokP7I5TU&_nc_ohc=x_vsw8iZ6UYQ7kNvwGS4bW0&_nc_gid=VNMwv-GLw5N6O_8FRBrkhg&edm=AKp6CbIBAAAA&ccb=7-5&oh=00_AfUn01__z7kLLuUl_dvwETF4t73Nho_JccJSKir7inIPQg&oe=68B1C73D&_nc_sid=d62176","foodiekeliling","https://www.instagram.com/p/CF_A6pKhMIh/c/17865120713096432/","254 ming","baru tau loh ada cemilan gini 😍 penasaran","1 suka","","Balas"
"https://www.instagram.com/kopisurgawi/","https://scontent-cgk2-1.cdninstagram.com/v/t51.2885-19/139946381_400434304381935_7747895120035658603_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-cgk2-1.cdninstagram.com&_nc_cat=103&_nc_oc=Q6cZ2QGHbuc8PfnRSeWrOOtBuiDfhDZ6PU8Wcs02S7I2dgjCneGDbsaCU8XMY2wokP7I5TU&_nc_ohc=D2YMRYPzQhwQ7kNvwExo4Lw&_nc_gid=VNMwv-GLw5N6O_8FRBrkhg&edm=AKp6CbIBAAAA&ccb=7-5&oh=00_AfVSWGSj084UE0qjBmacrVNAICF_tXqzm5jzHciICx5aYA&oe=68B1BEB9&_nc_sid=d62176","kopisurgawi","https://www.instagram.com/p/CF_A6pKhMIh/c/17916088591478394/","254 ming","Jajanan legend enak banget ini 😍","1 suka","","Balas"
"https://www.instagram.com/hangrygirlfeasts/","https://scontent-cgk1-2.cdninstagram.com/v/t51.2885-19/269677609_400179028515451_2904821254894172057_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby43NDAuYzIifQ&_nc_ht=scontent-cgk1-2.cdninstagram.com&_nc_cat=107&_nc_oc=Q6cZ2QHU7zpkySqj7foFrx0dZ2Fypi9mTh3rkLMd8AqRqHIC315NvkLn6z4mxE4SQ5KKdTA&_nc_ohc=MD6oG78H60UQ7kNvwHkDK-v&_nc_gid=eFJ_UMo9Pk3mIykOm4USzw&edm=AKp6CbIBAAAA&ccb=7-5&oh=00_AfXrkgjJLyCs5XvN72HjAnozAzZNaZ6k0HqaTCqpOocOVw&oe=68B19A5A&_nc_sid=d62176","hangrygirlfeasts","https://www.instagram.com/p/CF_A6pKhMIh/c/17843310995431081/","254 ming","waahh ga pernah coba inii😍","1 suka","","Balas"
"https://www.instagram.com/rubrik_jajan/","https://scontent-cgk1-1.cdninstagram.com/v/t51.2885-19/42884027_676380472762566_9206944345293324288_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDQwLmMyIn0&_nc_ht=scontent-cgk1-1.cdninstagram.com&_nc_cat=106&_nc_oc=Q6cZ2QHU7zpkySqj7foFrx0dZ2Fypi9mTh3rkLMd8AqRqHIC315NvkLn6z4mxE4SQ5KKdTA&_nc_ohc=kwpGTFnJuREQ7kNvwEkoLZ1&_nc_gid=eFJ_UMo9Pk3mIykOm4USzw&edm=AKp6CbIBAAAA&ccb=7-5&oh=00_AfXFPGuCeh3-2Dl4ER5t1Cc6Z1vFCjNBkEnSW6ZfDmpc3w&oe=68B19B86&_nc_sid=d62176","rubrik_jajan","https://www.instagram.com/p/CF_A6pKhMIh/c/17878797550869960/","254 ming","Lucu ya bentuknya jadi nya.. rasanya sama kayak cucur ya?","Balas","Lihat semua 1 balasan",""
"https://www.instagram.com/soezan85/","https://scontent-cgk2-1.cdninstagram.com/v/t51.2885-19/525951427_18525994312046176_7310357752261436087_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-cgk2-1.cdninstagram.com&_nc_cat=104&_nc_oc=Q6cZ2QHU7zpkySqj7foFrx0dZ2Fypi9mTh3rkLMd8AqRqHIC315NvkLn6z4mxE4SQ5KKdTA&_nc_ohc=VRwAi4KltQkQ7kNvwEpQJXa&_nc_gid=eFJ_UMo9Pk3mIykOm4USzw&edm=AKp6CbIBAAAA&ccb=7-5&oh=00_AfWmyV3g_AqaVJ0u0xCv94LSRDB-Qc6D2SveOU9DTgb7ow&oe=68B1C213&_nc_sid=d62176","soezan85","https://www.instagram.com/p/CF_A6pKhMIh/c/17859986285181200/","254 ming","Aku ga tau nih haha","Balas","Lihat semua 1 balasan",""
"https://www.instagram.com/sekarangmakanapa/","https://scontent-cgk1-2.cdninstagram.com/v/t51.2885-19/75305212_2475330826069246_9158525362194350080_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby43NzIuYzIifQ&_nc_ht=scontent-cgk1-2.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2QHU7zpkySqj7foFrx0dZ2Fypi9mTh3rkLMd8AqRqHIC315NvkLn6z4mxE4SQ5KKdTA&_nc_ohc=ne762gJKwYwQ7kNvwER0fVQ&_nc_gid=eFJ_UMo9Pk3mIykOm4USzw&edm=AKp6CbIBAAAA&ccb=7-5&oh=00_AfVVrlV2PKFDHt3M_9G77-n14K_5LyS3bUJvqPvohwl_wA&oe=68B1A93D&_nc_sid=d62176","sekarangmakanapa","https://www.instagram.com/p/CF_A6pKhMIh/c/17873125363952951/","254 ming","Penasaran pengen cobain jadinya ka","1 suka","","Balas"
"https://www.instagram.com/levinajv/","https://scontent-cgk1-2.cdninstagram.com/v/t51.2885-19/468029976_8805560906201779_9056734514489286846_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-cgk1-2.cdninstagram.com&_nc_cat=107&_nc_oc=Q6cZ2QHU7zpkySqj7foFrx0dZ2Fypi9mTh3rkLMd8AqRqHIC315NvkLn6z4mxE4SQ5KKdTA&_nc_ohc=XW0LkCfszH4Q7kNvwEoGmgB&_nc_gid=eFJ_UMo9Pk3mIykOm4USzw&edm=AKp6CbIBAAAA&ccb=7-5&oh=00_AfWeBhTC5iKIYkgq66u6q_0eUxRY2Rfa0NGhomxzZM9vwA&oe=68B1A446&_nc_sid=d62176","levinajv","https://www.instagram.com/p/CF_A6pKhMIh/c/17855074949284566/","254 ming","Ngilerr banget sih ini aku","1 suka","","Balas"
"https://www.instagram.com/mampirjajanbandung/","https://scontent-cgk1-1.cdninstagram.com/v/t51.2885-19/508263799_18462307969079349_4721191535338998946_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-cgk1-1.cdninstagram.com&_nc_cat=109&_nc_oc=Q6cZ2QHU7zpkySqj7foFrx0dZ2Fypi9mTh3rkLMd8AqRqHIC315NvkLn6z4mxE4SQ5KKdTA&_nc_ohc=uVXYRr3aj0kQ7kNvwGEWyk9&_nc_gid=eFJ_UMo9Pk3mIykOm4USzw&edm=AKp6CbIBAAAA&ccb=7-5&oh=00_AfWqA0XoNQ8NJiDcUVGrqRKskAnxd3nzmc-tuhf78I9TmA&oe=68B1BF95&_nc_sid=d62176","mampirjajanbandung","https://www.instagram.com/p/CF_A6pKhMIh/c/17939257519396439/","254 ming","Aaaa pengen ini jadinyaaa","1 suka","","Balas"
"https://www.instagram.com/vrouwenmetal/","https://scontent-cgk2-2.cdninstagram.com/v/t51.2885-19/29089642_156582821692517_3913158803763232768_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-cgk2-2.cdninstagram.com&_nc_cat=105&_nc_oc=Q6cZ2QHU7zpkySqj7foFrx0dZ2Fypi9mTh3rkLMd8AqRqHIC315NvkLn6z4mxE4SQ5KKdTA&_nc_ohc=3oZMfgh6KlgQ7kNvwE3DCRm&_nc_gid=eFJ_UMo9Pk3mIykOm4USzw&edm=AKp6CbIBAAAA&ccb=7-5&oh=00_AfWlcg7MJteWcyzLcF9gc9F3upxGsvtlZaym5igZqBa99Q&oe=68B1B61A&_nc_sid=d62176","vrouwenmetal","https://www.instagram.com/p/CF_A6pKhMIh/c/17899261027569798/","254 ming","Susaaaaah ngagoreng nya biar bisa munu-u begituh 🙈🙈","Balas","Lihat semua 1 balasan",""
"https://www.instagram.com/dapur_ibucenil/","https://scontent-cgk1-2.cdninstagram.com/v/t51.2885-19/118818922_117747979884427_7515027387047672428_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby43MjAuYzIifQ&_nc_ht=scontent-cgk1-2.cdninstagram.com&_nc_cat=107&_nc_oc=Q6cZ2QHU7zpkySqj7foFrx0dZ2Fypi9mTh3rkLMd8AqRqHIC315NvkLn6z4mxE4SQ5KKdTA&_nc_ohc=0xw3M6sUA-gQ7kNvwFxwDki&_nc_gid=eFJ_UMo9Pk3mIykOm4USzw&edm=AKp6CbIBAAAA&ccb=7-5&oh=00_AfUYIuftwNWQOvo8kU9qG4Dxicq69TycxiKOayydiZoojw&oe=68B1B3EB&_nc_sid=d62176","dapur_ibucenil","https://www.instagram.com/p/CF_A6pKhMIh/c/17939332519396612/","254 ming","Belom pernah coba,bagi ya ci😊😊😊","1 suka","","Balas"
"https://www.instagram.com/hayumakan_yuu/","https://scontent-cgk1-2.cdninstagram.com/v/t51.2885-19/365007858_240566068850554_2085288082527907794_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-cgk1-2.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2QHU7zpkySqj7foFrx0dZ2Fypi9mTh3rkLMd8AqRqHIC315NvkLn6z4mxE4SQ5KKdTA&_nc_ohc=sLyKDpxtUxQQ7kNvwH5Mx_l&_nc_gid=eFJ_UMo9Pk3mIykOm4USzw&edm=AKp6CbIBAAAA&ccb=7-5&oh=00_AfV-TrRMJXFKx0If2_Gc0PEYKuIopTJ9jIwWA7QZuJXyXg&oe=68B1B054&_nc_sid=d62176","hayumakan_yuu","https://www.instagram.com/p/CF_A6pKhMIh/c/17861696744150875/","254 ming","Wah lama g mkn ini😅😍","1 suka","","Balas"
"https://www.instagram.com/tigatigagembul/","https://scontent-cgk1-2.cdninstagram.com/v/t51.2885-19/349000871_249268867691912_474121104162440220_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4zMjAuYzIifQ&_nc_ht=scontent-cgk1-2.cdninstagram.com&_nc_cat=108&_nc_oc=Q6cZ2QHU7zpkySqj7foFrx0dZ2Fypi9mTh3rkLMd8AqRqHIC315NvkLn6z4mxE4SQ5KKdTA&_nc_ohc=3NeyTx-OPkIQ7kNvwEmpDpL&_nc_gid=eFJ_UMo9Pk3mIykOm4USzw&edm=AKp6CbIBAAAA&ccb=7-5&oh=00_AfU8ibGT1jXeLhJZb3twBe0ridz2GX01_tR-_9IbXNuymw&oe=68B1BC9C&_nc_sid=d62176","tigatigagembul","https://www.instagram.com/p/CF_A6pKhMIh/c/17844105602407252/","254 ming","Baru tauu kak","1 suka","","Balas"
"https://www.instagram.com/onniemamam/","https://scontent-cgk1-2.cdninstagram.com/v/t51.2885-19/120897664_640566433317259_4061064908815685640_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby44OTQuYzIifQ&_nc_ht=scontent-cgk1-2.cdninstagram.com&_nc_cat=107&_nc_oc=Q6cZ2QHU7zpkySqj7foFrx0dZ2Fypi9mTh3rkLMd8AqRqHIC315NvkLn6z4mxE4SQ5KKdTA&_nc_ohc=-UhnxrJNFpYQ7kNvwES4XyM&_nc_gid=eFJ_UMo9Pk3mIykOm4USzw&edm=AKp6CbIBAAAA&ccb=7-5&oh=00_AfXh7lu6uTAG4nr8B3gRN8Nn8mDbw3D3NzdRc1iHpaxxdw&oe=68B19C73&_nc_sid=d62176","onniemamam","https://www.instagram.com/p/CF_A6pKhMIh/c/17857852466185811/","254 ming","bkin ngiler ajaa nih","1 suka","","Balas"
