css-9pu1vy-StyledUserLinkAvatar href,css-11j0z2t-ImgAvatar src,css-1uxwbtk-SpanUserNameText,css-z35s28-PCommentText,css-ckdg7w-SpanCreatedTime,css-1fhml0h-SpanCount,,,,,,,,,,,
https://www.tiktok.com/@byonedeckrwarrr,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/e8c47c041083d18de17a93b8123be174~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=cf23efe4&x-expires=1755824400&x-signature=096xqdB%2BOXoxWHM2G5LX5tr15Tc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,MADRIT,"kk di ak 20k, tp maaf kk ak masi nabung buat beli ini kado mama😭",12/15/2024,2,,,,,,,,,,,
https://www.tiktok.com/@_viren2,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/eca8340385d15bacfbd02db0e3b88947~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=9611eab5&x-expires=1755824400&x-signature=UdEZPM8f0rUwGaQTqx%2Fr%2BuP5mCY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,.,itu baso Aci kah kak?,9/24/2024,2,,,,,,,,,,,
https://www.tiktok.com/@xycsih,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/67a115d4c95fa3f77d0938ab031d3f77~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=9e7025f7&x-expires=1755824400&x-signature=%2FMGk0gp%2BuOGY%2BrLUtnfTFhsmbmg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,xycsih,aku dapat 7 rb kk,10-Jan,1,,,,,,,,,,,
https://www.tiktok.com/@srisusila7079,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/30be6bb21f369f4e11605799ae16a80a~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=d4a1b570&x-expires=1755824400&x-signature=I6pTs1chfMMluwopnMtn%2F9942mM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,MAMADEYOBIN💜sri rejeki💞,kl smpe bali busuk gk tu kk..,10/21/2024,2,,,,,,,,,,,
https://www.tiktok.com/@raainanazwafadhella,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/c84a45d42850ecae3e223de2a5f382f2~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=fb0eb97e&x-expires=1755824400&x-signature=dlGx0KLYEyxxb9p8IptTehk%2Btdc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,npp,aku 34.000,9/26/2024,4,,,,,,,,,,,
https://www.tiktok.com/@agung__24__,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/e8af20ef657598e2e61135b34715f33f~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=7c0c3107&x-expires=1755824400&x-signature=Zmfd64cOPpp3ADuKf7vU4fn7bwo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,.,aku dapet 10k tapi ongkir nya 60k😭😭,10/2/2024,2,,,,,,,,,,,
https://www.tiktok.com/@jammilah755,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/ddd3e385e95b4a6f768f17383453eabe~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=abb79b7a&x-expires=1755824400&x-signature=0vOWyvMwHPV7J8VQx%2B35KYZzSSo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,jammilah755,gimana cara pesannya ke jawa timur Banyuwangi bisa nggak,11/3/2024,2,,,,,,,,,,,
https://www.tiktok.com/@user99814469984375,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/480290b9387edc883e891ac1d18ed41a~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=903aa1e3&x-expires=1755824400&x-signature=2i%2Bti0zfPHvmYqP4WPFE5UfWuAE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Alika Putri,kalau ke Kalimantan brpa ya,11/5/2024,2,,,,,,,,,,,
https://www.tiktok.com/@safani222,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/840c2bbb4d77a6548d60216575ffb90e~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=4845ffee&x-expires=1755824400&x-signature=SXrpFN4ZBMi3I5KAtDvMTcp8E5M%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,menikmati masa jomblo,saya 32 ongkir nya 10,10/2/2024,2,,,,,,,,,,,
https://www.tiktok.com/@vnsss61,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/544cc5dcc5cbed007b5e1c805246037f~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=f130a7fd&x-expires=1755824400&x-signature=BPhi9I75a3LKH7B1%2BCT2fASmUmc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,01-2015-16,aku 27😔,29-Jun,0,,,,,,,,,,,
https://www.tiktok.com/@vanillanoir0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/4d29847e5ec55079989baaa0583b1d90~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=7e661f7d&x-expires=1755824400&x-signature=XHf9yl2BbpZqddmMbMnizfkKgaM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,aullc1nta,ongkir: 108k,1-Jul,0,,,,,,,,,,,
https://www.tiktok.com/@fhdhnaa,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/8ff26f35b49da0f4ce7c4a5aad93740b~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=af82c206&x-expires=1755824400&x-signature=AuRvJuNLvVAax4wEyK8C2CNx8OU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,fahdinaaaa,27 ka,23-Jun,0,,,,,,,,,,,
https://www.tiktok.com/@user3150614382786,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/ac70a68496e1a90bec19f3ae9c79f44e~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=1a883e73&x-expires=1755824400&x-signature=YvH9zBkS%2Bq2oTKQkz2Toi1BEzig%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,putra_putra_saja,27,23-Jun,0,,,,,,,,,,,
https://www.tiktok.com/@pacar_azila,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/5e200c317fa6cb3df71f4c39fb007ea3~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=92d27095&x-expires=1755824400&x-signature=8PjF7nYZqy0nBDhepuocb%2B41GvU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,RAFII,di gua 2k tapi ongkir nya 35,11-Jun,0,,,,,,,,,,,
https://www.tiktok.com/@mmh.anjani17,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/5a6380b8d6bbb45346f8eb11879ff9d0~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=83741f49&x-expires=1755824400&x-signature=Z4OHLDx4mzS9L4rCL7AcIAEgO94%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Mmh anjani17,aku ko mahl mb jadi 40 ribu lebih,28-Jul,0,,,,,,,,,,,
https://www.tiktok.com/@mi3385467,https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1594805258216454~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=e2a4312d&x-expires=1755824400&x-signature=33VFc%2FcOeDSLdrHUVz8arTgulKs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Mi,di aku29 ribu kak,7-Jul,0,,,,,,,,,,,
https://www.tiktok.com/@paannsihhh,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/7328334653427810311~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=23fb217a&x-expires=1755824400&x-signature=1rBT%2BP6L1yEV86eCypYTco9iXd0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Y,Ternyata ga sepenuh kaya yg di vt,31-May,0,,,,,,,,,,,
https://www.tiktok.com/@kaylabaja4,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/b458c7322cc6e324ce0a3ef119649cba~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=c9390260&x-expires=1755824400&x-signature=%2BaWwDiTSuRRdnvfIb29UxO3GcM8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,oemji kayla,dii gw 13 rb jirr,11-Jun,0,,,,,,,,,,,
https://www.tiktok.com/@a_bcdefg14,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/887ece3fd7cce5f07354a2c035476ede~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=411910ae&x-expires=1755824400&x-signature=HQM%2BTzZCjckGk%2BSlx8I1DCGaGS0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,🧊🧊,katanya 30rb ko di aku 47rb,4-Mar,2,,,,,,,,,,,
https://www.tiktok.com/@kayyisah.inayah1,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/39a346ebdfb7305875c4a7e82af19eeb~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=01bb86f2&x-expires=1755824400&x-signature=PKp2AdOQio5gh0Ls%2B9rcznbYDZ4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,🪼acaaaaaaaaaaaaaaaaaaa,kak di aku 5 rb 😅😅,30-May,0,,,,,,,,,,,
https://www.tiktok.com/@dede.siti440,https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1594805258216454~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=e2a4312d&x-expires=1755824400&x-signature=33VFc%2FcOeDSLdrHUVz8arTgulKs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,dede siti,d aku 1 bungkus nya 17 rb,7-Aug,0,,,,,,,,,,,
https://www.tiktok.com/@itsme_yanaa99,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/d536a7ed944b6e35b7935448783491cc~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=2aad96db&x-expires=1755824400&x-signature=O%2BnoIOTY5QBu0niBB0g2uMhhLJo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,yana°•○°🌻,kok d aku 10k sih🙂,2-Jun,0,,,,,,,,,,,
https://www.tiktok.com/@haiiitsy,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/72f8ed1fe7599de751bc863e6814732c~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=a20b58e6&x-expires=1755824400&x-signature=nmCQOOhLR2ivWQOSxis4bUK3zsQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,haiii,RP29 475 ni boss,10/20/2024,3,,,,,,,,,,,
https://www.tiktok.com/@faisal.staf,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7336929918139613190~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=b89ea74f&x-expires=1755824400&x-signature=CuhFPKIUWPiuquk4oMp904z4JWg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Faisal,aku 27rb,12-Jun,0,,,,,,,,,,,
https://www.tiktok.com/@eni.idah,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/6584560ddbcef048ce75f4b7f789f39a~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=7471c16f&x-expires=1755824400&x-signature=iXoSznHKsfuGrZkng%2Bxg7isY3Wc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Eni Idah,ko gua dapet harga 18k,14-Jan,1,,,,,,,,,,,
https://www.tiktok.com/@nikenaja111,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/62ff21322f37e469533570059c93b4bd~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=14d19025&x-expires=1755824400&x-signature=eKAXAr4IhDCVzYp8U2qkRRYaJwE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,kenzaapll💫,aku 29k geratis ongkir langsung coo,7-Aug,0,,,,,,,,,,,
https://www.tiktok.com/@acha_215,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/a3455cc1f8a4ead9b6fc4be8128bf7a9~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=00aee5c0&x-expires=1755824400&x-signature=1yfBGOyEQled%2BfoX0%2FFSeIhR2Ng%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Lycaa💋,Ga ngotak harga ongkir nya 81 ribu😭,30-Jun,0,,,,,,,,,,,
https://www.tiktok.com/@sry.satya,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/7520ad78a52255a8a901554977335c43~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=734165df&x-expires=1755824400&x-signature=dzh%2FCzTwyEUcs9gmaV0PaIpilTs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,rayyan,aku mah 12 Rp,12/30/2024,2,,,,,,,,,,,
https://www.tiktok.com/@reyarviansyah,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/efc619c0e75262afe38c24ef171d599a~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=72e8e588&x-expires=1755824400&x-signature=jZgL%2BhFNpDQYqwe7g3WbNxKB8Lk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Rey,ditoko lain 15pcs 31k lho😅,31-Jul,0,,,,,,,,,,,
https://www.tiktok.com/@pramidaaaa,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/cdf15a4cca641e8cb62c92225403abdd~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=0c483c7a&x-expires=1755824400&x-signature=B8jwHu6h5yPzivwQQSXSXv9U24k%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Pram,aku 27,12-Jun,0,,,,,,,,,,,
https://www.tiktok.com/@rizalabdillah999,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/5a920ede34684bbcf01144e373a10e60~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=15708cb1&x-expires=1755824400&x-signature=nQjqVmuq%2F2KYloD6lysm92VKt7I%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,RZL⚙️,p,9-Jun,0,,,,,,,,,,,
https://www.tiktok.com/@r3za.001,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7357497413847908357~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=5e418a3d&x-expires=1755824400&x-signature=US1OmPysWfllwIik78df2%2Fe5GdY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,khusnolmawadah😀,aku,12-Jun,0,,,,,,,,,,,
https://www.tiktok.com/@oranggila_109,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/4c42cc2a880b0f2931a4a96aed9f0022~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=d2b7cb00&x-expires=1755824400&x-signature=qRy%2FLQyrkyRypQufb4emLrcZl3Q%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,orang,n,22-Jun,0,,,,,,,,,,,
https://www.tiktok.com/@raja.terakhir8468,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/61ae36ead9cf482d04caee34aeb2f808~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=244cd4f2&x-expires=1755824400&x-signature=1R3uUZLMsKW6TJj9cNMo5BOHAmg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,malas menanggapi 😹😹😹,27 rek,11-Jun,0,,,,,,,,,,,
https://www.tiktok.com/@noviiii_viii,https://p16-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-giso/67bae046d0393f2f1e091d53e79dd4ee~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=c44fba0d&x-expires=1755824400&x-signature=lRj63oMgQTrn2TCbJjh459%2BpcYE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Noviiii Viii😴😴😴,"yang bener ni
di aku gratis
ongkir menyala sekalian
lgsung cek out donggggg💃💃💃",9/18/2024,3,,,,,,,,,,,
https://www.tiktok.com/@ryaazz3,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/abf91542cd844eee1b64bb66cb930b7c~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=523e2bdf&x-expires=1755824400&x-signature=RJva0VBKD0pxaX4cYOVMEmik7%2FM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,yanz,13 rb kak,30-May,1,,,,,,,,,,,
https://www.tiktok.com/@whigmaster08,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/4a38a2eebf6f7b39c6b3d872c23894ee~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=9b21b1bb&x-expires=1755824400&x-signature=7B9Ny%2BYNcwRxSZrSby07nh10IRg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,I can't change my profile😭,ak dapet 10k kenapa ya😋,11/9/2024,2,,,,,,,,,,,
https://www.tiktok.com/@vivi_alvionita155,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/ecdcd7ce33d809f3b015746388ec056c~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=14eaac31&x-expires=1755824400&x-signature=P%2Bo0wqWQ72STudpRT0A2tVEDZRA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,viviar,Beli ongkir dapat bakso aci 🥸,9/30/2024,1,,,,,,,,,,,
https://www.tiktok.com/@51lp14,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/5bfdb548e667546739defe6814ffa827~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=36accc80&x-expires=1755824400&x-signature=iGlaYni4HjE%2FWtz%2BNT5qVGvddXk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,(•‿•),katanya 30 ribu kog aku 26 ribu sih 😢,19-Feb,1,,,,,,,,,,,
https://www.tiktok.com/@stevaniputri92,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/934eede448ee388f7770994d8c27e0eb~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=ea081fbf&x-expires=1755824400&x-signature=Elfu%2BrlJfMkFVFbnbcOBNG77fiY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,marta anggreni mutiara putri,aku pesan bakso acix dh? 10 ribu yo,9/25/2024,5,,,,,,,,,,,
https://www.tiktok.com/@zhirrmdhani,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/28da6db96cc0aca9af0710000fb9c2c2~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=3d346b4b&x-expires=1755824400&x-signature=yQXj0LtSv4jMbfDN9L3XFBEqYTU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,🐣,aku dpat harga 15rb,28-Jul,0,,,,,,,,,,,
https://www.tiktok.com/@meisya.eka.permat8,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/402f9187b1da6bfa8776af6a42a521cc~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=798fef4d&x-expires=1755824400&x-signature=U6VTCCZiz%2FGMzgWnLfiyvTEEZ2Y%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,ⓜⓔ,27 jir,28-Jun,0,,,,,,,,,,,
https://www.tiktok.com/@rusmanharahap70,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/2b0a3d75f129af99e896d0a3f30d3825~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=949f3650&x-expires=1755824400&x-signature=mfyAhgVciUruZPPnQRDzBcMQfrY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,"R,HRP",kak gak bisa cod y?,10/30/2024,1,,,,,,,,,,,
https://www.tiktok.com/@choirulhudazoro,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/bccc390ae9f98de583e6c1b36960068d~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=0cf489a8&x-expires=1755824400&x-signature=t7PyBEwNukHcvllhvSsT33RtgRM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Zoro ❕,aku 19rb,6-Jan,1,,,,,,,,,,,
https://www.tiktok.com/@arjhunromahurmuzy,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/e181b0b9a086746ac1176a792f643e9e~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=bc7523da&x-expires=1755824400&x-signature=GLCGcMwpvTO7mu40OnF4bgiEnVQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,.,di rumahku aja kayak gitu 6 ribu dapat 3,10/22/2024,2,,,,,,,,,,,
https://www.tiktok.com/@lvyuuucyuu,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/084a6bab48adf44517ac3a64206cade5~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=2a95e3f4&x-expires=1755824400&x-signature=pJcyzaRL6tg3arN%2BGTeyVv9fTN4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,lvyuuu,21.750 kak 😜 udah aku pesen,5-Mar,1,,,,,,,,,,,
https://www.tiktok.com/@fitmi31,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/51714a4f0cdb50576a8a48be16ee6206~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=97fac80d&x-expires=1755824400&x-signature=bX7xe32aEpg0u8hpayMQfXgS1%2BA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,tun,53k di kalbar,11/4/2024,1,,,,,,,,,,,
https://www.tiktok.com/@boyvers_eca,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/7e26a8f6ad1711bbfa8954e3bcf16b59~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=15ddbb2f&x-expires=1755824400&x-signature=CXLxGKVD0ipfOMsA7DYK643qNBk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,ecaa~,"harga 27.500😋
ongkir 31.000🙄🗿",16-May,1,,,,,,,,,,,
https://www.tiktok.com/@om_lilur,https://p16-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-giso/47635e70d10ea865ec5941c4ab3ace6d~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=34e4d836&x-expires=1755824400&x-signature=FyIdz4xFCM84pNjMxfurAPVkpzY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,OM lilur,hati² aku pernah beli rasanya amburadul dan bikin sakit perut,9-Jul,0,,,,,,,,,,,
https://www.tiktok.com/@kenzie.febrio,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/71b1882a1b94aa41db4bc6c71439b39a~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=a1ae38ed&x-expires=1755824400&x-signature=b8n0a9wLp7x%2FbnM%2Bk6zLJ51EiUM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Kenzie Febrio,,2-Jun,0,,,,,,,,,,,
https://www.tiktok.com/@sriita.kurniawati,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/35b047e6fed041740220f0c88cb83d21~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=039e0a3b&x-expires=1755824400&x-signature=SNkXBw8YxkMvhMqTEejNuu6m014%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Sriita Kurniawati,ke Aceh brapa kk,7-Jan,0,,,,,,,,,,,
https://www.tiktok.com/@niswah375,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/3f283e0157341e792c7350d6d3beb958~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=ea4ba790&x-expires=1755824400&x-signature=n7e5Qv5SoofOdn1aY5QaGpNc730%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Niswah,kirim ke lombok materam aman ngga?,10/17/2024,0,,,,,,,,,,,
https://www.tiktok.com/@zain18001,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/d6768ee7a423677fae200a9b5ad4b8aa~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=020c6382&x-expires=1755824400&x-signature=LxcDybbMJif%2BWF8rNi42yPPTyew%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,zain18001,aku 5k dapat 12 bungkus tapi ongkirnya 50k,29-May,0,,,,,,,,,,,
https://www.tiktok.com/@ndd_75,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/047132f568ba0ab63f9fb5f5ab2b389d~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=f6021976&x-expires=1755824400&x-signature=ayRUeH0v7c1n7fJoT7N3700gVaY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,🫵🫰,"harga 29.000
ongkir 15.000😭😭😭",1-Mar,5,,,,,,,,,,,
https://www.tiktok.com/@aprstyy_,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/7ce28fa2eb159def6a5dd698141133e6~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=3dee1a42&x-expires=1755824400&x-signature=bU4rcNG55vJokBT4Jwu%2BuFesClo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Nonakatezz,25 kak,10-Jul,0,,,,,,,,,,,
https://www.tiktok.com/@hokiku_23,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/5ccb070568ec34eab0bec75f7096d923~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=b7093688&x-expires=1755824400&x-signature=Fhs%2BPBjZ70oWAc0Ubfw0TRYQa90%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,hanafiya,mantap asli,13-Jun,0,,,,,,,,,,,
https://www.tiktok.com/@smp.maarif.3.kebumen,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/6cbe2e597669c545c0b5214cebce7270~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=09f71802&x-expires=1755824400&x-signature=1NTMU4obEN%2FZPPLg4Pm8EXudV0k%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,SMP Maarif 3 Kebumen (Klirong),gak ada rasanya. ga mateng juga di masak. di kasih perasan jeruk malah asam bettt😅😅😅😅,3-Jul,0,,,,,,,,,,,
