css-9pu1vy-StyledUserLinkAvatar href,css-11j0z2t-ImgAvatar src,css-1uxwbtk-SpanUserNameText,css-z35s28-PCommentText,css-ckdg7w-SpanCreatedTime,css-1fhml0h-SpanCount,,
https://www.tiktok.com/@putripuput0123,https://p16-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-aiso/33af8ece0b793954340066192e2e851d~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=ca211909&x-expires=1755831600&x-signature=chC74raO1PsfBdfD1cZGafpAvwU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,sicomel❤,what you by the beast,7/28/2021,0,,
https://www.tiktok.com/@sakurascholsimulator2630,https://p16-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-aiso/af7bbf3b8b801b9d08e92b65da292ff7~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=c4a815b2&x-expires=1755831600&x-signature=PCqwH0BllHGr%2BsLI5%2FPndgKRkPE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,VidahCimutz🌺✨,beli dimana kak,7/29/2021,0,,
https://www.tiktok.com/@kirana47123,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/ddb131a9af4cbaecf71a7698ab08377e~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=1b2f2249&x-expires=1755831600&x-signature=Cgml3%2BOEBrZ0fcqbB0VM7lk%2FFhE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,kirana,ih aku suka beli,12/11/2022,0,,
https://www.tiktok.com/@alienxing,https://p16-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-giso/0a43c2e93546d4eafbb1336a175770bb~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=f851d39e&x-expires=1755831600&x-signature=ks7jqTi8KaWqnNytC8yMtcPu5Pg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,👽賈紫星🇹🇼ดาว⭐,mie remes jadul plisssssss,7/26/2021,1,,
https://www.tiktok.com/@andakepo_41,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/7f1fb0ede334eac69ff4967b4c5020ff~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=9a9ce124&x-expires=1755831600&x-signature=uq%2FCcPVAkR5w%2Bo3i8SnuhWfn5uo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,andakepo,itu coklat yg ada di malang anjir anjir nyesel gw ga beli wktu study tour 🥺mna mahal hrganya :),7/27/2021,2,,
https://www.tiktok.com/@alien_di_mars,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7330023263634276358~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=868e9181&x-expires=1755831600&x-signature=Uv6c5YGVuzxP5ZSL%2BCGC2I7SDbw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,alien👽,aku udah nyobain,9/3/2021,2,,
https://www.tiktok.com/@renxww675,https://p16-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-aiso/9c4f83aba3c2b0c6f88f3811c6d80b52~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=8c6b9e70&x-expires=1755831600&x-signature=SZr0S3CcqtwEGRQIUNe3KrITHdo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,𝙱𝚞𝚊𝚢𝚊 Darat🐊,sound nya☺💔,10/22/2021,1,,
https://www.tiktok.com/@happyyyyyy300,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/4a88b8f34b7efdedbd6da3f052addfc0~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=7795af88&x-expires=1755831600&x-signature=GdxON9nPK2rCmO2RNeK7FDMJmrg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,HAPPYSHOP,"salam knl bang dari garut kota
abang garut mana😅",8/27/2021,0,,
https://www.tiktok.com/@just_meeeeeeeee_e,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/cd7817416d2817a044ccd6e99f51997f~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=077bc4c5&x-expires=1755831600&x-signature=AbruxzXQxl%2BAvqRJi%2BOTTDCARhU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,rowrrr,makan makanan korea kk,7/27/2021,1,,
https://www.tiktok.com/@lathisa61,https://p16-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-giso/e5bad27978db3ede24d65dd3a69385aa~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=a50a6da7&x-expires=1755831600&x-signature=H79tNkMtezrfGHGnhFDyJ2z1Tto%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,14 mei gw ultah,bang makan mie samyang pedesss plissssssss😳😳,7/26/2021,1,,
https://www.tiktok.com/@_slayyy0_,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/a6d5225803edd7d9b12ea30ac0440a97~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=f2228b89&x-expires=1755831600&x-signature=Wxb2lKPSWNBxxHnS6JDxLyBwsEU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,iluvv_rinn🎀🕸️,aku pernah makan Chocodot,7/27/2021,0,,
https://www.tiktok.com/@cefrzie,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/e630f95b58d09eb89630f3cb1dccfb29~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=9f893dbb&x-expires=1755831600&x-signature=8e7%2F4WopK6qjUYojlOUuGLnuDY0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,airputihdingin,ada di garud gak sih,7/31/2021,0,,
https://www.tiktok.com/@asyla.ramadhina.m0,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/3bcdae4c4eb9898650b940324d23ac1c~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=b73a5a72&x-expires=1755831600&x-signature=k0mTPKB3nuzUftw5inuJTyLhqpg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,8 juli,Terakhirr,22-May,0,,
https://www.tiktok.com/@dedekjen4,https://p16-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-giso/d944397cf3904f3a4fe74081ab399a39~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=386b47ec&x-expires=1755831600&x-signature=c1VTDr%2FSY%2F3ITMvuojC2MbLSXU8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,dedek jenn,Indihome berulah,7/26/2021,1,,
https://www.tiktok.com/@nakiesha_02,https://p16-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-aiso/64475bbb506efeb8fb4218eac978daad~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=d39edb6e&x-expires=1755831600&x-signature=J03Nq6mEZcOoXQGf3MXS%2FB28XKI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,n,Disukai oleh kreator,7/27/2021,1,,
https://www.tiktok.com/@jamallllll02,https://p16-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-aiso/2cd4484d0b1d30a44415bdf3559f6c90~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=36d8af76&x-expires=1755831600&x-signature=Pzb6j9LqPhsBrb53sCmI0LASPOg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,jamal,berapa harganya kak dan beli dimana,8/8/2021,1,,
https://www.tiktok.com/@alvitazalfa,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/3a551be3ea502895f4bd54895446dc1c~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=497c2a62&x-expires=1755831600&x-signature=IDUVAbUycbxrmK3Lh%2F%2FOVpDjyso%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,gk pernah fyp,gw bukan liatin Orang nya malah salfok ama Lgu nya😅😅,8/1/2021,1,,
https://www.tiktok.com/@nan4asss,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/21cb0a209811d2daa54ba448f1b1009f~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=8ba02c06&x-expires=1755831600&x-signature=gn0RvNX%2F6%2Bxs3Tfr7YcyJxTy66E%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,titi 💭,gw baru tau coklat jadul😭,7/28/2021,0,,
https://www.tiktok.com/@xby_putri,https://p16-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-giso/979b2bd1159e6b82ddc7779b97370209~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=f8e91b11&x-expires=1755831600&x-signature=f86uUE6gCgmQ096o5EfNTTzsn2M%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,putt,eh kaya coklat aku😳😁,7/26/2021,1,,
https://www.tiktok.com/@hsushshsdhd,https://p16-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-giso/7ee3d34873b366daa2390e8d3afabaf4~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=4080726a&x-expires=1755831600&x-signature=qfMTY44aM2aHNXga75Z5Eq59m0g%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,ROBLOX INDONESIA YT,WeLkom To SakUrA😱 siMulATor😤 inDonesia😎,7/26/2021,1,,
https://www.tiktok.com/@13apriitsmybirhday,https://p16-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-aiso/0beaedc9bf496a5a298a86e5410272f0~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=07aaa164&x-expires=1755831600&x-signature=nglMdoCQCRRjNPSJJKFj0Jq2idM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Aurel cans,gak tau kalo ada coklat kek gitu😅,7/26/2021,2,,
https://www.tiktok.com/@d_archerh,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/dd7859e61d085a2322851ebd12b9eed2~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=801ad88e&x-expires=1755831600&x-signature=pojGghafsW9MmxP69GgKsiSPlpw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,abcdefuck,aku orang garut,8/11/2021,1,,
https://www.tiktok.com/@gavi007056g,https://p16-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-aiso/1cddd54894d86dac8525a16c15d9c9b7~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=c58a63f9&x-expires=1755831600&x-signature=3x9uRCJLoMv10M5xmvCiE4X3%2Fjw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Gavi Aja,amboksing coklat terbaru,8/4/2021,0,,
https://www.tiktok.com/@rihanaaa122,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/dee01955ec5b27597b6a99f41af5019e~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=065d8b0b&x-expires=1755831600&x-signature=REVJbEDH6QsWLAqWPmDH%2F%2BabbcQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Hanaa,kak gua sering beli itu sekarang😳,10/20/2021,0,,
https://www.tiktok.com/@nurhasanah49672,https://p16-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-aiso/631bdb841ca168d1a0a582001613d5d8~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=f8aa7020&x-expires=1755831600&x-signature=Rc5QKtRkvigrmwZvJ4JbukoxnLo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,nurhasanah49672,aku teh orang garut tp gak tau ada coklat gitu,7/27/2021,0,,
https://www.tiktok.com/@4acca.caa_cutz,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/d0addb011a7bf5671cb568185d96fcb9~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=861a9fad&x-expires=1755831600&x-signature=%2Ffln8ANaHxetLJRagjmQbZH63ZM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,.,enak apa kak,7/27/2021,0,,
https://www.tiktok.com/@ramzani817,https://p16-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-giso/c8f5a7801418e028623099e57db0b0cc~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=5c63b9e2&x-expires=1755831600&x-signature=km%2FNEHIUjnT%2BDOtTIHdcWzB8yJI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,sukakmu,makan dissrt,7/27/2021,0,,
https://www.tiktok.com/@michellekristianinatasya,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/4b9e652df054836e44b38b7a1d49347b~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=5e7c2ee4&x-expires=1755831600&x-signature=9V8ToWaYSHWpcgAsGsBxh8RW8I0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,michelle0. natasya Kristian,org garut hadir😅,7/27/2021,0,,
https://www.tiktok.com/@bandaneiraaa,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/21582ef263917b9eb0f88e5a24e3edb9~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=082ccfed&x-expires=1755831600&x-signature=Kucgvdd2iK0vhTLFhCaLRwtMcRI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,V,suaranya siapa si ini😭😭😭bikin sakit kepala,7/27/2021,0,,
https://www.tiktok.com/@anastarliee,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/36bba96a369ef07d746a99a259a6b45c~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=b280f0c1&x-expires=1755831600&x-signature=iUux8er25b2IvlD4OaP2NJmTecI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,˙ 𓏲 ୨ anastt ୧ . ⊹,udah pernah ke tempatnya ga online,9/2/2021,0,,
https://www.tiktok.com/@zunamrno,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/2e396780d7040e6552213ef431ede06a~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=32860fd6&x-expires=1755831600&x-signature=RPJvfGUcomi93pdiDuEORW9eR%2BI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,junjun,"Unboxing
cokIat jaduI",8/10/2021,0,,
https://www.tiktok.com/@naylahasnah379,https://p16-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-giso/ecb0b7f5d4f964f07f935d58fc9faecd~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=842bd135&x-expires=1755831600&x-signature=cc2go93avr5Ri2dXXgUBgrsjQ9o%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,[] ;),bang coba beli jajan nan SD,10/13/2021,0,,
https://www.tiktok.com/@neysaadivainara,https://p16-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-giso/211d098b090fe2d9d59b1f12f788834c~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=57422cb6&x-expires=1755831600&x-signature=oRBFxiH6cIzIuc2BTJdI5fZqWMU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,ʕ – _ – ʔNeysaʕ – _ – ʔ,kak coba ke indomaret bli jajan,7/29/2021,1,,
https://www.tiktok.com/@resika437,https://p16-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-giso/180ca5438bd6a27f0beb5a71b290d620~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=d81df2b1&x-expires=1755831600&x-signature=HdxbLdqiNjeUAqUtvTARQKFShs8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,resi,coklat tos di mana ko kalo tidak salah jika,7/27/2021,0,,
https://www.tiktok.com/@kenziearzackyzp,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/cde9bda757616d31b5348832c9b2bd1c~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=4a13eb16&x-expires=1755831600&x-signature=IPLBZvYFVwmFrM1dXLCdZ9CVt3Q%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,si calya🤪🙌,kakak 24 makan. warna. hijau,7/27/2021,0,,
https://www.tiktok.com/@ghitayulia234,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/c5235f23c73285135b54d648789c7965~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=65161442&x-expires=1755831600&x-signature=7jVchoTCaYqWr9hElTeBhE4U7Fg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,🌷,gw yg orang Garut:B aja tiap hari makan😑,11/28/2022,0,,
https://www.tiktok.com/@nisawiieee_,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/d6eb886b6699e53144b1746bd55df3f6~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=c7c0b9e1&x-expires=1755831600&x-signature=OoFdc0kEKWfG8MUizAP7HddXJ8w%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,— säā imupp ˙✧,wih rame bgt😳tapi aku bikin tik tok ga rame malah di katain GJ🥺,7/27/2021,0,,
https://www.tiktok.com/@ferzzno,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/c5ab64407bd6148615cb137dfd7a27ef~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=2d58b507&x-expires=1755831600&x-signature=m28%2BBwdAHwfPnscks%2FFGEv7rjxE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,isopeed real,halo masa lalu,10/13/2024,0,,
https://www.tiktok.com/@strawberrieesy,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/0be38224e2b0bb61eb4ebc2a4603a063~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=fbf1f7ee&x-expires=1755831600&x-signature=uYD2tUUOH99bf%2F5Gqt%2BFHB5C6JM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,k,Fatur pa ghosting,8/13/2021,0,,
https://www.tiktok.com/@ylih11,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/793100294e35974074d59fbadb8c639c~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=958b6933&x-expires=1755831600&x-signature=b%2BOOymvWa5dqpBb1EyTPQ%2F02c30%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,i,hmmm,7/27/2021,0,,
https://www.tiktok.com/@wiforynter._,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/c4eba09c402319342baa6b47636362e2~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=0744b41f&x-expires=1755831600&x-signature=3%2BrW3PGXPXPffJ11C5KOnKnGWwU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,𝑆𝑒𝑟𝑒𝑛𝑒𝑠𝑠𝑎𝑎,makan cokelat yang gambarnya ada ayam,7/27/2021,0,,
https://www.tiktok.com/@chiyukaslana,https://p16-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-giso/4abf1120b117a29eb44b3f3afd9f9995~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=6c26fd1d&x-expires=1755831600&x-signature=UNf5JVvSniLYkIodohbbbb3T9Lw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Guinevere :D,soundnya nyambung banget😍💘,8/9/2021,0,,
https://www.tiktok.com/@byan_project,https://p16-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-aiso/97921d6c349de042c702a4f49456e7b4~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=cb78a487&x-expires=1755831600&x-signature=SapQIN0tzgDyMQY%2BTPXd2jRQlbI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Byan_prject,nyolong sound mlu lu bang,9/1/2021,0,,
https://www.tiktok.com/@ghinazhifa,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/46cce702e020669fcfa43823e907cfb4~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=20548131&x-expires=1755831600&x-signature=AtOzO4Yh5NBPgJBOY%2FjXV5VX5dk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Luluu,aku beli di bandung bang 😁,9/1/2021,0,,
https://www.tiktok.com/@kembar_seiras_2,https://p16-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-giso/691390947c8f9a24ae659438acc62acf~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=c71e7c72&x-expires=1755831600&x-signature=IEhrYWrdEbCxA%2FrKoh1tNsDZWn4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,kembar_seiras_2,gak nyambung bngt sound nya😏,7/27/2021,0,,
https://www.tiktok.com/@jejew124,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/0bdc7b32c887ae564ded004f49b88d0f~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=7782a9ca&x-expires=1755831600&x-signature=k5POafvkuuo%2ByIAKh%2F4ox5Lwvuk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,bngaa,coklat jadul mah yang coklat sukaku bener ga sih tpi coklat bubuk,7/27/2021,0,,
https://www.tiktok.com/@ratu_onlineshop,https://p16-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-giso/b0d9221a547a120a1f90d136195d484a~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=3429a2ae&x-expires=1755831600&x-signature=WThhU0BleZq4duX8%2FUxCmg1RnZ8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,ratu_online,garut datang,7/27/2021,0,,
https://www.tiktok.com/@farissa.oo,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/bb99fa87223f2609f21c8502273d3b6a~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=7c14a919&x-expires=1755831600&x-signature=hEbDyUcX0AvnbotoxtoUT9O0qKc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,27,orang garut yeuhhhhhh,8/11/2021,0,,
https://www.tiktok.com/@safiaa920,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/ef44361d3ccb20351a83e3a888817e73~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=06bb1882&x-expires=1755831600&x-signature=wWnjSbskSpFGCs2c4brYioMluIw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,💐👊😻💕piaa👊😻💕💐,"@,v🧟🧟🧟🧟🧟🧟🧟🧟🧟🧟🧟🧟🧟🧟🧟🧟🧟🧟🧟🧟🧟🧟🧟🧟🧟🧟🧟🧟🧟🧟🙅",7/27/2021,0,,
https://www.tiktok.com/@najmaazura24,https://p16-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-aiso/fb139f9c3ab937e4b4a55f004de22d21~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=bb16294c&x-expires=1755831600&x-signature=p36Q7iFcABJoxEJoZnlimBdvPSE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Najma Azura719,aku kan orang Garut ka....😌,7/28/2021,0,,
https://www.tiktok.com/@piipiiit_,https://p16-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-euttp/2d36f2b433c134ed5e5c2e7a2a8bc061~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=fd516125&x-expires=1755831600&x-signature=rNYnZbXx%2BE4kPwBlctzUm3%2FiKB0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,ピピト🦩,spil tokonya cepat,7/27/2021,0,,
https://www.tiktok.com/@zafira727,https://p16-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-giso/836c7a004122773ec074619ad47389a8~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=fc852630&x-expires=1755831600&x-signature=FarmXG7FTXgrBpZLTup0yOH9b1Q%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Zafira,eh itu chocodot aku suka beli terus aga jauh dari rumah ku,7/26/2021,1,,
https://www.tiktok.com/@ratnawati1310,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7fd8f9167ffd407733fae3d7505c1094~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=5b14498c&x-expires=1755831600&x-signature=o8AKrM%2FR60um1hm8W8cuRI8oK1E%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,R&B kandang,Aku pernah liat itu di res area mau beli tapi ga jadi,7/27/2021,0,,
https://www.tiktok.com/@yourcingu0,https://p16-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-giso/292707969b343bf0b354bb84492ceae9~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=e94d94be&x-expires=1755831600&x-signature=%2BAvb1h3VzW2CxOPXajHOtMfFJRw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,sl,orng Garut hadir bg😅,8/1/2021,0,,
https://www.tiktok.com/@rizky.parapat031104,https://p16-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-giso/2ac12945ce280b28dd30bb913526dc35~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=c20afd32&x-expires=1755831600&x-signature=YvshzPaq57rIj%2FVX1l8vR1f7Ryg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Scorpions 🦂,24 jam makan seblak 😂,7/27/2021,0,,
https://www.tiktok.com/@user8285802586072,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/7322324675197927426~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=f2a8ff16&x-expires=1755831600&x-signature=Pj%2BXLvRwbRSCETPwhPT86JDxfBU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,zalfa 🐣,kk orang Sukabumi ya,7/27/2021,0,,
