css-1jxf684,css-175oi2r href,css-9pa8cd src,css-175oi2r href 2,css-1jxf684 2,css-1jxf684 3,css-146c3p1,css-1jxf684 4,css-146c3p1 href,css-1jxf684 href,css-1jxf684 5,css-1jxf684 href 2,css-1jxf684 6,css-1jxf684 8,css-175oi2r href 4,css-9pa8cd src 2,css-175oi2r href 5,css-175oi2r href 8,css-1jxf684 9,r-4qtqp9 src,css-146c3p1 2,css-1jxf684 10,r-4qtqp9 src 2,r-4qtqp9 src 3,css-1jxf684 11,css-1jxf684 12,css-1jxf684 13,css-1jxf684 14,css-1jxf684 15
Prilly,https://x.com/dodolgarut07,https://pbs.twimg.com/profile_images/1347040279786782721/TEFxnDBp_bigger.jpg,https://x.com/dodolgarut07,@dodolgarut07,·,9-Jan,,https://x.com/dodolgarut07/status/1877301005785661546,,,,,,https://t.co/Wo3ykchJlx,https://pbs.twimg.com/card_img/1956884838331371520/RGSvKf1z?format=jpg&name=900x900,,https://x.com/dodolgarut07/status/1877301005785661546/analytics,89,https://abs-0.twimg.com/emoji/v2/svg/1f575.svg,Dari creator.bid,i'm aped on this good project !,https://abs-0.twimg.com/emoji/v2/svg/1f5dd.svg,,,,,creator.bid/agents/677f8e6,https://
ay,https://x.com/thegoodaisy,https://pbs.twimg.com/profile_images/1914348239081623552/HIj2qZLY_bigger.jpg,https://x.com/thegoodaisy,@thegoodaisy,·,26-Feb,,https://x.com/thegoodaisy/status/1894570879994269767,,dodolgarut,,,,https://x.com/razetopia/status/1793622414196457825/photo/1,https://pbs.twimg.com/profile_images/1791828245010317313/spxzUm6e_normal.jpg,,https://x.com/thegoodaisy/status/1894570879994269767/analytics,24,https://abs-0.twimg.com/emoji/v2/svg/1f337.svg,23 Mei 2024,lg sedih tbtb dikasih pw,https://abs-0.twimg.com/emoji/v2/svg/1f62d.svg,,,,,Kutipan,rane
dodolgarut,https://x.com/cenayangcayang,https://abs.twimg.com/sticky/default_profile_images/default_profile_bigger.png,https://x.com/cenayangcayang,@cenayangcayang,·,21 Mei 2023,@kegblgnunfaedh,https://x.com/cenayangcayang/status/1660288065448054790,https://x.com/kegblgnunfaedh,,,,,,,,https://x.com/cenayangcayang/status/1660288065448054790/analytics,24,,Membalas,Dah jan nangis mending beli hotwheels,,,,,,,
dodolgarut,https://x.com/cenayangcayang,https://abs.twimg.com/sticky/default_profile_images/default_profile_bigger.png,https://x.com/cenayangcayang,@cenayangcayang,·,23-Apr-23,,https://x.com/cenayangcayang/status/1649977826324664321,,,,,,,,,https://x.com/cenayangcayang/status/1649977826324664321/analytics,73,,,"Minta dipanggil ""Yang"", minta temenin ke bukit bintang, selalu buka topik duluan.. Ckck semoga segabut-gabutnya kita gak bakal gatel sampe mengorbankan diri jadi pelakor ya",https://abs-0.twimg.com/emoji/v2/svg/1f974.svg,https://abs-0.twimg.com/emoji/v2/svg/1f974.svg,,,,,
raya,https://x.com/rashiezevanya,https://pbs.twimg.com/profile_images/1768994835636404224/yYD52lgN_bigger.jpg,https://x.com/rashiezevanya,@rashiezevanya,·,13-Feb-24,dodolgarut,https://x.com/rashiezevanya/status/1757399891700310116,,dodolgarut,,,,,,,https://x.com/rashiezevanya/status/1757399891700310116/analytics,41,https://abs-0.twimg.com/emoji/v2/svg/1f62d.svg,,.⠀ mood ngeshare psd ultah biar pada ngedit sendiri.,https://abs-0.twimg.com/emoji/v2/svg/1f60a.svg,https://abs-0.twimg.com/emoji/v2/svg/1f62d.svg,jangan bang,,ngeri disalahgunakan oknum,,
𝖮𝖲𝖠𝖪𝖠.,https://x.com/jouchio,https://pbs.twimg.com/profile_images/1837881831230001156/1Xn_Fz9k_bigger.jpg,https://x.com/jouchio,@jouchio,·,3-Mar-24,,https://x.com/jouchio/status/1764285359201149016,,dodolgarut,,,,,,,https://x.com/jouchio/status/1764285359201149016/analytics,69,,,versi lokal dari video yang diupload kakhi,https://abs-0.twimg.com/emoji/v2/svg/1f62d.svg,https://abs-0.twimg.com/emoji/v2/svg/1f62d.svg,".⠀ respect sama masnya, sejauh ini yang durasinya paling panjang.",Need full version kk yamani joget smarter,,,
mochitepung96kei,https://x.com/Yuekei3,https://pbs.twimg.com/profile_images/1876782491664805888/KA-Drc-z_bigger.jpg,https://x.com/Yuekei3,@Yuekei3,·,7-Mar,#SUNOO,https://x.com/Yuekei3/status/1898013910667772142,,dodolgarut,,Akun parodi,,https://x.com/mintmoonlights/status/1897652192271860076/photo/1,https://pbs.twimg.com/profile_images/1874295491959332864/1WaZE2z3_normal.jpg,https://help.x.com/rules-and-policies/authenticity,https://x.com/Yuekei3/status/1898013910667772142/analytics,37,https://abs-0.twimg.com/emoji/v2/svg/1f62d.svg,6-Mar,Kabulkan please,https://abs-0.twimg.com/emoji/v2/svg/1f62d.svg,https://abs-0.twimg.com/emoji/v2/svg/1f62d.svg,jd rindu outfit,@mintmoonlights,,Kutipan,·
el.,https://x.com/dokjaindosat,https://pbs.twimg.com/profile_images/1946431645831081986/Ph-3FqlH_bigger.jpg,https://x.com/dokjaindosat,@dokjaindosat,·,24 Mei 2024,,https://x.com/dokjaindosat/status/1793814498270499000,,dodolgarut,,,,https://x.com/razetopia/status/1793622414196457825/photo/1,https://pbs.twimg.com/profile_images/1791828245010317313/spxzUm6e_normal.jpg,,https://x.com/dokjaindosat/status/1793814498270499000/analytics,98,,23 Mei 2024,Ah elah knp pass nya harus,,,anjir kgk jd terharu gua nya :),,,Kutipan,rane
na,https://x.com/xsooya1,https://pbs.twimg.com/profile_images/1836786937463705600/3vnnQUmS_bigger.jpg,https://x.com/xsooya1,@xsooya1,·,25 Mei 2024,dodolgarut,https://x.com/xsooya1/status/1794285894096318854,,dodolgarut,,,,https://x.com/razetopia/status/1793622414196457825/photo/1,https://pbs.twimg.com/profile_images/1791828245010317313/spxzUm6e_normal.jpg,,https://x.com/xsooya1/status/1794285894096318854/analytics,109,,23 Mei 2024,it was all beautiful and overwhelming until that,https://abs-0.twimg.com/emoji/v2/svg/1f62d.svg,,. knp,sih,,Kutipan,rane
Arkana.,https://x.com/arkanaysd,https://pbs.twimg.com/profile_images/1941375741490249728/4Bwwnzjs_bigger.jpg,https://x.com/arkanaysd,@arkanaysd,·,13-Feb-24,,https://x.com/arkanaysd/status/1757400204863820126,,dodolgarut,,Akun parodi,,,,https://help.x.com/rules-and-policies/authenticity,https://x.com/arkanaysd/status/1757400204863820126/analytics,45,,,.⠀ mood ngeshare psd ultah biar pada ngedit sendiri.,https://abs-0.twimg.com/emoji/v2/svg/1f60a.svg,,NGIKIK. FEBRUARI BERAT.,,,,
Nae,https://x.com/beruamg,https://pbs.twimg.com/profile_images/1943023412323950592/knKKOy2v_bigger.jpg,https://x.com/beruamg,@beruamg,·,12-Apr-23,ceunah,https://x.com/beruamg/status/1645854841410056192,,,,,#dodolgarut,,https://pbs.twimg.com/profile_images/1937368075684446209/4_0FCkMy_normal.jpg,,https://x.com/beruamg/status/1645854841410056192/analytics,15,https://abs-0.twimg.com/emoji/v2/svg/1f613.svg,11-Apr-23,"dibentak nangis, ngebentak nangis.",,,,@dayneseoul,,Kutipan,·
n. athira,https://x.com/wawaIostyou,https://pbs.twimg.com/profile_images/1957814705684426752/epOV6LMK_bigger.png,https://x.com/wawaIostyou,@wawaIostyou,·,21 Agt 2024,@nauwau,https://x.com/wawaIostyou/status/1826139735745499614,https://x.com/nauwau,DODOLGARUT,,Akun parodi,,,,https://help.x.com/rules-and-policies/authenticity,https://x.com/wawaIostyou/status/1826139735745499614/analytics,18,,Membalas,AK DRTD MIKIR TRNYATA,,,,,,,
Garutizen,https://x.com/garutizenid,https://pbs.twimg.com/profile_images/1932789607290290176/Jpx6oPfG_bigger.jpg,https://x.com/garutizenid,@garutizenid,·,2-Mar-23,#wisatagarut,https://x.com/garutizenid/status/1631233125224427520,https://x.com/hashtag/wisatagarut?src=hashtag_click,#kulinergarut,https://x.com/hashtag/kulinergarut?src=hashtag_click,#garut,#dodolgarut,https://t.co/fujr8XShKL,,https://t.co/fujr8XShKL,https://x.com/garutizenid/status/1631233125224427520/analytics,77,,,"Disamping banyaknya destinasi-destinasi wisata alam yang indah dan asri, Garut  juga menawarkan tempat wisata kuliner yang hits dan populer, bahkan sudah viral di media sosial.",,,garut.inews.id,"6 Tempat Wisata Kuliner di Garut Ini Cocok Buat Nongkrong Bareng Pasangan, Suguhkan View Alam",1,"GARUT, iNewsGarut.id – Wisata kuliner Garut, memang sangatlah beragam. Kota yang dijuluki ""Kota Dodol"" ini, memang sudah terkenal dengan produksi kuliner.",
dodolgarut,https://x.com/cenayangcayang,https://abs.twimg.com/sticky/default_profile_images/default_profile_bigger.png,https://x.com/cenayangcayang,@cenayangcayang,·,12-Apr-23,@PT_Transjakarta,https://x.com/cenayangcayang/status/1645913387782770690,https://x.com/PT_Transjakarta,,,,,,,,https://x.com/cenayangcayang/status/1645913387782770690/analytics,83,,Membalas,Jangan bilang tarif naik untuk bayar hutang terkait renovasi banyak halte min?,https://abs-0.twimg.com/emoji/v2/svg/1f914.svg,https://abs-0.twimg.com/emoji/v2/svg/1f92d.svg,,,1,,
jena,https://x.com/yjhgumas,https://pbs.twimg.com/profile_images/1902820828443815936/ACkmspzx_bigger.jpg,https://x.com/yjhgumas,@yjhgumas,·,23 Mei 2024,,https://x.com/yjhgumas/status/1793638541320409233,,dodolgarut,,Akun parodi,,https://x.com/razetopia/status/1793622414196457825/photo/1,https://pbs.twimg.com/profile_images/1791828245010317313/spxzUm6e_normal.jpg,https://help.x.com/rules-and-policies/authenticity,https://x.com/yjhgumas/status/1793638541320409233/analytics,160,https://abs-0.twimg.com/emoji/v2/svg/1f62d.svg,23 Mei 2024,"KESEL BANGET GUEEEE.

Lagi serius deep talk kenapa ada sengkup",https://abs-0.twimg.com/emoji/v2/svg/1f62d.svg,https://abs-0.twimg.com/emoji/v2/svg/1f62d.svg,sih ahelah karane lu nerbener ye kan jadi ngakak lagi,,3,Kutipan,rane
rane,https://x.com/razetopia,https://pbs.twimg.com/profile_images/1791828245010317313/spxzUm6e_bigger.jpg,https://x.com/razetopia,@razetopia,·,18-Feb,,https://x.com/razetopia/status/1891833734917230992,,dodolgarut,,Akun parodi,7,https://x.com/razetopia/status/1793622414196457825/photo/1,https://pbs.twimg.com/profile_images/1791828245010317313/spxzUm6e_normal.jpg,https://help.x.com/rules-and-policies/authenticity,https://x.com/razetopia/status/1891833734917230992/analytics,2 rb,,23 Mei 2024,aku abis baca qrtnya karena ada yg lagi read auku bagian ini... emang knp klo kasih password,https://abs-0.twimg.com/emoji/v2/svg/1f62d.svg,,anjay soalnya pw sosmedku hampir begitu semua jenisnya,aku pernah make kivasanginroesak wkwkwkwk,3,Kutipan,rane
remi,https://x.com/aiglaea,https://pbs.twimg.com/profile_images/1888166142067593216/aYZupXbf_bigger.png,https://x.com/aiglaea,@aiglaea,·,27-Jan,@togamejoh,https://x.com/aiglaea/status/1883681470684049917,https://x.com/togamejoh,dodolgarut,,,,,,,https://x.com/aiglaea/status/1883681470684049917/analytics,26,,Membalas,knp,,,,,,,
infogarut,https://x.com/infogarut,https://pbs.twimg.com/profile_images/1370783741325418507/mlU0ecUu_bigger.jpg,https://x.com/infogarut,@infogarut,·,31 Mei 2023,#garut,https://x.com/infogarut/status/1663757193223479298,https://x.com/hashtag/garut?src=hashtag_click,#makanan,https://x.com/hashtag/makanan?src=hashtag_click,#khasgarut,#dodolgarut,,,,https://x.com/infogarut/status/1663757193223479298/analytics,403,,,Asal-Usul Nama Dodol di Tatar Sunda,,,,,1,infogarut.id/asal-usul-nama,https://
dodolgarut,https://x.com/dodolgarut1212,https://pbs.twimg.com/profile_images/933982871823327234/1hDMfwnk_bigger.jpg,https://x.com/dodolgarut1212,@dodolgarut1212,·,15-Feb-24,@jokowi,https://x.com/dodolgarut1212/status/1757839032216924192,https://x.com/jokowi,,,,,,,,https://x.com/dodolgarut1212/status/1757839032216924192/analytics,26,,Membalas,Jokowi stop jgn km manipulasi semua.. saya akui saya menyadari saya salah memilih anda saat itu ternyata anda penuh drama dan haus kekuasaan...,,,,,,,
dodolgarut,https://x.com/ayampanascrispy,https://pbs.twimg.com/profile_images/1909135046658883585/EIRyWyGM_bigger.jpg,https://x.com/ayampanascrispy,@ayampanascrispy,·,22-Jun,,https://x.com/ayampanascrispy/status/1936679953619382423,,,,,,,,,https://x.com/ayampanascrispy/status/1936679953619382423/analytics,120,,,ngentot,,,,,3,,
dodolgarut,https://x.com/ayampanascrispy,https://pbs.twimg.com/profile_images/1909135046658883585/EIRyWyGM_bigger.jpg,https://x.com/ayampanascrispy,@ayampanascrispy,·,22-Jun,,https://x.com/ayampanascrispy/status/1936653189954359345,,,,,,,,,https://x.com/ayampanascrispy/status/1936653189954359345/analytics,93,https://abs-0.twimg.com/emoji/v2/svg/1f932-1f3fb.svg,,aamiin,https://abs-0.twimg.com/emoji/v2/svg/1f932-1f3fb.svg,https://abs-0.twimg.com/emoji/v2/svg/1f932-1f3fb.svg,,,,,
Komeng.,https://x.com/KomenksAct,https://pbs.twimg.com/profile_images/1739529877987155968/hIDKewd8_bigger.jpg,https://x.com/KomenksAct,@KomenksAct,·,28-Jul-23,Postingan ini tidak tersedia.,https://x.com/KomenksAct/status/1684725690690932737,,dodolGarut,,,,,,,https://x.com/KomenksAct/status/1684725690690932737/analytics,8,https://abs-0.twimg.com/emoji/v2/svg/1f62d.svg,,wehhhBawain,https://abs-0.twimg.com/emoji/v2/svg/1f973.svg,https://abs-0.twimg.com/emoji/v2/svg/1f3ba.svg,kl Nwngokin gw bisa gkkk prepet,prepet,prepet,x.com/DewUNYU/status,https://
dodolgarut,https://x.com/cenayangcayang,https://abs.twimg.com/sticky/default_profile_images/default_profile_bigger.png,https://x.com/cenayangcayang,@cenayangcayang,·,27 Mei 2023,@diankrtn__,https://x.com/cenayangcayang/status/1662319575122477057,https://x.com/diankrtn__,dan 2 lainnya,https://x.com/tennisonthesun,,,https://x.com/cenayangcayang/status/1662319575122477057/photo/1,https://pbs.twimg.com/media/FxG-115agAEwbV3?format=jpg&name=medium,,https://x.com/cenayangcayang/status/1662319575122477057/analytics,88,,Membalas,"Astagaaa  komentar mbanya cukup bikin saya gemes ya..

Gini mba, coba dibaca baik2 ya..",,,,@tennisonthesun,1,,
Sastro_Jendro,https://x.com/Sastrojendro91,https://pbs.twimg.com/profile_images/1787569654761922560/xC_zjHxR_bigger.jpg,https://x.com/Sastrojendro91,@Sastrojendro91,·,18-Apr-23,#dodolklobot,https://x.com/Sastrojendro91/status/1648125857356218370,https://x.com/hashtag/dodolklobot?src=hashtag_click,#wajikklobot,https://x.com/hashtag/wajikklobot?src=hashtag_click,#wajikkletik,#dodolgarut,https://x.com/Sastrojendro91/status/1648125857356218370/photo/1,https://pbs.twimg.com/media/Ft9RuoVaQAAW44r?format=jpg&name=small,https://x.com/Sastrojendro91/status/1648125857356218370/photo/2,https://x.com/Sastrojendro91/status/1648125857356218370/analytics,91,https://abs-0.twimg.com/emoji/v2/svg/1f1ee-1f1e9.svg,,"Perdodolan lagee,,,,",https://abs-0.twimg.com/emoji/v2/svg/203c.svg,https://abs-0.twimg.com/emoji/v2/svg/1f92d.svg,"Dodol Klobot punya nama,,
Legit manis kayak mbaknya,",",
,
,
,
,",2,,
인시큐어 하지마!,https://x.com/Ren_rena14,https://pbs.twimg.com/profile_images/1927166622227210240/WcoJBnTt_bigger.jpg,https://x.com/Ren_rena14,@Ren_rena14,·,17-Apr-23,,https://x.com/Ren_rena14/status/1647648111937064961,,Dodolgarut,,,,,,,https://x.com/Ren_rena14/status/1647648111937064961/analytics,57,,,Mau tdur malah nangis anjayy,https://abs-0.twimg.com/emoji/v2/svg/1f62d.svg,https://abs-0.twimg.com/emoji/v2/svg/1f62d.svg,,,,open.spotify.com/track/3e1rs346,https://
dodolgarut,https://x.com/ayampanascrispy,https://pbs.twimg.com/profile_images/1909135046658883585/EIRyWyGM_bigger.jpg,https://x.com/ayampanascrispy,@ayampanascrispy,·,19-Jun,,https://x.com/ayampanascrispy/status/1935556058682110063,,,,,,,,,https://x.com/ayampanascrispy/status/1935556058682110063/analytics,76,,,anjing gd yg blg main gosod bakor cape bangsat,,,,,,,
dodolgarut,https://x.com/cenayangcayang,https://abs.twimg.com/sticky/default_profile_images/default_profile_bigger.png,https://x.com/cenayangcayang,@cenayangcayang,·,6-Feb-23,@literarybase,https://x.com/cenayangcayang/status/1622598096587984898,https://x.com/literarybase,,,,,,,,https://x.com/cenayangcayang/status/1622598096587984898/analytics,10,,Membalas,Yuk mutualan di,,,ya,,,instagram.com/kavoreadsbook,http://
dodolgarut,https://x.com/cenayangcayang,https://abs.twimg.com/sticky/default_profile_images/default_profile_bigger.png,https://x.com/cenayangcayang,@cenayangcayang,·,6-Feb-23,@literarybase,https://x.com/cenayangcayang/status/1622598246530174977,https://x.com/literarybase,,,,,,,,https://x.com/cenayangcayang/status/1622598246530174977/analytics,6,,Membalas,Yuk mutualan di,,,yaa,,,instagram.com/kavoreadsbook,http://
dodolgarut,https://x.com/cenayangcayang,https://abs.twimg.com/sticky/default_profile_images/default_profile_bigger.png,https://x.com/cenayangcayang,@cenayangcayang,·,15-Feb-23,@literarybase,https://x.com/cenayangcayang/status/1625725585946472448,https://x.com/literarybase,,,,,,,,https://x.com/cenayangcayang/status/1625725585946472448/analytics,15,,Membalas,Jangan lupa difollow ya,,,,,,instagram.com/kavoreadsbook,http://
dodolgarut,https://x.com/cenayangcayang,https://abs.twimg.com/sticky/default_profile_images/default_profile_bigger.png,https://x.com/cenayangcayang,@cenayangcayang,·,10-Feb-23,@literarybase,https://x.com/cenayangcayang/status/1624053471879041027,https://x.com/literarybase,,,,,,,,https://x.com/cenayangcayang/status/1624053471879041027/analytics,13,,Membalas,"Follow akun ku juga ya, belum lama menetas hihi",,,,,,instagram.com/kavoreadsbook,http://
dodolgarut,https://x.com/cenayangcayang,https://abs.twimg.com/sticky/default_profile_images/default_profile_bigger.png,https://x.com/cenayangcayang,@cenayangcayang,·,12-Apr-23,@devprinceps,https://x.com/cenayangcayang/status/1645914932804988929,https://x.com/devprinceps,,https://x.com/convomfs,,,,,,https://x.com/cenayangcayang/status/1645914932804988929/analytics,9,,Membalas,"Mau dengan alesan apapun, intinya maaf semua orang dari kedua belah pihak sama2 goblok. Dah itu aja",https://abs-0.twimg.com/emoji/v2/svg/1f31a.svg,,dan,@convomfs,,,
dodolgarut,https://x.com/cenayangcayang,https://abs.twimg.com/sticky/default_profile_images/default_profile_bigger.png,https://x.com/cenayangcayang,@cenayangcayang,·,22-Feb-23,@literarybase,https://x.com/cenayangcayang/status/1628201159726108672,https://x.com/literarybase,,,,,,,,https://x.com/cenayangcayang/status/1628201159726108672/analytics,4,,Membalas,,,,,,,Instagram.com/kavoreadsbook,http://
𝐀𝐏𝐎𝐑𝐈𝐕𝐎𝐑𝐍.,https://x.com/aporivorn,https://pbs.twimg.com/profile_images/1751151879239917568/Gbfh9Gru_bigger.png,https://x.com/aporivorn,@aporivorn,·,10-Feb-24,Eren.,https://x.com/aporivorn/status/1756203873067577509,,dodolgarut,,"yang update foto ngga perlu pakai hashtag, ya. Menghindari akun bau atau kedetect sebagai sp*m. Sehat sehat akun kita semua!",,,https://pbs.twimg.com/profile_images/1768911692573122560/XGCfV08A_normal.jpg,,https://x.com/aporivorn/status/1756203873067577509/analytics,83,https://abs-0.twimg.com/emoji/v2/svg/1f60a.svg,10-Feb-24,Thx,,,.,@zereniow,,Kutipan,·
Prilly,https://x.com/dodolgarut07,https://pbs.twimg.com/profile_images/1347040279786782721/TEFxnDBp_bigger.jpg,https://x.com/dodolgarut07,@dodolgarut07,·,15-Jan,$REKT,https://x.com/dodolgarut07/status/1879572236795081207,https://x.com/search?q=%24REKT&src=cashtag_click,#KuCoin,https://x.com/hashtag/KuCoin?src=hashtag_click,@galonaquaa,@genderuwooo3,,,,https://x.com/dodolgarut07/status/1879572236795081207/analytics,62,,,Trade,,,on,"!

LFG guys, shill this !",,,
dodolgarut,https://x.com/ayampanascrispy,https://pbs.twimg.com/profile_images/1909135046658883585/EIRyWyGM_bigger.jpg,https://x.com/ayampanascrispy,@ayampanascrispy,·,21-Jun,,https://x.com/ayampanascrispy/status/1936299886447935646,,,,,,,,,https://x.com/ayampanascrispy/status/1936299886447935646/analytics,122,,,kgn,,,,,3,,
Adrien.,https://x.com/artdrien,https://pbs.twimg.com/profile_images/1776273844266999808/cvZeDcSG_bigger.png,https://x.com/artdrien,@artdrien,·,7-Feb-24,http://,https://x.com/artdrien/status/1755109000306450924,,dodolgarut,,"halo halo! Karena akun Eren bau, jadi pindah dulu ke",x.com/zereniow,,https://pbs.twimg.com/profile_images/1913588961957871617/WiBOFTRU_normal.jpg,,https://x.com/artdrien/status/1755109000306450924/analytics,19,https://abs-0.twimg.com/emoji/v2/svg/1f60a.svg,7-Feb-24,&. Sehat2 terus,https://abs-0.twimg.com/emoji/v2/svg/1f62d.svg,,ya. Terima kasih banyak!,GIF,,Kutipan,Danish.
dodolgarut,https://x.com/cenayangcayang,https://abs.twimg.com/sticky/default_profile_images/default_profile_bigger.png,https://x.com/cenayangcayang,@cenayangcayang,·,25-Mar-23,@selenoopphilee,https://x.com/cenayangcayang/status/1639660147185446913,https://x.com/selenoopphilee,,https://x.com/ArnoldPoernomo,,,,,,https://x.com/cenayangcayang/status/1639660147185446913/analytics,184,,Membalas,Chuaaaks,https://abs-0.twimg.com/emoji/v2/svg/1f645-1f3fb.svg,,dan,@ArnoldPoernomo,,,
dodolgarut,https://x.com/dodolgarut1212,https://pbs.twimg.com/profile_images/933982871823327234/1hDMfwnk_bigger.jpg,https://x.com/dodolgarut1212,@dodolgarut1212,·,8-Nov-24,@belanjaholics,https://x.com/dodolgarut1212/status/1854753765964104004,https://x.com/belanjaholics,,,,,,,,https://x.com/dodolgarut1212/status/1854753765964104004/analytics,111,,Membalas,Sebetulnya.. itu ulah Agus sendiri dr kenapa bisa disiram air keras sampe skrg bersikap kaya gini sm teh Novi kan sebetis karakter Agus yg memang buruk ..dia disiram jg kan Krn mulut nya Agus sendiri yg nyakitin hati org.tipe kaya Agus itu tipe laki-laki yang jahat mulut.muka dua,,,,,,,
୨ৎ,https://x.com/redipseul,https://pbs.twimg.com/profile_images/1724027458335432704/vzfoMtP2_bigger.jpg,https://x.com/redipseul,@redipseul,·,4-Jun-24,@xjhpp,https://x.com/redipseul/status/1797805701181706297,https://x.com/xjhpp,dodolgarut,,,,,,,https://x.com/redipseul/status/1797805701181706297/analytics,28,,Membalas,aku,,,,,1,,
dodolgarut,https://x.com/dodolgarut31520,https://abs.twimg.com/sticky/default_profile_images/default_profile_bigger.png,https://x.com/dodolgarut31520,@dodolgarut31520,·,19-Sep-24,@bakuldimsum_,https://x.com/dodolgarut31520/status/1836739261451972777,https://x.com/bakuldimsum_,,https://x.com/peterineverland,,,,,,https://x.com/dodolgarut31520/status/1836739261451972777/analytics,533,,Membalas,aku lebih takut dia ngatain miminya BANGS*T,,,dan,@peterineverland,,,
DodolGarut,https://x.com/sepotongsenja,https://pbs.twimg.com/profile_images/1128988781/23263_1397636402_6449_q_bigger.jpg,https://x.com/sepotongsenja,@sepotongsenja,·,7 Agt,,https://x.com/sepotongsenja/status/1953385655850971623,,,,@sicepat_ekspres,,https://x.com/sepotongsenja/status/1953385655850971623/photo/1,https://pbs.twimg.com/media/GxvRzUka4AAFNL-?format=jpg&name=900x900,,https://x.com/sepotongsenja/status/1953385655850971623/analytics,46,,,Mohon dicek apakah benar orang ini adalah karyawan anda?,,,,,2,,
dodolgarut,https://x.com/cenayangcayang,https://abs.twimg.com/sticky/default_profile_images/default_profile_bigger.png,https://x.com/cenayangcayang,@cenayangcayang,·,15-Feb-23,@literarybase,https://x.com/cenayangcayang/status/1625725220337385475,https://x.com/literarybase,,,,,,,,https://x.com/cenayangcayang/status/1625725220337385475/analytics,25,,Membalas,Jangan lupa follow ya,https://abs-0.twimg.com/emoji/v2/svg/1f60a.svg,,,,,instagram.com/kavoreadsbook,http://
dodolgarut,https://x.com/cenayangcayang,https://abs.twimg.com/sticky/default_profile_images/default_profile_bigger.png,https://x.com/cenayangcayang,@cenayangcayang,·,30-Jan-23,@literarybase,https://x.com/cenayangcayang/status/1619985570050224128,https://x.com/literarybase,,,,,,,,https://x.com/cenayangcayang/status/1619985570050224128/analytics,45,,Membalas,Yuk kak,,,ya,,,instagram.com/kavoreadsbook,http://
dodolgarut,https://x.com/cenayangcayang,https://abs.twimg.com/sticky/default_profile_images/default_profile_bigger.png,https://x.com/cenayangcayang,@cenayangcayang,·,2-Feb-23,@literarybase,https://x.com/cenayangcayang/status/1621010371086778368,https://x.com/literarybase,,,,,,,,https://x.com/cenayangcayang/status/1621010371086778368/analytics,15,,Membalas,Yuk yuk,https://abs-0.twimg.com/emoji/v2/svg/1f970.svg,,yaaa,,,instagram.com/kavoreadsbook,http://
dodolgarut,https://x.com/cenayangcayang,https://abs.twimg.com/sticky/default_profile_images/default_profile_bigger.png,https://x.com/cenayangcayang,@cenayangcayang,·,29-Jan-23,@sushistudying,https://x.com/cenayangcayang/status/1619622610345824258,https://x.com/sushistudying,,,,,,,,https://x.com/cenayangcayang/status/1619622610345824258/analytics,29,,Membalas,"Sama nih, aku juga masih baru banget",https://abs-0.twimg.com/emoji/v2/svg/1f917.svg,,Yuk mutualan di,,1,instagram.com/kavoreadsbook,http://
dodolgarut,https://x.com/cenayangcayang,https://abs.twimg.com/sticky/default_profile_images/default_profile_bigger.png,https://x.com/cenayangcayang,@cenayangcayang,·,2-Mar-23,@kurawa,https://x.com/cenayangcayang/status/1631121179795947522,https://x.com/kurawa,,,,,,,,https://x.com/cenayangcayang/status/1631121179795947522/analytics,15,,Membalas,"Berat kan pak?

Sama. Kami juga. Diberatkan oleh aturan perpajakan yang masyaallah astaghfirullah..",,,,,,,
dodolgarut,https://x.com/cenayangcayang,https://abs.twimg.com/sticky/default_profile_images/default_profile_bigger.png,https://x.com/cenayangcayang,@cenayangcayang,·,3-Mar-23,@AllindyaPutri,https://x.com/cenayangcayang/status/1631525806743896064,https://x.com/AllindyaPutri,,https://x.com/tanyakanrl,,,,,,https://x.com/cenayangcayang/status/1631525806743896064/analytics,49,,Membalas,"Maaf ya kak, saya dulu juga kuliah dari hasil uang kerja sendiri, jajan/keperluan lain juga pakai uang partime sendiri. Tapi ketika orangtua gak nanya bukan berarti mereka gak perhatian atau gak peduli. Bisa jadi malah kitanya yg gak buka percakapan sama mereka",https://abs-0.twimg.com/emoji/v2/svg/1f60a.svg,,dan,@tanyakanrl,,,
dodolgarut,https://x.com/cenayangcayang,https://abs.twimg.com/sticky/default_profile_images/default_profile_bigger.png,https://x.com/cenayangcayang,@cenayangcayang,·,25-Feb-23,@prettyzizii,https://x.com/cenayangcayang/status/1629487773710434305,https://x.com/prettyzizii,,https://x.com/worksfess,,,,,,https://x.com/cenayangcayang/status/1629487773710434305/analytics,169,,Membalas,Sepupuku pernah masuk PT Berjangka sejenis ini juga. Kerja untuk posisi A tapi anehnya dia disuruh cari2 nasabah. 2 bulan kemudian resign karena gak ada gaji dan gak jelas wkwkw Herannya kantor2 pialang berjangka ginian tempatnya kok di gedung bertingkat Ibukota gitu ya,,,dan,@worksfess,,,
DodolGarut,https://x.com/sepotongsenja,https://pbs.twimg.com/profile_images/1128988781/23263_1397636402_6449_q_bigger.jpg,https://x.com/sepotongsenja,@sepotongsenja,·,11-Jun,@geloraco,https://x.com/sepotongsenja/status/1932759362604577007,https://x.com/geloraco,,,,,,,,https://x.com/sepotongsenja/status/1932759362604577007/analytics,3,,Membalas,Kok senengnya omon2 doang ya?,,,,,,,
