css-9pu1vy-StyledUserLinkAvatar href,css-11j0z2t-ImgAvatar src,css-1uxwbtk-SpanUserNameText,css-z35s28-PCommentText,css-ckdg7w-SpanCreatedTime,css-1fhml0h-SpanCount,,,,,,,,,,
https://www.tiktok.com/@ferry.saputra02,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/1fe12de03b309f2e271b61f1d6c02bf4~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=354f72cb&x-expires=1755828000&x-signature=WNBtz7EMeUnBGPhDFFCWPKlyMB8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Ferry saputra,1kg 1 bungkus ya,11/25/2024,0,,,,,,,,,,
https://www.tiktok.com/@afril2066,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/fdbfafba024fd7643743b67a4c4165e3~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=df3b15e3&x-expires=1755828000&x-signature=zq%2BgCSS4%2FOpCgp0BjI57dOMHRZI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Riska,Berapah,11/12/2024,0,,,,,,,,,,
https://www.tiktok.com/@cahyo.islam,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/595233c291a624a69a1ab5f4d3539dff~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=e6a64e8c&x-expires=1755828000&x-signature=qnek7sN2ySSJ9tivD646%2FUM%2BhnQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Cahyo Islam,GK bisa cod😂,12/4/2024,0,,,,,,,,,,
https://www.tiktok.com/@sri.susantiningsih,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/c46eb192dea499fdea8583559838c439~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=fe9dcc0e&x-expires=1755828000&x-signature=nGpsfZkgEFPWMZ1SgW9TWSMIOJ4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,"Uchan""az",woiiiiiiiii itu cemilan garut kata sapa cemilan bandung itu cemilan garut,12/31/2024,0,,,,,,,,,,
https://www.tiktok.com/@sandy79409,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/f3bd7fad04bab00dd930677b508a8d2f~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=5813d5a0&x-expires=1755828000&x-signature=rgeuF1yXUetIySz9s5cZqOuash4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,kartika,bng aku mau buat d wrung,12/31/2024,0,,,,,,,,,,
https://www.tiktok.com/@ekoeko686,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/137e4c330698f230295c6fd7b82886f7~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=3be8b237&x-expires=1755828000&x-signature=9EjNBhiCQFyqp716S6VeA9Fy4ik%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,ekoeko2457,tahan berapa hari,12-Mar,0,,,,,,,,,,
https://www.tiktok.com/@sakriandriyansyah,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/6b7a9aa9dbbbab1747108a9ba7895baa~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=835eef19&x-expires=1755828000&x-signature=TOt%2B2jSUfjMpH0xssCZVcb7jxKU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,sakri andriyah,kak bisa kirim kota Batam,31-Jan,0,,,,,,,,,,
https://www.tiktok.com/@user612747676250,https://p16-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-giso/af4abbb0fb8c8564392596e8113b5a4d~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=10000568&x-expires=1755828000&x-signature=o8gVHpKct8IXb2cOOWJ9BEpvaXs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,mba nik,klu buat jual lgi brp perkilo,12/21/2024,0,,,,,,,,,,
https://www.tiktok.com/@yant41680,https://p16-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-giso/3f435ec27e9dfdc259067aac3627a259~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=c3ad7042&x-expires=1755828000&x-signature=iZ9xRqoPtYF8UjMBILRuIusxfbw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,i yanti,berapa harganya,8-Jan,1,,,,,,,,,,
https://www.tiktok.com/@ayunifitriramadan,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/f62016af03b6b2fae40f4cade38b8bba~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=99e8d5d8&x-expires=1755828000&x-signature=Fcq%2FC%2F8XciXKgdlj40mfagV3gvA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,ayunifitriramadan,daerah mana nih kk,11/12/2024,0,,,,,,,,,,
https://www.tiktok.com/@bleguk70,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/d247cf462839e5f5f0b6ef94efae6ea0~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=ac6fd960&x-expires=1755828000&x-signature=hnan3tCfRzHs%2FhSbYC1XJUc%2B8U8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,joyo kusumo,"ongkir nya yg ngeri, mau pesan 3 kg jatuh nya Rp 269771 ongkir nya aja 150 lbih gak jadi",12/3/2024,0,,,,,,,,,,
https://www.tiktok.com/@adnan.zaini,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/bd2cada011502b7cf8c9c946e8e5d133~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=f75d589d&x-expires=1755828000&x-signature=Y0rSPbNAfoOQ4LUEfnjSZuuhfrY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Adnan Zaini,berapa campur,4-Mar,0,,,,,,,,,,
https://www.tiktok.com/@love2039113258782,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/bf04ceb9047ef91fad05a68042b62ae4~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=e57034f1&x-expires=1755828000&x-signature=jwtA37flbT4UW6WF9FqcJcVgw2I%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,🌳💧Setetes  EmbuN💧🌳,aku udh co a aa... kripik tempe ama basreng,12/3/2024,0,,,,,,,,,,
https://www.tiktok.com/@budi.kartimin,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7343168366355415045~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=4c2f31c0&x-expires=1755828000&x-signature=E68ziUDagj8tUbJ2%2FjrmeN8v4qU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Budi Kartimin,daerah mana eta bos,17-Jan,0,,,,,,,,,,
https://www.tiktok.com/@mandibasah5,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/6414cb64e0389c209468d197bef989e5~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=bdd799cc&x-expires=1755828000&x-signature=CKOt4anIpHdslwQWWifz1UBAxc4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,@ karsa azzAhh,aku mau wajit yg d bungkus daun jagung,24-Mar,0,,,,,,,,,,
https://www.tiktok.com/@mafife3,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/827a281c6385e176aef48d25cda4b00c~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=039006a3&x-expires=1755828000&x-signature=EbYRxv4D8QUo7hRaot1MZcmo3aQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,mafife,pengen pesan tapi ongkir lebih mahal dari barang,12/2/2024,0,,,,,,,,,,
https://www.tiktok.com/@muhammad.lutfi.23,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/efe061a14c00182be2825c94a73061bd~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=94ec546b&x-expires=1755828000&x-signature=UIg8OiBXgOmGJ1y9cBv1ytJd5SU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Bakul Sembako96,mantab terima kasih,29-Apr,0,,,,,,,,,,
https://www.tiktok.com/@rika.manahputra,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/46730dc1298c30dd9a59dd6e5ebd465e~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=d1c34739&x-expires=1755828000&x-signature=wOo3NkES0soM6J3f9pry4pkOTtc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,ma selah,"msah allah, brapa 1 kilo y wajek,,",12/2/2024,0,,,,,,,,,,
https://www.tiktok.com/@dirman1420,https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1594805258216454~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=6c1bb22b&x-expires=1755828000&x-signature=CeD2F4n9GfAg%2BylS6aI6Knf8w8s%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,dirman,semoga berkah,8-Mar,0,,,,,,,,,,
https://www.tiktok.com/@ismzaa.queen3,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/6a65a4bc599bdf4f9174322f7d3b2a1c~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=6fbcbe98&x-expires=1755828000&x-signature=2QtPpZ1z3unhAKSSb%2BRwsJx21a4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,ismzaa queen,wajit ci lilin ya kesuka. ku,10/30/2024,0,,,,,,,,,,
https://www.tiktok.com/@ell300803,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/a24532dd68f56b451ffb0c5110212ffa~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=ff25333b&x-expires=1755828000&x-signature=kRg%2BKbKIoeT5O9mFbDkODoff9EI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,ell,aku jadi ngidam pengen dodol😳😫,10/22/2024,0,,,,,,,,,,
https://www.tiktok.com/@tsugiarti1,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/6c70f4173dece7c876b0f0cabe1b3416~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=bff1b167&x-expires=1755828000&x-signature=8Co50fSFxvBoSHrtMP4P7jKKQ4Y%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,"🌹t,sugiarty🌹",aku udh beli ka enk bngt dodol y,10/18/2024,0,,,,,,,,,,
https://www.tiktok.com/@3l4n9m45,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/c197f4f7b0772f832ede073e7cd7ca97~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=0881216f&x-expires=1755828000&x-signature=d2ts%2BhgTc0kYtPPfKDEwlXOPPR0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,B49u5 4R1m84,Assalamualaikum🥰🥰berkah🥰🥰,10/26/2024,0,,,,,,,,,,
https://www.tiktok.com/@oudagarwoodriau,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/6bd304ab29ec895e3d75ddd4d03fb89f~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=8fcf3318&x-expires=1755828000&x-signature=A1zYEsO1ijd9Tpy4FiSjnVUUZLs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,gaharu (agarwood) vvip Riau,ongkir mahal ya ke riau,7-May,0,,,,,,,,,,
https://www.tiktok.com/@nadhira.khanza.au3,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/5dc23fcffe2c3f3d743d349bd2bd840e~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=f657ee72&x-expires=1755828000&x-signature=ixd2j15iSfVEGQey673FrTDj9mU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Nadhira khanza aulia,Ya Allah enak banget q kepengin🥰,12/5/2024,0,,,,,,,,,,
https://www.tiktok.com/@soiswanti,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/4a59a417e9a1d1cd261307d05e599da4~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=29f0acfe&x-expires=1755828000&x-signature=HUyYXum92vMJFyKThtmIwG3NTlk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,yani Serra,mantap 👍,9/3/2024,1,,,,,,,,,,
https://www.tiktok.com/@slametyol30,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/4d41e221b5ef042507a89716db50015d~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=98d2b6d4&x-expires=1755828000&x-signature=EYdMzMUIDGgM87i9S0ssf%2FD9WPs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,wisanggeni,Kaka harga berapakaka,11-Mar,0,,,,,,,,,,
https://www.tiktok.com/@mmhabi,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/8f959f5399dbe720de73e906b493df61~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=69d78a74&x-expires=1755828000&x-signature=MBk9HThhQNfZBmuTnOflnqXgkBE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,mmh abi,kk bisa pesen yg di bak z ga yg rasa nanas,8/23/2024,1,,,,,,,,,,
https://www.tiktok.com/@khasanah1919,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/78d7a3e1c2b83a7f3a666bbe126a932a~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=209a6895&x-expires=1755828000&x-signature=kzdXNMM%2BFEnjiHAREhDchVwV49Y%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Mentari,udh sy co akak,11/14/2024,0,,,,,,,,,,
https://www.tiktok.com/@yani9916,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/5d353cfa7158191796b6b6bc100e2f5f~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=e2c56d43&x-expires=1755828000&x-signature=3edjOVLXbdOhCs76UTTPDn7dNxk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,MayangFM ex,aku kena ongkir 8.500,11/10/2024,0,,,,,,,,,,
https://www.tiktok.com/@el1402,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/40a18627ffc1ca7cd84b17b4e8c314f3~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=288e273b&x-expires=1755828000&x-signature=oSWd9wRrd5o3DvehVc93bfWEa%2F0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,nadya,wajit bungkusan daun jagung paling enak ksukaan kuuu bgt🤤,10/22/2024,0,,,,,,,,,,
https://www.tiktok.com/@muhammadikhsansid,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/345e5f2d9f2ba5501d97fd27dca0f05d~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=10ac0b3c&x-expires=1755828000&x-signature=JRACq46104PPRhKFZ8EFwy2sOnU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,sidakkal,1 kardus brpa,12/20/2024,0,,,,,,,,,,
https://www.tiktok.com/@btkmotor,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/7325961135604105236~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=0b6e79fe&x-expires=1755828000&x-signature=pgfrlJT6DvnyPQO6Bh%2BTHhUNLg8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,btkmotor,pengen yg pakai kalaras,12/4/2024,0,,,,,,,,,,
https://www.tiktok.com/@bangwahyu_04,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/3be83979e4b8334f97f14208c667053c~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=ccbe3e2c&x-expires=1755828000&x-signature=crvdG7EMA121p%2BW9otifvJF68%2BU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,𝕓𝕘 𝕨𝕒𝕪𝟘𝟜,kirim ke bgor tkutnya hncur,11/9/2024,0,,,,,,,,,,
https://www.tiktok.com/@engkoskosasih__,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/2976142fd631474a226ceb0b95fae65b~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=3246815e&x-expires=1755828000&x-signature=Z82iyzaGYtg%2BaH3CQnWK9iymCNw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,engkoskosasih,slmt MLM shbt🙏,11/6/2024,0,,,,,,,,,,
https://www.tiktok.com/@chocolatte.dubai,https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1594805258216454~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=6c1bb22b&x-expires=1755828000&x-signature=CeD2F4n9GfAg%2BylS6aI6Knf8w8s%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Chocolatte Dubai,"Kalau Dodol sm Wajik, betapa Mas",11/29/2024,0,,,,,,,,,,
https://www.tiktok.com/@user8668764723008,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/7331489197649297429~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=5b5f3850&x-expires=1755828000&x-signature=AAjKRCk2Ax6Cfws55TjUMFTsOyM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Iney927,yang dodol buah brpa 1 kilo nya mas.,12/22/2024,0,,,,,,,,,,
https://www.tiktok.com/@user3221994326753,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/265e3db9d8dcc06728d7fc4e821f9db8~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=95c1cda8&x-expires=1755828000&x-signature=k9b36hYVaf4j0PEUHwo2YbGxe0I%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,user3221994326753,segitu asa berapa gram isi nya ka,19-Feb,0,,,,,,,,,,
https://www.tiktok.com/@sindiiww__,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/fbfa0c830eea5412b4eb5c7a6b87b2d9~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=09ecb2ef&x-expires=1755828000&x-signature=j6lIyGqtq8x9ALKi5N3iL9lLqUs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,sndiiwwᥫ᭡,lebih mahal online ya😭🤣,10/7/2024,0,,,,,,,,,,
https://www.tiktok.com/@iaerichandesu,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/8be539142c2ff326d66bc18a5e3f1651~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=396998a4&x-expires=1755828000&x-signature=qJda8zH1JKcFBHHET5IyMOdNPGU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,mie ayam bakso,mix nya gabisa 2 macem doang ya?:(,10/9/2024,0,,,,,,,,,,
https://www.tiktok.com/@nrshrich,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/7eda3e45712022226a92a73098d0aff3~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=6fce1dcc&x-expires=1755828000&x-signature=dOC9HFKEUTMvl0XsSO%2FPVUyOTpA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Nuyarchivee_,Aku udah 3 kali co buat keluargaku dikampung katanya enakkk.... syukron ya kak🙏😊,9/30/2024,0,,,,,,,,,,
https://www.tiktok.com/@_momsnur,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/ba6e2fca0bf4bc2e066a58faea5fe1e7~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=e77ad17c&x-expires=1755828000&x-signature=D%2FntWHs7ylKwb9Sf7R8LptHHMAk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,user4169683326827,enak engga?? soalnya saya sering beli dodol Garut ada yg enak ada yg engga enak,10/9/2024,0,,,,,,,,,,
https://www.tiktok.com/@shitasisi,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/663e9f996ebc3b7a329e3b866cb0b48c~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=015c6134&x-expires=1755828000&x-signature=6qjKVYsnSXU%2FiSeGnPV0wZxmU50%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,🩷🩷🩷🩷SHITA ( A ling) 🪭🪭🪭,berbahagia lah yg ga ada diabet.. favorit ku nih dodol.. ne...,10/9/2024,0,,,,,,,,,,
https://www.tiktok.com/@user8386966218199,https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1594805258216454~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=6c1bb22b&x-expires=1755828000&x-signature=CeD2F4n9GfAg%2BylS6aI6Knf8w8s%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,maria,berap ya 1kilonya,9/24/2024,0,,,,,,,,,,
https://www.tiktok.com/@nining.ny,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/58b3c30a54203a033a7422a9e67b7cba~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=14315ae5&x-expires=1755828000&x-signature=4%2BNl4ymOWy4i2StIFVM5hViTnr0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,nining ny,Akü kira di taiwan 🇹🇼 😍😍😍😍,10/15/2024,0,,,,,,,,,,
https://www.tiktok.com/@afril2066,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/fdbfafba024fd7643743b67a4c4165e3~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=df3b15e3&x-expires=1755828000&x-signature=zq%2BgCSS4%2FOpCgp0BjI57dOMHRZI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Riska,pengen,11/12/2024,0,,,,,,,,,,
https://www.tiktok.com/@fitriani.tanjung66,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/320c9d6fe5dcdbc8647f0cc921909af6~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=0b8d305e&x-expires=1755828000&x-signature=mcTtMD%2BtPTo2RnqvyawQYPgBBBY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,mamah syakila,mau 2kl,30-Apr,0,,,,,,,,,,
https://www.tiktok.com/@sriintanputriii,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/9471f7cb530719318f3d3487a4c2d6ef~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=8393764e&x-expires=1755828000&x-signature=YtLdDLmYFwKTUEEFLWk3k4bkLAM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,💞LINA MARLINA💞,gak ada opsinya,9-May,0,,,,,,,,,,
https://www.tiktok.com/@iyainiakunakukenapa,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/709be154f3b0d3bd53908f56e0bab3f4~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=4faf3c37&x-expires=1755828000&x-signature=4JGsOvX%2B0vkOPDTn3MX5vzNo0kw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Cewekpendiam,itu yg bungkus daun jagung ksukaanku🤤,11/14/2024,0,,,,,,,,,,
https://www.tiktok.com/@cakdhii1,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/71ab5fc23f1c096d16e7e1e4ab675b52~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=6e43d07f&x-expires=1755828000&x-signature=Ccl5RV3b6iEWhRR4FVkIfTN8Aqs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,cakdhii1,"kok mahal mas, 70",8/29/2024,1,,,,,,,,,,
https://www.tiktok.com/@sumiah_miah1,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/10db8a66b4e51a9dbe2c24e65ccc4cac~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=4f367cf0&x-expires=1755828000&x-signature=AbyE8Y3cex1f8PyIqUHZUtIMZwQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,sumiah_miah1,KLO yg dodol rasa buah berapa perkilo,10/21/2024,0,,,,,,,,,,
https://www.tiktok.com/@imwahyono,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/81eb38fa84d7d26bb6aa6aee8e59c2da~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=93f85758&x-expires=1755828000&x-signature=zJhVZne0QuL%2Fn2U3vckEE2cb2aY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,Manajemen keuangan Hj Isam🏛,1 kl g berapa mas,11/5/2024,0,,,,,,,,,,
https://www.tiktok.com/@rinitoboali842,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/7334105531616854024~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=9302b38e&x-expires=1755828000&x-signature=Wn4GsqyZLrfBhuA9Xf%2BZ46QK7lY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,rinitoboali842,berapa harga kk,9/21/2024,0,,,,,,,,,,
https://www.tiktok.com/@aisahnuraini78,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/c863ce7181939a6f5b2f295cda1710cf~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=e90b7f0a&x-expires=1755828000&x-signature=%2BSrUDtiq59MXx1R5uQCB4Ys16%2F4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,caca,aku sudah co yang parian mix kk dodol ny 🙏,11/11/2024,0,,,,,,,,,,
https://www.tiktok.com/@bg.1208.et4,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/75a9ef7bb16f443ee240e15220166fe0~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=65f08530&x-expires=1755828000&x-signature=iPe5eKCAllExUEe5qbGeZOf%2FpT4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,kon,bisa cod bang..klo bisa saya mau 5 kg bg,12/25/2024,0,,,,,,,,,,
https://www.tiktok.com/@nur70915,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/150a3f94045a60d1d435f3ed9c07c082~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=89514eb2&x-expires=1755828000&x-signature=mumBdQisjPULH1lhyJDlhV9uqjI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,nur,dodol buah kesukaan ku dan dodol kacang ijo🥰,6-Jan,0,,,,,,,,,,
