xpdipgo src,x1i10hfl,x1i10hfl href,_ap3a,x1i10hfl href 2,_a9ze,x193iq5w,x193iq5w 2,x1i10hfl href 3,,
https://www.instagram.com/puspitahernawandi/,https://scontent-cgk2-1.cdninstagram.com/v/t51.2885-19/451231838_857491012394644_6217978183860410604_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-cgk2-1.cdninstagram.com&_nc_cat=104&_nc_oc=Q6cZ2QGV6DQQ6i5QpWZXZjPqQrl8XPy5ii_LMtb5IvNNn3pd9ojWcjftb1uS1V7xCk0SQM4&_nc_ohc=xgjNMCJ72AUQ7kNvwGwPyWm&_nc_gid=LEI3rBsxde5MpZ5l75RFSQ&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AfUvEyVr9rgPN6hzoPsIG8DHU_3meg-MOA0B6pR2FYermg&oe=68AC5502&_nc_sid=f5838a,puspitahernawandi,https://www.instagram.com/puspitahernawandi/,Kerupuk kulit ada ready sis?,https://www.instagram.com/p/Bo29a91l9AP/c/17987368198004514/,Balas,,,,
x1i10hfl href,xpdipgo src,x1i10hfl,x1i10hfl href 2,_ap3a,x1i10hfl href 4,_a9ze,x193iq5w,x1lliihq,x1lliihq 2,_a9yi
https://www.instagram.com/mayaslv._/,https://scontent-cgk1-1.cdninstagram.com/v/t51.2885-19/491797964_18498861412001730_4782029150503064159_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby43OTkuYzIifQ&_nc_ht=scontent-cgk1-1.cdninstagram.com&_nc_cat=106&_nc_oc=Q6cZ2QGmxAfOgkaa-U93I7e0Ni-l-SFrZ7wd-of6HTZO-2OLEib9LTJp6ykVsrasgwPbJx0&_nc_ohc=zIawDCtGlosQ7kNvwFkylda&_nc_gid=5fb9_IKHziT_T4Dli5jzig&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AfVygo_TYaC4i_mZKoOBViHhbPRBhHgHpuuczbT-sHcQKQ&oe=68AC847B&_nc_sid=f5838a,mayaslv._,https://www.instagram.com/mayaslv._/,Ini yg paling favorit,https://www.instagram.com/p/Bn03up_FgzM/c/17999277028103026/,347 ming,Balas,Opsi Komentar,Suka,
https://www.instagram.com/rindi23/,https://scontent-cgk2-2.cdninstagram.com/v/t51.2885-19/219672033_4059885530732669_2361042503569153392_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-cgk2-2.cdninstagram.com&_nc_cat=105&_nc_oc=Q6cZ2QGmxAfOgkaa-U93I7e0Ni-l-SFrZ7wd-of6HTZO-2OLEib9LTJp6ykVsrasgwPbJx0&_nc_ohc=P-9AHR6Z-wsQ7kNvwEoA1Z4&_nc_gid=5fb9_IKHziT_T4Dli5jzig&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AfXzuZggP5ZdFbM6xmuztHnT9UvZw-EeTSXZAqc2ICzCrg&oe=68AC571C&_nc_sid=f5838a,rindi23,https://www.instagram.com/rindi23/,1 kg nya berapa kak..untuk ongkir ke sidoarjo berapa,https://www.instagram.com/p/Bn03up_FgzM/c/17883405346265946/,360 ming,Balas,Opsi Komentar,Suka,Lihat balasan (1)
https://www.instagram.com/anindiva1/,https://scontent-cgk2-1.cdninstagram.com/v/t51.2885-19/534437061_18292297651265032_5932001040373605214_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-cgk2-1.cdninstagram.com&_nc_cat=104&_nc_oc=Q6cZ2QGmxAfOgkaa-U93I7e0Ni-l-SFrZ7wd-of6HTZO-2OLEib9LTJp6ykVsrasgwPbJx0&_nc_ohc=6Kr1a_hGRE8Q7kNvwHiA76O&_nc_gid=5fb9_IKHziT_T4Dli5jzig&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AfUzq73qfQxUVFEG-0FgySxA8P9ZYeswTYapVhMKTdk4-g&oe=68AC7B30&_nc_sid=f5838a,anindiva1,https://www.instagram.com/anindiva1/,hai kak.. aku akn rekomendasikan perawatan wajah yg aman tp ampuh bngt.. ceg ig saya,https://www.instagram.com/p/Bn03up_FgzM/c/17953858207133844/,361 ming,Balas,Opsi Komentar,Suka,Lihat balasan (1)
https://www.instagram.com/jesikaaja4/,https://scontent-cgk1-2.cdninstagram.com/v/t51.2885-19/455964122_808140461529994_4562440341202470093_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby45NTMuYzIifQ&_nc_ht=scontent-cgk1-2.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2QGmxAfOgkaa-U93I7e0Ni-l-SFrZ7wd-of6HTZO-2OLEib9LTJp6ykVsrasgwPbJx0&_nc_ohc=g4Ws3m_HeXEQ7kNvwFEqCL1&_nc_gid=5fb9_IKHziT_T4Dli5jzig&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AfUrbZULmz--bISAXUcMN1_A0WclIdxPswKd962CuZt53w&oe=68AC7C47&_nc_sid=f5838a,jesikaaja4,https://www.instagram.com/jesikaaja4/,"Hai kak , Maaf spam. MOHON 🙏 bantu Likenya yah di hastag 👉 . Terima kasih , smg murah rezekinya 😘🙏🙏",https://www.instagram.com/p/Bn03up_FgzM/c/17907205957235625/,361 ming,Balas,Opsi Komentar,Suka,Lihat balasan (1)
https://www.instagram.com/liliekhera/,https://scontent-cgk1-2.cdninstagram.com/v/t51.2885-19/403954412_1067832360914362_1436574519463367750_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby43MTUuYzIifQ&_nc_ht=scontent-cgk1-2.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2QGmxAfOgkaa-U93I7e0Ni-l-SFrZ7wd-of6HTZO-2OLEib9LTJp6ykVsrasgwPbJx0&_nc_ohc=StsirXLFiBsQ7kNvwH8im7r&_nc_gid=5fb9_IKHziT_T4Dli5jzig&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AfXq5vbAaQpxObcWTt3xWqzCJdZz2egdRyE8Ut9zWjmEsA&oe=68AC8901&_nc_sid=f5838a,liliekhera,https://www.instagram.com/liliekhera/,Harga berapa kak,https://www.instagram.com/p/Bn03up_FgzM/c/17979732376055037/,361 ming,Balas,Opsi Komentar,Suka,Lihat balasan (1)
https://www.instagram.com/ceritakanbyins/,https://scontent-cgk1-2.cdninstagram.com/v/t51.2885-19/81230257_2677330615681748_5993578431516770304_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-cgk1-2.cdninstagram.com&_nc_cat=108&_nc_oc=Q6cZ2QGmxAfOgkaa-U93I7e0Ni-l-SFrZ7wd-of6HTZO-2OLEib9LTJp6ykVsrasgwPbJx0&_nc_ohc=rtHOtiGqAToQ7kNvwFC1x34&_nc_gid=5fb9_IKHziT_T4Dli5jzig&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AfVS3EnL_5pcBk-qbcQo230gsYKXyYSVFLQR8R8q8ikPBw&oe=68AC773D&_nc_sid=f5838a,ceritakanbyins,https://www.instagram.com/ceritakanbyins/,Kak mau kak 2 kg cpur rasa bisa? ongkir jakarta timur berapa??,https://www.instagram.com/p/Bn03up_FgzM/c/17980817215054918/,361 ming,Balas,Opsi Komentar,Suka,Lihat balasan (1)
https://www.instagram.com/h_ana.aisyah/,https://scontent-cgk1-2.cdninstagram.com/v/t51.2885-19/40026250_464916877338944_8098612503958781952_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-cgk1-2.cdninstagram.com&_nc_cat=108&_nc_oc=Q6cZ2QGmxAfOgkaa-U93I7e0Ni-l-SFrZ7wd-of6HTZO-2OLEib9LTJp6ykVsrasgwPbJx0&_nc_ohc=AiP-hmMCD3cQ7kNvwEhOJ9C&_nc_gid=5fb9_IKHziT_T4Dli5jzig&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AfVE4lHOyOJPOWhosTDZ-sWRaAwEuqCoyyypste9weiZ7w&oe=68AC8786&_nc_sid=f5838a,h_ana.aisyah,https://www.instagram.com/h_ana.aisyah/,Ini klo.mau order gtu bisa via apa ya kak??mau dong aku,https://www.instagram.com/p/Bn03up_FgzM/c/17921422612206949/,361 ming,Balas,Opsi Komentar,Suka,Lihat balasan (1)
https://www.instagram.com/lolitandarezta/,https://scontent-cgk1-1.cdninstagram.com/v/t51.2885-19/441226890_1501201713825894_2031154724122945051_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-cgk1-1.cdninstagram.com&_nc_cat=106&_nc_oc=Q6cZ2QGmxAfOgkaa-U93I7e0Ni-l-SFrZ7wd-of6HTZO-2OLEib9LTJp6ykVsrasgwPbJx0&_nc_ohc=NkLA8DMRdbkQ7kNvwHe3577&_nc_gid=5fb9_IKHziT_T4Dli5jzig&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AfUiDy-sH-YohmXyjHDeCO562ra2KakX7vp-Yu4AYZ_0ig&oe=68AC7D67&_nc_sid=f5838a,lolitandarezta,https://www.instagram.com/lolitandarezta/,"Kak ini masih ready ta ? Mau dong 1 yg ini ka, bisa mix ?",https://www.instagram.com/p/Bn03up_FgzM/c/17953071049135289/,361 ming,Balas,Opsi Komentar,Suka,Lihat balasan (1)
https://www.instagram.com/misstitis7/,https://scontent-cgk2-2.cdninstagram.com/v/t51.2885-19/40570551_906040739590373_8755763013010587648_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-cgk2-2.cdninstagram.com&_nc_cat=105&_nc_oc=Q6cZ2QGmxAfOgkaa-U93I7e0Ni-l-SFrZ7wd-of6HTZO-2OLEib9LTJp6ykVsrasgwPbJx0&_nc_ohc=1V9nhrhfn9EQ7kNvwFqqZaa&_nc_gid=5fb9_IKHziT_T4Dli5jzig&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AfVlMbh8JiTT9YmJznQeQPDAnEBghB1zM2YXnYYOtT8-vQ&oe=68AC7A18&_nc_sid=f5838a,misstitis7,https://www.instagram.com/misstitis7/,Kak varian rasanya apa aja? Beli 1kg apa bisa mix varian rasa?,https://www.instagram.com/p/Bn03up_FgzM/c/17953651861135704/,361 ming,Balas,Opsi Komentar,Suka,Lihat balasan (1)
https://www.instagram.com/yazad_2802/,https://scontent-cgk1-2.cdninstagram.com/v/t51.2885-19/36971444_1859573681018983_6438957834213261312_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby42MjQuYzIifQ&_nc_ht=scontent-cgk1-2.cdninstagram.com&_nc_cat=107&_nc_oc=Q6cZ2QGmxAfOgkaa-U93I7e0Ni-l-SFrZ7wd-of6HTZO-2OLEib9LTJp6ykVsrasgwPbJx0&_nc_ohc=nduElzRdg2QQ7kNvwFoC-zm&_nc_gid=5fb9_IKHziT_T4Dli5jzig&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AfWqPp9o5lsUwPw184CxxGC5WplVMtlC8TYTf6Te2WGy6A&oe=68AC63F9&_nc_sid=f5838a,yazad_2802,https://www.instagram.com/yazad_2802/,Kak aku klo mau order bisa apa yaa?jadi pgj nihh,https://www.instagram.com/p/Bn03up_FgzM/c/17862826690304364/,361 ming,Balas,Opsi Komentar,Suka,Lihat balasan (1)
https://www.instagram.com/abinayaqu/,https://scontent-cgk1-2.cdninstagram.com/v/t51.2885-19/105510857_2665644550428655_244185350186684830_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-cgk1-2.cdninstagram.com&_nc_cat=107&_nc_oc=Q6cZ2QGmxAfOgkaa-U93I7e0Ni-l-SFrZ7wd-of6HTZO-2OLEib9LTJp6ykVsrasgwPbJx0&_nc_ohc=MKZ_AtR0f-MQ7kNvwFbrqtV&_nc_gid=5fb9_IKHziT_T4Dli5jzig&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AfVWSrOGrZsgNyuKaTsirqBdwf_u3e_akd5V6uZt-EmQEw&oe=68AC56A1&_nc_sid=f5838a,abinayaqu,https://www.instagram.com/abinayaqu/,Ini dodol yah kak.... enak bgt nich kayajnya.,https://www.instagram.com/p/Bn03up_FgzM/c/17873319811275207/,361 ming,Balas,Opsi Komentar,Suka,Lihat balasan (1)
,https://scontent-cgk1-2.cdninstagram.com/v/t51.2885-19/518312306_18521381356046459_7899788156096036673_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-cgk1-2.cdninstagram.com&_nc_cat=111&_nc_oc=Q6cZ2QGmxAfOgkaa-U93I7e0Ni-l-SFrZ7wd-of6HTZO-2OLEib9LTJp6ykVsrasgwPbJx0&_nc_ohc=um4c8Q1wAE8Q7kNvwEyoI5G&_nc_gid=5fb9_IKHziT_T4Dli5jzig&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AfWn2zfM0vIxPk_TR5vlWglGJmLs3jw0HVGXAsc2OBeBTg&oe=68AC6431&_nc_sid=f5838a,anggunrokha,https://www.instagram.com/anggunrokha/,"Wah ini enak bgt, ongkir cilegon brp ni sist? Dropship bisa kah ?",https://www.instagram.com/p/Bn03up_FgzM/c/17966786878112443/,361 ming,Balas,Opsi Komentar,Suka,Lihat balasan (1)
https://www.instagram.com/ayu.rifadly/,https://scontent-cgk1-2.cdninstagram.com/v/t51.2885-19/496769424_18384880453137968_1308618725304892498_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-cgk1-2.cdninstagram.com&_nc_cat=108&_nc_oc=Q6cZ2QGmxAfOgkaa-U93I7e0Ni-l-SFrZ7wd-of6HTZO-2OLEib9LTJp6ykVsrasgwPbJx0&_nc_ohc=Z9L8FSN-8O0Q7kNvwFfyjNr&_nc_gid=5fb9_IKHziT_T4Dli5jzig&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AfUVOPrAhu7eC5Fx9OXvyyRrKRO5rA9KGfCSB9vwTIQwpw&oe=68AC6A07&_nc_sid=f5838a,ayu.rifadly,https://www.instagram.com/ayu.rifadly/,"aduh ini bikin ngiler ya kayanya dodol nya enak banget nih, berapa ka harga satu kg nya",https://www.instagram.com/p/Bn03up_FgzM/c/17938141222195464/,361 ming,Balas,Opsi Komentar,Suka,Lihat balasan (1)
https://www.instagram.com/ainiaini_24/,https://scontent-cgk1-2.cdninstagram.com/v/t51.2885-19/33432057_885865774949059_8509414885891768320_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby43MjAuYzIifQ&_nc_ht=scontent-cgk1-2.cdninstagram.com&_nc_cat=107&_nc_oc=Q6cZ2QGmxAfOgkaa-U93I7e0Ni-l-SFrZ7wd-of6HTZO-2OLEib9LTJp6ykVsrasgwPbJx0&_nc_ohc=78TNajjYRvQQ7kNvwGZpnRP&_nc_gid=5fb9_IKHziT_T4Dli5jzig&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AfVQSX1lKJYebLIkRs4zyN4BkZUkmprz02_BlnAHcrtf9A&oe=68AC8831&_nc_sid=f5838a,ainiaini_24,https://www.instagram.com/ainiaini_24/,Dodol ini ada varian rasa apa aja kak? Sekilo harganya berapa?,https://www.instagram.com/p/Bn03up_FgzM/c/17981747932027730/,361 ming,Balas,Opsi Komentar,Suka,Lihat balasan (1)
https://www.instagram.com/namira_al_fakhira/,https://scontent-cgk1-1.cdninstagram.com/v/t51.2885-19/38815720_220107008657874_7720909437816274944_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-cgk1-1.cdninstagram.com&_nc_cat=106&_nc_oc=Q6cZ2QGmxAfOgkaa-U93I7e0Ni-l-SFrZ7wd-of6HTZO-2OLEib9LTJp6ykVsrasgwPbJx0&_nc_ohc=mwtk2FdGHbwQ7kNvwF94dl5&_nc_gid=5fb9_IKHziT_T4Dli5jzig&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AfXGcVTDVLfK1jsCyEBjaauF3NGvGJWYOUlllSOtp6EigA&oe=68AC7E7D&_nc_sid=f5838a,namira_al_fakhira,https://www.instagram.com/namira_al_fakhira/,"Sis, ini kalau beli setengah kilo bisa apa ngga? Atau musti beli sekilo?",https://www.instagram.com/p/Bn03up_FgzM/c/17862829486303562/,361 ming,Balas,Opsi Komentar,Suka,Lihat balasan (1)
,https://scontent-cgk1-2.cdninstagram.com/v/t51.2885-19/478381678_1796601004436131_8660265072222017422_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-cgk1-2.cdninstagram.com&_nc_cat=107&_nc_oc=Q6cZ2QER3h15QBR3OQ6_Jc8f-ejHJKAlODpt25LIpAQQg-dUoIYdlojEPS3ogaFGNqoKQew&_nc_ohc=0zblgwjSJvsQ7kNvwGOOaPI&_nc_gid=sprl6xQdqQQApxE6voxuFw&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AfUSOPd6TfF-YF4B7G32Ov7zrO6u114B6qQvVs62Xb2zSg&oe=68AC6BB3&_nc_sid=f5838a,02latifahnina,https://www.instagram.com/02latifahnina/,Harganya berapa kak kalo satu kg?  Bisa kirim pake jne yes?,https://www.instagram.com/p/Bn03up_FgzM/c/17917654042216638/,361 ming,Balas,Opsi Komentar,Suka,Lihat balasan (1)
https://www.instagram.com/ratih.apriani/,https://scontent-cgk2-2.cdninstagram.com/v/t51.2885-19/490570580_1580885925911868_7967826944655551373_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-cgk2-2.cdninstagram.com&_nc_cat=100&_nc_oc=Q6cZ2QER3h15QBR3OQ6_Jc8f-ejHJKAlODpt25LIpAQQg-dUoIYdlojEPS3ogaFGNqoKQew&_nc_ohc=jX9hzwpTdpUQ7kNvwEH3zaq&_nc_gid=sprl6xQdqQQApxE6voxuFw&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AfVwEutj4LtGFlBtbwDItvgJJ_Q_1G-cydeSkKUg-Gx1cg&oe=68AC59F9&_nc_sid=f5838a,ratih.apriani,https://www.instagram.com/ratih.apriani/,Sist kalo beli sekilo tp di campur dg dodol yg lain bisa ngga,https://www.instagram.com/p/Bn03up_FgzM/c/17962480507121650/,361 ming,Balas,Opsi Komentar,Suka,Lihat balasan (1)
https://www.instagram.com/ta_biena/,https://scontent-cgk2-2.cdninstagram.com/v/t51.2885-19/70504118_3406615946045652_837551406205370368_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby42MjcuYzIifQ&_nc_ht=scontent-cgk2-2.cdninstagram.com&_nc_cat=100&_nc_oc=Q6cZ2QER3h15QBR3OQ6_Jc8f-ejHJKAlODpt25LIpAQQg-dUoIYdlojEPS3ogaFGNqoKQew&_nc_ohc=sgyVosnwhfcQ7kNvwH7k6Xx&_nc_gid=sprl6xQdqQQApxE6voxuFw&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AfXwJHrSYIg57m5kbm50I-YBiqOFbNmB8eUHWc3wj2aMbg&oe=68AC6311&_nc_sid=f5838a,ta_biena,https://www.instagram.com/ta_biena/,Uwah ini 1kgnya berapa kak? Dodol legend nih rasanya enak banget,https://www.instagram.com/p/Bn03up_FgzM/c/17881344829263274/,361 ming,Balas,Opsi Komentar,Suka,Lihat balasan (1)
https://www.instagram.com/stephanielau_/,https://scontent-cgk1-2.cdninstagram.com/v/t51.2885-19/424968446_3762475267362788_2351756147252989297_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-cgk1-2.cdninstagram.com&_nc_cat=108&_nc_oc=Q6cZ2QER3h15QBR3OQ6_Jc8f-ejHJKAlODpt25LIpAQQg-dUoIYdlojEPS3ogaFGNqoKQew&_nc_ohc=VX-XUYvdetoQ7kNvwHz1Xvq&_nc_gid=sprl6xQdqQQApxE6voxuFw&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AfXbWcc2cqYxC4ahR0gWD4Hde1VbJrJR-zZoaQZf0oGbvA&oe=68AC85C2&_nc_sid=f5838a,stephanielau_,https://www.instagram.com/stephanielau_/,"Wah enak nih kak, bisa campur rasa ngga yah kak?",https://www.instagram.com/p/Bn03up_FgzM/c/17979494818038800/,361 ming,Balas,Opsi Komentar,Suka,Lihat balasan (1)
https://www.instagram.com/aishasyari.id/,https://scontent-cgk1-1.cdninstagram.com/v/t51.2885-19/118252882_315607403021625_1373081051031932173_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-cgk1-1.cdninstagram.com&_nc_cat=109&_nc_oc=Q6cZ2QER3h15QBR3OQ6_Jc8f-ejHJKAlODpt25LIpAQQg-dUoIYdlojEPS3ogaFGNqoKQew&_nc_ohc=zRy1phbMlikQ7kNvwEKyDt3&_nc_gid=sprl6xQdqQQApxE6voxuFw&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AfUhSsstf19f3hjoLEFHq8RSVVQjSIaJYxBGi1MsxhBP8A&oe=68AC65CC&_nc_sid=f5838a,aishasyari.id,https://www.instagram.com/aishasyari.id/,"Kak, dodol garut ketannya bisa tahan berapa lama di perjalanan ?",https://www.instagram.com/p/Bn03up_FgzM/c/17971502284078286/,361 ming,Balas,Opsi Komentar,Suka,Lihat balasan (1)
https://www.instagram.com/audeeynwr/,https://scontent-cgk1-2.cdninstagram.com/v/t51.2885-19/397293313_287075124291752_2644645838012715484_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-cgk1-2.cdninstagram.com&_nc_cat=108&_nc_oc=Q6cZ2QER3h15QBR3OQ6_Jc8f-ejHJKAlODpt25LIpAQQg-dUoIYdlojEPS3ogaFGNqoKQew&_nc_ohc=qcjiFoYM8EwQ7kNvwFWGdM4&_nc_gid=sprl6xQdqQQApxE6voxuFw&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AfWVjTmxnRxyeFtsoGh78BQQVb1sorML7WZsc__KJ2GuVw&oe=68AC88CC&_nc_sid=f5838a,audeeynwr,https://www.instagram.com/audeeynwr/,Dodol garut ini ada varian rasanya gak? Atau satu rasa aja?,https://www.instagram.com/p/Bn03up_FgzM/c/17950524061154347/,361 ming,Balas,Opsi Komentar,Suka,Lihat balasan (1)
https://www.instagram.com/vallen1717/,https://scontent-cgk2-2.cdninstagram.com/v/t51.2885-19/40060726_296493111162809_8879132405240168448_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby43MjAuYzIifQ&_nc_ht=scontent-cgk2-2.cdninstagram.com&_nc_cat=105&_nc_oc=Q6cZ2QER3h15QBR3OQ6_Jc8f-ejHJKAlODpt25LIpAQQg-dUoIYdlojEPS3ogaFGNqoKQew&_nc_ohc=Cui2ZLWNoQkQ7kNvwGCiEsx&_nc_gid=sprl6xQdqQQApxE6voxuFw&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AfVTuYLsLIKVgSI_d2HQxEYejc-kupA9d6PRaqXD-53MLQ&oe=68AC842D&_nc_sid=f5838a,vallen1717,https://www.instagram.com/vallen1717/,"Jadi pgn beli nih aku,klo mau order bisa via apa.kak?",https://www.instagram.com/p/Bn03up_FgzM/c/17958972832085850/,361 ming,Balas,Opsi Komentar,Suka,Lihat balasan (1)
https://www.instagram.com/ajengrpd_/,https://scontent-cgk1-1.cdninstagram.com/v/t51.2885-19/449726110_3363772610582298_948195028599298953_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-cgk1-1.cdninstagram.com&_nc_cat=106&_nc_oc=Q6cZ2QER3h15QBR3OQ6_Jc8f-ejHJKAlODpt25LIpAQQg-dUoIYdlojEPS3ogaFGNqoKQew&_nc_ohc=bvdAztVcSX8Q7kNvwFH2FQc&_nc_gid=sprl6xQdqQQApxE6voxuFw&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AfVXvZHIdscB29vuNJhF0TSwgoNPLhd1yVvC30jDHqbjhw&oe=68AC857E&_nc_sid=f5838a,ajengrpd_,https://www.instagram.com/ajengrpd_/,Mau ka.. Perkilo nya berapa.. Dkirimnya lewat apa? Ongkir bandung berapa ka?,https://www.instagram.com/p/Bn03up_FgzM/c/17979595435042939/,361 ming,Balas,Opsi Komentar,Suka,Lihat balasan (1)
,https://scontent-cgk2-1.cdninstagram.com/v/t51.2885-19/480939149_609088108635171_3722215758965549715_n.jpg?stp=dst-jpg_s150x150_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6InByb2ZpbGVfcGljLmRqYW5nby4xMDgwLmMyIn0&_nc_ht=scontent-cgk2-1.cdninstagram.com&_nc_cat=103&_nc_oc=Q6cZ2QER3h15QBR3OQ6_Jc8f-ejHJKAlODpt25LIpAQQg-dUoIYdlojEPS3ogaFGNqoKQew&_nc_ohc=xg1_eP3J6HAQ7kNvwERn5I_&_nc_gid=sprl6xQdqQQApxE6voxuFw&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AfU6PGL_oqSMGKWswyD1b6GSHZ22SDGLIL_0HDxiX2OSHg&oe=68AC6F65&_nc_sid=f5838a,mega_najwa,https://www.instagram.com/mega_najwa/,"Kk ini kesukaan aku banget, huhu mau dong brapaan sekilo kak? Mau ambil 2 kg",https://www.instagram.com/p/Bn03up_FgzM/c/17951283913151051/,361 ming,Balas,Opsi Komentar,Suka,Lihat balasan (1)
