style-scope src,yt-simple-endpoint href,style-scope,yt-simple-endpoint,yt-simple-endpoint href 2,yt-core-attributed-string,style-scope 2,style-scope 3,,,
,https://www.youtube.com/@idafaridaida8503,@idafaridaida8503,6 tahun yang lalu,https://www.youtube.com/watch?v=fBw4q4f-CB4&lc=Ugzq9dmshtYAOyw2m_14AaABAg,masa sih  dapat upah 300   atau 500 rupiah perkulitnya gk salah tuh,1,,,,
style-scope src,yt-simple-endpoint href,style-scope,yt-simple-endpoint,yt-simple-endpoint href 2,yt-core-attributed-string,style-scope 2,hidden 2,dot,yt-core-attributed-string 3,style-scope src 2
https://yt3.ggpht.com/ytc/AIdro_m8XKHqSWkWTWqWfEqmk_VKzILNNjD_Lzb82OiQOJGQrEQgbhrNF_TgQFrd7LuMlqJAqQ=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@SalsaBila-o1e2r,@SalsaBila-o1e2r,13 hari yang lalu,https://www.youtube.com/watch?v=8Gcv_QgVEZg&lc=Ugy4bkJTO6z-crGdA-94AaABAg,Brp bang..hrg yeah,Terjemahkan ke bahasa Indonesia,Tidak suka,,,
https://yt3.ggpht.com/ytc/AIdro_l62_QFfNewb6OZTelHg_ci3dSC4CTMuUi1E0Jcm-w=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@indramus2586,@indramus2586,4 minggu yang lalu,https://www.youtube.com/watch?v=8Gcv_QgVEZg&lc=Ugx5ZCdKrwF3Cj-vYFl4AaABAg&pp=0gcJCSMANpG00pGi,Custom bisa kang?,Terjemahkan ke bahasa Indonesia,Tidak suka,,,
https://yt3.ggpht.com/ytc/AIdro_lXNBnVor2T5FVc9Go-w378cXn6JmX-YLkW1G6mVZyFzwgLjg01XTaBOrjvCuKmfuRq9g=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@RoniAhmadya,@RoniAhmadya,7 hari yang lalu,https://www.youtube.com/watch?v=8Gcv_QgVEZg&lc=UgyDnJLeWNgI3OLekUJ4AaABAg,Tolong di infokan harga nya,,Tidak suka,,,
https://yt3.ggpht.com/ytc/AIdro_k489dbUjVHiavMXCVBLGMHjuZ1MbGhFgMATRJyE25ZAk1KhQl3s6Hf7REnBDXFhbKjBA=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@Adin-o9t,@Adin-o9t,13 hari yang lalu,https://www.youtube.com/watch?v=8Gcv_QgVEZg&lc=UgyHx_4s3FHPdFYTc094AaABAg,Berapa harganya yg di pai,,Tidak suka,,,
,https://www.youtube.com/@YusufSz-f1u,@YusufSz-f1u,2 bulan yang lalu,https://www.youtube.com/watch?v=8Gcv_QgVEZg&lc=UgyEyrALMCjDnmNZtUB4AaABAg,Harga kang braha,,Tidak suka,,,
,https://www.youtube.com/@membacabuku74,@membacabuku74,3 bulan yang lalu,https://www.youtube.com/watch?v=8Gcv_QgVEZg&lc=UgwbM6wYTfKAqC2Lk3V4AaABAg,Alamat kang,Terjemahkan ke bahasa Indonesia,Tidak suka,,,
,https://www.youtube.com/@FrankyNew-c5z,@FrankyNew-c5z,5 bulan yang lalu,https://www.youtube.com/watch?v=8Gcv_QgVEZg&lc=UgxIi43GHy34Tc7atXF4AaABAg,serlok bang,Terjemahkan ke bahasa Indonesia,Tidak suka,,,
,https://www.youtube.com/@HenNadun,@HenNadun,6 bulan yang lalu,https://www.youtube.com/watch?v=8Gcv_QgVEZg&lc=UgynB4seGonBrDSZfLd4AaABAg,berapa harga mas,Terjemahkan ke bahasa Indonesia,Tidak suka,·,1 balasan,
,https://www.youtube.com/@MisiRan-x8m,@MisiRan-x8m,2 bulan yang lalu,https://www.youtube.com/watch?v=8Gcv_QgVEZg&lc=UgxM7KyGUPGS9hy1A9N4AaABAg,Bisa cod bos?,,Tidak suka,·,1 balasan,
,https://www.youtube.com/@HenNadun,@HenNadun,6 bulan yang lalu,https://www.youtube.com/watch?v=8Gcv_QgVEZg&lc=UgzjV10mNLpdlq8gnwZ4AaABAg,berapa harga mas,Terjemahkan ke bahasa Indonesia,Tidak suka,,1 balasan,
,https://www.youtube.com/@cahangon8938,@cahangon8938,3 bulan yang lalu,https://www.youtube.com/watch?v=8Gcv_QgVEZg&lc=UgweK23IpSFnY7z_Rfp4AaABAg&pp=0gcJCSMANpG00pGi,Jahit sulam ya ..berapa harga minta wa nya dong,Terjemahkan ke bahasa Indonesia,Tidak suka,·,2 balasan,
,https://www.youtube.com/@rizapurwoto9755,@rizapurwoto9755,3 bulan yang lalu,https://www.youtube.com/watch?v=8Gcv_QgVEZg&lc=Ugy2lL9wCFTcKexq7oZ4AaABAg,Harga ny brapa bro,,Tidak suka,,1 balasan,
,https://www.youtube.com/@YusufSz-f1u,@YusufSz-f1u,2 bulan yang lalu,https://www.youtube.com/watch?v=8Gcv_QgVEZg&lc=UgyxKQIw3PvGnYUjM8p4AaABAg,Harga kang braha,,Tidak suka,·,1 balasan,
https://yt3.ggpht.com/ytc/AIdro_k2R4gOzj0DsreLUb4kJ-3QT_RJonCM46s3u0VdSDzVQ_aqrvfIIZb1V__Snx8UK1XO4A=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@YusufSz-f1u,@YusufSz-f1u,2 bulan yang lalu,https://www.youtube.com/watch?v=8Gcv_QgVEZg&lc=UgyEyrALMCjDnmNZtUB4AaABAg,Harga kang braha,,Tidak suka,,,
https://yt3.ggpht.com/ytc/AIdro_k6ik9k6NPqHs0kvMwv9SpZyE9qUk9AxeJZJ9_zucX5-Srt4Jkr8so6gIcmOMBS08yveQ=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@HenNadun,@HenNadun,6 bulan yang lalu,https://www.youtube.com/watch?v=8Gcv_QgVEZg&lc=UgzjV10mNLpdlq8gnwZ4AaABAg,berapa harga mas,Terjemahkan ke bahasa Indonesia,Tidak suka,,1 balasan,
https://yt3.ggpht.com/CEzGFbNTUda961ldt6lha53XwNcCeRrpiXi_JZeetU9waW1jLwO6RQMjEmi62prnx8XTqTBdbQ=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@cahangon8938,@cahangon8938,3 bulan yang lalu,https://www.youtube.com/watch?v=8Gcv_QgVEZg&lc=UgweK23IpSFnY7z_Rfp4AaABAg&pp=0gcJCSMANpG00pGi,Jahit sulam ya ..berapa harga minta wa nya dong,Terjemahkan ke bahasa Indonesia,Tidak suka,·,2 balasan,https://yt3.ggpht.com/pS54Af72BSHKtC9PZZxCq20YfptRlcH08-dkUXIznV2NSa2hjktxmTjIL6hXw0r6c13T9J8m0A=s48-c-k-c0x00ffffff-no-rj
https://yt3.ggpht.com/ytc/AIdro_lkvZL6_kz1dOZZNlAfaTAAvzD815r_d0GFkV8C9bR31YRZeGPylgyyE4sM5v8Yxu6Veg=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@rizapurwoto9755,@rizapurwoto9755,3 bulan yang lalu,https://www.youtube.com/watch?v=8Gcv_QgVEZg&lc=Ugy2lL9wCFTcKexq7oZ4AaABAg,Harga ny brapa bro,,Tidak suka,,1 balasan,
https://yt3.ggpht.com/ytc/AIdro_k2R4gOzj0DsreLUb4kJ-3QT_RJonCM46s3u0VdSDzVQ_aqrvfIIZb1V__Snx8UK1XO4A=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@YusufSz-f1u,@YusufSz-f1u,2 bulan yang lalu,https://www.youtube.com/watch?v=8Gcv_QgVEZg&lc=UgyxKQIw3PvGnYUjM8p4AaABAg,Harga kang braha,,Tidak suka,·,1 balasan,https://yt3.ggpht.com/pS54Af72BSHKtC9PZZxCq20YfptRlcH08-dkUXIznV2NSa2hjktxmTjIL6hXw0r6c13T9J8m0A=s48-c-k-c0x00ffffff-no-rj
https://yt3.ggpht.com/ytc/AIdro_laowbR60Lv85DaL-1gkW1CI1Ge8ed3cejEr3plrfWmaFd8UJx0FOv7bqO0B0l7qqkXLg=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@tatang2271,@tatang2271,1 tahun yang lalu,https://www.youtube.com/watch?v=4Du7BszT6bQ&lc=Ugzv6t9G0X8fBgoM7ip4AaABAg,Pingin ky yg model ky gitu.,,Tidak suka,·,3 balasan,https://yt3.ggpht.com/ytc/AIdro_nyqp29CJGqK1gA6IzX9TtqpOVwYeovoPlewJrdNudfzo8=s48-c-k-c0x00ffffff-no-rj
https://yt3.ggpht.com/ytc/AIdro_mRQLehkt2niqMO91xS89AcJJ2-hkXHsoARBUkzNe73O9w=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@gunawan7690,@gunawan7690,1 bulan yang lalu,https://www.youtube.com/watch?v=4Du7BszT6bQ&lc=UgylZeLWqPSACri5NzZ4AaABAg,Bahan jok motor,,Tidak suka,·,1 balasan,https://yt3.ggpht.com/ytc/AIdro_nyqp29CJGqK1gA6IzX9TtqpOVwYeovoPlewJrdNudfzo8=s48-c-k-c0x00ffffff-no-rj
https://yt3.ggpht.com/ytc/AIdro_laowbR60Lv85DaL-1gkW1CI1Ge8ed3cejEr3plrfWmaFd8UJx0FOv7bqO0B0l7qqkXLg=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@tatang2271,@tatang2271,1 tahun yang lalu,https://www.youtube.com/watch?v=4Du7BszT6bQ&lc=UgxCUDuprJqN8FqDt9R4AaABAg,Kualitas kulit nya bagua mn pa super nappa apa super premium,Tidak suka,,·,1 balasan,https://yt3.ggpht.com/ytc/AIdro_nyqp29CJGqK1gA6IzX9TtqpOVwYeovoPlewJrdNudfzo8=s48-c-k-c0x00ffffff-no-rj
https://yt3.ggpht.com/ytc/AIdro_lqybv1ymmQZzV-g7nROuYqYvRtqWJrzgIBL02smStPjjYqrzc547dVBcr4Ak5lP7MDAg=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@ocoshrus4522,@ocoshrus4522,8 bulan yang lalu,https://www.youtube.com/watch?v=4Du7BszT6bQ&lc=Ugzi4qNcMRuSo_jZMVF4AaABAg,Ada jual di Shopee?,,Tidak suka,·,1 balasan,https://yt3.ggpht.com/ytc/AIdro_nyqp29CJGqK1gA6IzX9TtqpOVwYeovoPlewJrdNudfzo8=s48-c-k-c0x00ffffff-no-rj
https://yt3.ggpht.com/m9vhusXuHpj4LPkr8BKyXCQunHtwwD1ZuVe7g8XnmSPxhTCGDuMjCqqAUatLxcxFViJoTWGq=s88-c-k-c0x00ffffff-no-rj,https://www.youtube.com/@AnakMami92,@AnakMami92,1 tahun yang lalu,https://www.youtube.com/watch?v=4Du7BszT6bQ&lc=UgzET6RHbKzAAIPC8IR4AaABAg,Cek harga bang,,Tidak suka,·,2 balasan,https://yt3.ggpht.com/ytc/AIdro_nyqp29CJGqK1gA6IzX9TtqpOVwYeovoPlewJrdNudfzo8=s48-c-k-c0x00ffffff-no-rj
