"style-scope src","yt-simple-endpoint href","style-scope","yt-simple-endpoint","yt-simple-endpoint href 3","yt-core-attributed-string","style-scope 3","yt-core-attributed-string 3"
"https://yt3.ggpht.com/ytc/AIdro_lv6jCidmy5s0k6vIji5F30zsy2L5PPvytXksVPEoZtha8=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@oncom1768","@oncom1768","6 tahun yang lalu","https://www.youtube.com/watch?v=R_zuNUC_xQY&lc=UgwbUvUi8s7cIpFM0RB4AaABAg","Hmmm yang megang kamera itu cewek apa cowok tapi kelihatan dari suara nya cewek nih wkwkwkkw jawab bang Nelson siapa yang megang kamera itu cowok apa cewek","7","7 balasan"
"https://yt3.ggpht.com/ytc/AIdro_lH_n7m-ZXPO5dv9u3p0vVnjbhIrYCdxpWDI94H8TrcTw=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@rice6248","@rice6248","6 tahun yang lalu","https://www.youtube.com/watch?v=R_zuNUC_xQY&lc=UgygOHfFwzGyFV64ndZ4AaABAg","Bang sebenernya itu gak tawar lho, abang kan udah makan banyak coklat tuh rasanya beda-beda kan? Ya itu karna semua coklatnya itu manis, cuma kalau kita makan manis terus habis itu makan yg manis juga pasti rasanya tawar:D","2",""
"https://yt3.ggpht.com/5xw-OZLHYDfmNPDuExjU0Zt1f_jpMSqG1m2gn7jzuD6J5GNXIKIHEyfGykKMARhpmW9UMc8RdQ=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@aisyah923","@aisyah923","7 tahun yang lalu (diedit)","https://www.youtube.com/watch?v=R_zuNUC_xQY&lc=Ugwx_6t6CCHDrM6JJ_V4AaABAg","Koq cuma bikin laper yak :v","4",""
"https://yt3.ggpht.com/ytc/AIdro_liXNR0eN-S9W2iXRtxb9rsGkirYTqme_OdSpkpHy5r3w=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@araadoang3395","@araadoang3395","5 tahun yang lalu","https://www.youtube.com/watch?v=R_zuNUC_xQY&lc=UgwgkS3WADpMCQgqm0d4AaABAg","Kalender nya samaa:v","7",""
"https://yt3.ggpht.com/ytc/AIdro_le4rCFQm86qJrlwX06iUoNexXBPDNRAmNECI1XqsU=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@arohilmjee4386","@arohilmjee4386","5 tahun yang lalu","https://www.youtube.com/watch?v=R_zuNUC_xQY&lc=UgxUKqdDKEDMxnuztQp4AaABAg&pp=0gcJCSMANpG00pGi","Nelson kamu 2020 tidak bisa dapat  
Pacar sampai 2029","3",""
"https://yt3.ggpht.com/ytc/AIdro_mc3JzoX94MF2pdAYN_D7RokQyYdwjsBcKw-3DQ4rM=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@khanzadiandra3517","@khanzadiandra3517","5 tahun yang lalu","https://www.youtube.com/watch?v=R_zuNUC_xQY&lc=Ugxur8xOg-D-XBYj07R4AaABAg","Kak biken kok selalu membuatku senang","",""
"https://yt3.ggpht.com/ytc/AIdro_k1GaHaiir80mrKXtI8-TkOyftRzi1FGN6od6m670KAVg=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@attahalilintar1728","@attahalilintar1728","6 tahun yang lalu (diedit)","https://www.youtube.com/watch?v=R_zuNUC_xQY&lc=Ugx0SMWqWtfjmR7W04d4AaABAg","Aturan record nya di NeruNeruSon soalnya makan nan","17","5 balasan"
"https://yt3.ggpht.com/ytc/AIdro_lrn_o_75XIpEp4CtqzEOF4O9wyDDoF51_BhS0oE7JVMkA=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@fxiwandjangun903","@fxiwandjangun903","7 tahun yang lalu","https://www.youtube.com/watch?v=R_zuNUC_xQY&lc=Ugy0EAEM6d2TgA7PRHp4AaABAg","bang gua pernah beli di gramedia citra land mall","4","1 balasan"
"https://yt3.ggpht.com/ytc/AIdro_mOBhs1DcCkzmVuGlb7w-WtGks5BY7vGXdiMhvhp0lXSxg=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@abdulghani6257","@abdulghani6257","6 tahun yang lalu","https://www.youtube.com/watch?v=R_zuNUC_xQY&lc=Ugzf4U7SG_Pa6XihYFx4AaABAg","Mungkin rasa sayang bang Nelson hancur","5",""
"https://yt3.ggpht.com/ytc/AIdro_meZQDvkVwIytlz05tUr4sKYRoxduo30MYm6fDWZDFwo5Dx5x44u4bpmQY2f_R4uW4yGQ=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@mrbeansX-900","@mrbeansX-900","3 tahun yang lalu","https://www.youtube.com/watch?v=R_zuNUC_xQY&lc=UgxhFgiW3BLvfJOwmJl4AaABAg","Ada yang nonton 2022?


Lagi ngapain bos","2",""
"https://yt3.ggpht.com/ytc/AIdro_k-aeDe_vWfYWaEM3Vuej_SI-j4i0iC2AGiEJhdBrlmpGY=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@aryasatriaa","@aryasatriaa","6 tahun yang lalu","https://www.youtube.com/watch?v=R_zuNUC_xQY&lc=UgzxDiWq3MQRI8v_khV4AaABAg","aku baru tau kalo.video.ini di up pas gw lgi ultah anjir","5","1 balasan"
"https://yt3.ggpht.com/jcUJC1RW70hVGLrwDxoZYKr3FUsMYIx_1nycJO9KuS3-NcogeMkY9FVMe8UoCfd62MIxKiTSgXQ=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@Intakkoyaki","@Intakkoyaki","5 tahun yang lalu","https://www.youtube.com/watch?v=R_zuNUC_xQY&lc=UgwV9fNsPwvDdTXAXIh4AaABAg","Anjay coklat dari garut :v","7",""
"https://yt3.ggpht.com/ytc/AIdro_ljFip78e6Bj9xZf2e48Gae_XoZi53AHV61baqI81Qn2P0=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@faizahalila8888","@faizahalila8888","6 tahun yang lalu","https://www.youtube.com/watch?v=R_zuNUC_xQY&lc=UgwZ3fu6E1aEd7OuNvV4AaABAg","","3",""
"https://yt3.ggpht.com/ytc/AIdro_mfCiiZSqMSXq4ZqwBNFCWl3BXOvI3aIlRqh4fn5u0=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@alfafainsanmuliawan2270","@alfafainsanmuliawan2270","5 tahun yang lalu","https://www.youtube.com/watch?v=R_zuNUC_xQY&lc=UgycXoFi9Nz8Taj1cl94AaABAg","Aku cinta kamu nelsion ️️️️️️️️️️️","1",""
"https://yt3.ggpht.com/ytc/AIdro_nkahaWoEbqLvIQrqNiWK8yD4WAHYs58poRna11rPAfFA=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@kocakgaming6313","@kocakgaming6313","7 tahun yang lalu","https://www.youtube.com/watch?v=R_zuNUC_xQY&lc=UgwvXHcbIVGWUrObfiN4AaABAg","bang gimana perasaan lo jadi jojoba","4",""
"https://yt3.ggpht.com/HXKgyBhAzf6maqKmvlWa-MAsKchrEyxZG5elXr3YKeUjMNfmhYPjGrJtaRCfHQd_-WkPBSu_=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@bivedgt","@bivedgt","6 tahun yang lalu","https://www.youtube.com/watch?v=R_zuNUC_xQY&lc=Ugy6MFprG4_HfyaJ49N4AaABAg","Asli garut kalo g salah 
(chocodot)","7",""
"https://yt3.ggpht.com/ytc/AIdro_nm6bK4v3k6gs_43ZyKndt4L-9KcDUS-b9SdnNmVUunvg=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@iqbalgilbranofficial7861","@iqbalgilbranofficial7861","6 tahun yang lalu","https://www.youtube.com/watch?v=R_zuNUC_xQY&lc=UgyxTXQ-6r2u6XVk_Sp4AaABAg","2019 ok","14","3 balasan"
"https://yt3.ggpht.com/ytc/AIdro_m7xAYnAoWw1ck-05rChRZHmoglhRizrbK5Ir-HbSM=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@ekasyahrony9954","@ekasyahrony9954","6 tahun yang lalu","https://www.youtube.com/watch?v=R_zuNUC_xQY&lc=Ugxom4S-HI4b_Xy_mTZ4AaABAg","Bang nelson lagu nya kayak nya pernah dengar si roblox baby simulator","2",""
"","https://www.youtube.com/@ikonlove1913","@ikonlove1913","7 tahun yang lalu","https://www.youtube.com/watch?v=R_zuNUC_xQY&lc=UgxwaWEuFTGFx8I6f7B4AaABAg","2018?","4",""
"","https://www.youtube.com/@BabyChibi","@BabyChibi","7 tahun yang lalu","https://www.youtube.com/watch?v=R_zuNUC_xQY&lc=Ugz-Kf-Mcl_ujZ3ylRZ4AaABAg","Bang Kalori Coklat Itu Banyak Loh
Nanti Abang Malah Tambah GENDUT
Jadi Diet Biar Kurus Ya","7",""
"","https://www.youtube.com/@Lightness02","@Lightness02","7 tahun yang lalu","https://www.youtube.com/watch?v=R_zuNUC_xQY&lc=UgyvGGpUbPxEpaLiwl94AaABAg","Bang yang kamerain lu siapa bang?","4","2 balasan"
"","https://www.youtube.com/@Gr%C3%B8nval","@Grønval","3 tahun yang lalu (diedit)","https://www.youtube.com/watch?v=R_zuNUC_xQY&lc=UgwwOCRuGyNbKdMWvjZ4AaABAg","anjayy","",""
"","https://www.youtube.com/@bryanchristopher687","@bryanchristopher687","7 tahun yang lalu","https://www.youtube.com/watch?v=R_zuNUC_xQY&lc=Ugx7XgjG6tje9R_-KwJ4AaABAg","siap bang","4",""
"","https://www.youtube.com/@Gilamen-cq4ek","@Gilamen-cq4ek","7 tahun yang lalu","https://www.youtube.com/watch?v=R_zuNUC_xQY&lc=UgwlIq9j22NKEGq6AwZ4AaABAg","Nelsooon","8",""
"","https://www.youtube.com/@onmy_craft3044","@onmy_craft3044","7 tahun yang lalu","https://www.youtube.com/watch?v=R_zuNUC_xQY&lc=Ugw0kxILWSDpcYbTV1R4AaABAg","167 like 38xviews wow!!","5","1 balasan"
"","https://www.youtube.com/@sepnopok1258","@sepnopok1258","5 tahun yang lalu","https://www.youtube.com/watch?v=R_zuNUC_xQY&lc=UgyMhXmW83cau5p_aHp4AaABAg","Gw tau kenapa abang masih belum dapat rasa sayang :V soalnya coklat rasa sayang yg abang banting itu menandakan abang telah membanting-banting rasa sayang abang sampe sampe rasa sayang abang hancur :V","2",""
"","https://www.youtube.com/@bagas6881","@bagas6881","7 tahun yang lalu","https://www.youtube.com/watch?v=R_zuNUC_xQY&lc=UgxbDqsyWQAtDJpEWSh4AaABAg","FIRST","4",""
"","https://www.youtube.com/@sidikjaya4336","@sidikjaya4336","7 tahun yang lalu","https://www.youtube.com/watch?v=R_zuNUC_xQY&lc=UgzkIgy6ypg60zks16N4AaABAg","bang itu abang sama siapah","39","13 balasan"
"","https://www.youtube.com/@xddanielgamingdashindonesi5168","@xddanielgamingdashindonesi5168","7 tahun yang lalu","https://www.youtube.com/watch?v=R_zuNUC_xQY&lc=Ugzn3bYhsdmBQ-ESpvZ4AaABAg","","4",""
"","https://www.youtube.com/@alika_chab2616","@alika_chab2616","6 tahun yang lalu","https://www.youtube.com/watch?v=R_zuNUC_xQY&lc=Ugyen0r0gT0pKMwJtsV4AaABAg","Bang ada suara cewek pacar ya bang","2",""
"https://yt3.ggpht.com/ytc/AIdro_n4mpv36IXMGevPpfyzwgIj66_V911POofT7pr-51IrQg=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@ikonlove1913","@ikonlove1913","7 tahun yang lalu","https://www.youtube.com/watch?v=R_zuNUC_xQY&lc=UgxwaWEuFTGFx8I6f7B4AaABAg","2018?","4",""
"https://yt3.ggpht.com/jt7yW96L9UavkV5aWxFtkPTsBaR7S7oW_DnKRi4D-B6i2_HbKHrS_GIrpvH6mdQ2bM1rUr7J=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@BabyChibi","@BabyChibi","7 tahun yang lalu","https://www.youtube.com/watch?v=R_zuNUC_xQY&lc=Ugz-Kf-Mcl_ujZ3ylRZ4AaABAg","Bang Kalori Coklat Itu Banyak Loh
Nanti Abang Malah Tambah GENDUT
Jadi Diet Biar Kurus Ya","7",""
"https://yt3.ggpht.com/PTEEeSERUtUOl5i79iJp4PhZiIQmJzWkZkPlEkkou2ACTMIYf0XY9UALaLFgmWJ1t7q0iuXYtfk=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@Lightness02","@Lightness02","7 tahun yang lalu","https://www.youtube.com/watch?v=R_zuNUC_xQY&lc=UgyvGGpUbPxEpaLiwl94AaABAg","Bang yang kamerain lu siapa bang?","4","2 balasan"
"https://yt3.ggpht.com/ubjoepiPzYJ9KBAoqmntfvvP3H5LtTT5HAIkvQaYhtDhbXuzV9QT3K6zD8EAL-HjT1rQs5XBmTk=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@Gr%C3%B8nval","@Grønval","3 tahun yang lalu (diedit)","https://www.youtube.com/watch?v=R_zuNUC_xQY&lc=UgwwOCRuGyNbKdMWvjZ4AaABAg","anjayy","",""
"https://yt3.ggpht.com/ytc/AIdro_kPkexnbY27XdtiIBBgG_sGDSmO0e45zLpO14iTG7yW1w=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@bryanchristopher687","@bryanchristopher687","7 tahun yang lalu","https://www.youtube.com/watch?v=R_zuNUC_xQY&lc=Ugx7XgjG6tje9R_-KwJ4AaABAg","siap bang","4",""
"https://yt3.ggpht.com/ytc/AIdro_ncVSXHgCEiPkQ_d34qtHOilRTlBSW8BRIwErki_C_jiJo=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@Gilamen-cq4ek","@Gilamen-cq4ek","7 tahun yang lalu","https://www.youtube.com/watch?v=R_zuNUC_xQY&lc=UgwlIq9j22NKEGq6AwZ4AaABAg","Nelsooon","8",""
"https://yt3.ggpht.com/ytc/AIdro_nrHkItZrV6KjiFUAEJL3Vn1vkJHHc1ao9RA1ymCdug8g=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@onmy_craft3044","@onmy_craft3044","7 tahun yang lalu","https://www.youtube.com/watch?v=R_zuNUC_xQY&lc=Ugw0kxILWSDpcYbTV1R4AaABAg","167 like 38xviews wow!!","5","1 balasan"
"https://yt3.ggpht.com/ytc/AIdro_lE2xGQf6bUmVhyNIJVaqsdaHZXCnwfzFs5fJMhWNTjxQ=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@sepnopok1258","@sepnopok1258","5 tahun yang lalu","https://www.youtube.com/watch?v=R_zuNUC_xQY&lc=UgyMhXmW83cau5p_aHp4AaABAg","Gw tau kenapa abang masih belum dapat rasa sayang :V soalnya coklat rasa sayang yg abang banting itu menandakan abang telah membanting-banting rasa sayang abang sampe sampe rasa sayang abang hancur :V","2",""
"https://yt3.ggpht.com/3LHDodTKqtbuFuYced6-TvfQd4jz2htTOP6xVf3NdBXUgue1uz3nvqCXbssGtNjnoJEyGEDDmA=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@bagas6881","@bagas6881","7 tahun yang lalu","https://www.youtube.com/watch?v=R_zuNUC_xQY&lc=UgxbDqsyWQAtDJpEWSh4AaABAg","FIRST","4",""
"https://yt3.ggpht.com/ytc/AIdro_k2PtJP4fcXYds4Kz5u4VuvUyv7bLhtjCCAi3wo4wM=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@sidikjaya4336","@sidikjaya4336","7 tahun yang lalu","https://www.youtube.com/watch?v=R_zuNUC_xQY&lc=UgzkIgy6ypg60zks16N4AaABAg","bang itu abang sama siapah","39","13 balasan"
"https://yt3.ggpht.com/ytc/AIdro_kefREmUtOUDUcHG5G1LW1G0S8gI6q1mR_iN6D-ugDSMA=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@xddanielgamingdashindonesi5168","@xddanielgamingdashindonesi5168","7 tahun yang lalu","https://www.youtube.com/watch?v=R_zuNUC_xQY&lc=Ugzn3bYhsdmBQ-ESpvZ4AaABAg","","4",""
"https://yt3.ggpht.com/ytc/AIdro_madA180IxfJZbx0OQvd56Zmmf3hNSZ0q0R5WTZJxo8aqI=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@alika_chab2616","@alika_chab2616","6 tahun yang lalu","https://www.youtube.com/watch?v=R_zuNUC_xQY&lc=Ugyen0r0gT0pKMwJtsV4AaABAg","Bang ada suara cewek pacar ya bang","2",""
"https://yt3.ggpht.com/ytc/AIdro_nQ-YM0O0Bu7YVb02FKVlde8iMMwGT1F36U2Q-DZpLRRQ=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@masterboygaming1734","@masterboygaming1734","7 tahun yang lalu","https://www.youtube.com/watch?v=R_zuNUC_xQY&lc=Ugw9qt0JwmXtEEmOFwF4AaABAg","Jones sih","6","1 balasan"
"https://yt3.ggpht.com/ytc/AIdro_kcpVQZzt06Yt-iyfpen80Xw-6Q-T1vpyiq7j3l53w=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@muhammadraffa3289","@muhammadraffa3289","6 tahun yang lalu","https://www.youtube.com/watch?v=R_zuNUC_xQY&lc=UgwyEl0_vG64sBRxD9J4AaABAg","Bang nelson kayak ada suara cewek siapa itu bang
??????","5","3 balasan"
"https://yt3.ggpht.com/k0N6wBvMMUwogkjbeZUtSyvvHuhyMpVz0EUOWF5MfLr0KKUnUREkBMO_ddQatHMpITHhranfZg=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@zokigon142","@zokigon142","6 tahun yang lalu","https://www.youtube.com/watch?v=R_zuNUC_xQY&lc=UgxAKan-fxGy9u222BZ4AaABAg","Bang Nelson udah punya pacar belum  cream","5",""
"https://yt3.ggpht.com/ytc/AIdro_k5MNVMl0NUE863HhuwEiKpB1bMif2o4dVkf1DvZ8HQ_YQ=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@glovesadventure30yearago23","@glovesadventure30yearago23","4 tahun yang lalu (diedit)","https://www.youtube.com/watch?v=R_zuNUC_xQY&lc=Ugy0zPygHusp0lRXEpR4AaABAg","2017: SOMEGA DAPET JODOH
2021: hampir dapet nih si sarah


Makasih untuk 0 like","1",""
"https://yt3.ggpht.com/ytc/AIdro_m3IS3hnQuKk2fLHI0_-W_6pT1-q5iEdE5iqn5rzkj1jVA=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@Mutia_official-tb4hh","@Mutia_official-tb4hh","5 tahun yang lalu","https://www.youtube.com/watch?v=R_zuNUC_xQY&lc=UgwRov_EKCf03VyVgPl4AaABAg","Bang reaksion gacha life dong~
Yg setuju like","4","2 balasan"
"https://yt3.ggpht.com/ytc/AIdro_mNi4fzs_AYAqRt1ZIEZbqhoxyNvytbdDtXe2-nhsSbVG0=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@indahputrigachaarmy5274","@indahputrigachaarmy5274","7 tahun yang lalu","https://www.youtube.com/watch?v=R_zuNUC_xQY&lc=UgwCy3tVJWHQ9L75lK94AaABAg&pp=0gcJCSMANpG00pGi","Kamu orang apa bang Nelson","5",""
"https://yt3.ggpht.com/ytc/AIdro_lFBD--vHgwbRkoAxQeJIiGQB_3LpKje25yvgeUAuNct3c=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@dzakia89dyaz31","@dzakia89dyaz31","6 tahun yang lalu","https://www.youtube.com/watch?v=R_zuNUC_xQY&lc=Ugz3iUhTvOUNDoRzGTV4AaABAg","Dan sampe 2018 bang Nelson belum dapat jodoh :')","6","3 balasan"
"","https://www.youtube.com/@safad6848","@safad6848","4 tahun yang lalu","https://www.youtube.com/watch?v=R_zuNUC_xQY&lc=UgyUCGyBQ9gXFLmjdhV4AaABAg","Kukira selama ini gramedia toko buku :v","2","1 balasan"
"","https://www.youtube.com/@martine8644","@martine8644","7 tahun yang lalu","https://www.youtube.com/watch?v=R_zuNUC_xQY&lc=UgzP-mEXUHhrDuvmjet4AaABAg","Siapa nonton sebelum 100 Like","4",""
"","https://www.youtube.com/@pandapowkwkwk3097","@pandapowkwkwk3097","6 tahun yang lalu","https://www.youtube.com/watch?v=R_zuNUC_xQY&lc=Ugza5dqaqvCdnvDI8_R4AaABAg","Bang itu suara cewe .jangan jangan . pacar cieeee","13","4 balasan"
"","https://www.youtube.com/@ihsan88082","@ihsan88082","7 tahun yang lalu","https://www.youtube.com/watch?v=R_zuNUC_xQY&lc=UgwV971hoJ7BE_Aux554AaABAg","Kakaknya ngiler gak bang :V","4","1 balasan"
"","https://www.youtube.com/@lndexiawebster6824","@lndexiawebster6824","4 tahun yang lalu","https://www.youtube.com/watch?v=R_zuNUC_xQY&lc=Ugw_aOczTSbvYAhsQYF4AaABAg","Di gramedia memang ada permen dan coklat di dekat kasir.","1",""
"","https://www.youtube.com/@GanForger","@GanForger","6 tahun yang lalu","https://www.youtube.com/watch?v=R_zuNUC_xQY&lc=Ugxfk-HdsORb_p-loMp4AaABAg","Berarti banyak kegalauan ditanggal dan bulan lahir ku: v","4","1 balasan"
"","https://www.youtube.com/@manther_youber_geming6527","@manther_youber_geming6527","7 tahun yang lalu","https://www.youtube.com/watch?v=R_zuNUC_xQY&lc=UgzNGuBInAilkrVia4B4AaABAg","Minta","12","3 balasan"
"","https://www.youtube.com/@salsabillasanjaya9257","@salsabillasanjaya9257","6 tahun yang lalu","https://www.youtube.com/watch?v=R_zuNUC_xQY&lc=UgzpAFLGMNIhvtOLXM54AaABAg","Enak jomblo kak dari pada sakit hati kakaknya kalo pacaran itu haram, bikin uang habis kakak (tapi aku cewek yang disakiti kak udah gak usah pacaran sama orang, sama aplikasi aja dah aku kembali jones dan kembali johap","3",""
"","https://www.youtube.com/@anderson-ye6oc","@anderson-ye6oc","5 tahun yang lalu","https://www.youtube.com/watch?v=R_zuNUC_xQY&lc=Ugwij1r0enkN-Q0MScF4AaABAg","Bang tau jomblo bang kalau makan coklat byk byk ntar sakit gigi jadi jelek gigi nya nanti siapa yg mau bang","1",""
"","https://www.youtube.com/@ihsan88082","@ihsan88082","7 tahun yang lalu","https://www.youtube.com/watch?v=R_zuNUC_xQY&lc=Ugx5UzV-gJymPaGHxgx4AaABAg","Gramedia??????  Maksud?????","37","14 balasan"
"","https://www.youtube.com/@najwanaliyasir4077","@najwanaliyasir4077","6 tahun yang lalu","https://www.youtube.com/watch?v=R_zuNUC_xQY&lc=Ugwh7pooeU1KL2Y-dv54AaABAg","Siapa yang megang hpnya .","3",""
"","https://www.youtube.com/@ainuntriwulandari6380","@ainuntriwulandari6380","6 tahun yang lalu","https://www.youtube.com/watch?v=R_zuNUC_xQY&lc=Ugy4z85jJDOJsCHmbQR4AaABAg","Aku udah beli ternyata enak lo.(bukan sombong plis )","3","1 balasan"
"","https://www.youtube.com/@fajarcahyonugroho819","@fajarcahyonugroho819","5 tahun yang lalu","https://www.youtube.com/watch?v=R_zuNUC_xQY&lc=UgzRZiA2Jja4st9-qt54AaABAg&pp=0gcJCSMANpG00pGi","Aku sudah pernah makan coklat itu","1",""
"https://yt3.ggpht.com/IqyYGFOKEglNNBp5G8eeKtItMKgPtPBs17G_1n9OcetgJN7SHDvXt5Eo8bG_Pgje7u5ZKu5m9Q=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@safad6848","@safad6848","4 tahun yang lalu","https://www.youtube.com/watch?v=R_zuNUC_xQY&lc=UgyUCGyBQ9gXFLmjdhV4AaABAg","Kukira selama ini gramedia toko buku :v","2","1 balasan"
"https://yt3.ggpht.com/dFBEi2STitSDazX2PC-WejILGNW-g36iIp2IO1lylPxN8V5bvRoprrjVb9PVu-V3A_DH6GAs=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@martine8644","@martine8644","7 tahun yang lalu","https://www.youtube.com/watch?v=R_zuNUC_xQY&lc=UgzP-mEXUHhrDuvmjet4AaABAg","Siapa nonton sebelum 100 Like","4",""
"https://yt3.ggpht.com/ytc/AIdro_m04_6f35Vqxhc8c1_0Kif350P0oYC7vAiOlbCF3Ndx=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@pandapowkwkwk3097","@pandapowkwkwk3097","6 tahun yang lalu","https://www.youtube.com/watch?v=R_zuNUC_xQY&lc=Ugza5dqaqvCdnvDI8_R4AaABAg","Bang itu suara cewe .jangan jangan . pacar cieeee","13","4 balasan"
"https://yt3.ggpht.com/Afg6OffEpm67tKLc8pSjs9rIFtHMnZ46E8FW8vZYXl6eJLbyFSRDj4dCcOWY5XHri5t6IRl3=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@ihsan88082","@ihsan88082","7 tahun yang lalu","https://www.youtube.com/watch?v=R_zuNUC_xQY&lc=UgwV971hoJ7BE_Aux554AaABAg","Kakaknya ngiler gak bang :V","4","1 balasan"
"https://yt3.ggpht.com/ytc/AIdro_mC-PRlmSRpg2pxhHh4326o6wrfufysCoCF2Rj7KNQTIWw=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@lndexiawebster6824","@lndexiawebster6824","4 tahun yang lalu","https://www.youtube.com/watch?v=R_zuNUC_xQY&lc=Ugw_aOczTSbvYAhsQYF4AaABAg","Di gramedia memang ada permen dan coklat di dekat kasir.","1",""
"https://yt3.ggpht.com/80uJBbIBMuAwqkq3G7m3EKhUmyq42K6AoZHdWtNMIbrf_UAoN4y5enGAJ8V-h8A4vdjiVd8KiA=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@GanForger","@GanForger","6 tahun yang lalu","https://www.youtube.com/watch?v=R_zuNUC_xQY&lc=Ugxfk-HdsORb_p-loMp4AaABAg","Berarti banyak kegalauan ditanggal dan bulan lahir ku: v","4","1 balasan"
"https://yt3.ggpht.com/ytc/AIdro_mdYn1L7W_2AgEE-0MbCywgbsGCWO9XalaZZWgbaqhvFuI=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@manther_youber_geming6527","@manther_youber_geming6527","7 tahun yang lalu","https://www.youtube.com/watch?v=R_zuNUC_xQY&lc=UgzNGuBInAilkrVia4B4AaABAg","Minta","12","3 balasan"
"https://yt3.ggpht.com/ytc/AIdro_kibXTPV4s3w7pH1pYcDtDK8578lI9-Q9cDXCdTRtdtq2k=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@salsabillasanjaya9257","@salsabillasanjaya9257","6 tahun yang lalu","https://www.youtube.com/watch?v=R_zuNUC_xQY&lc=UgzpAFLGMNIhvtOLXM54AaABAg","Enak jomblo kak dari pada sakit hati kakaknya kalo pacaran itu haram, bikin uang habis kakak (tapi aku cewek yang disakiti kak udah gak usah pacaran sama orang, sama aplikasi aja dah aku kembali jones dan kembali johap","3",""
"https://yt3.ggpht.com/ytc/AIdro_lGrg71_vOj4Opf6EcydnhSrwMUhuIt_SpHKkhGmYmgLw=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@anderson-ye6oc","@anderson-ye6oc","5 tahun yang lalu","https://www.youtube.com/watch?v=R_zuNUC_xQY&lc=Ugwij1r0enkN-Q0MScF4AaABAg","Bang tau jomblo bang kalau makan coklat byk byk ntar sakit gigi jadi jelek gigi nya nanti siapa yg mau bang","1",""
"https://yt3.ggpht.com/Afg6OffEpm67tKLc8pSjs9rIFtHMnZ46E8FW8vZYXl6eJLbyFSRDj4dCcOWY5XHri5t6IRl3=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@ihsan88082","@ihsan88082","7 tahun yang lalu","https://www.youtube.com/watch?v=R_zuNUC_xQY&lc=Ugx5UzV-gJymPaGHxgx4AaABAg","Gramedia??????  Maksud?????","37","14 balasan"
"https://yt3.ggpht.com/ytc/AIdro_kj54FdFnbfbEfyv8TIGIj1nOfbJ1mOWI-11drqLtc=s88-c-k-c0x00ffffff-no-rj","https://www.youtube.com/@najwanaliyasir4077","@najwanaliyasir4077","6 tahun yang lalu","https://www.youtube.com/watch?v=R_zuNUC_xQY&lc=Ugwh7pooeU1KL2Y-dv54AaABAg","Siapa yang megang hpnya .","3",""
