username,comment_text,timestamp,source
2 tahun yang lalu,"Lucu mba UKI ngomong bahasa Sunda,",,youtube
2 tahun yang lalu,Slecker hecker is the best,,youtube
2 tahun yang lalu,akhirnya,,youtube
1 tahun yang lalu,ah jadi kangen papandayan,,youtube
8 bulan yang lalu,Bagus tempatnya,,youtube
2 tahun yang lalu,kok lama banget gk upload t mb ukiey,,youtube
2 tahun yang lalu (diedit),"sy menunggu mba uki ke MOUNT EVREST nih... 
yg penting ENDORS nya KUAT",,youtube
2 tahun yang lalu (diedit),"Th 95 ke papandayan jaman ticket 1000 perak sekarang 35.000 ,, padahal dulu cuma sabana pasir dan letupan asap di kawah nya ,, gara gara meletus kelihatan gersang sekarang..saladah mata airnya seperti sumur , sekarang banyak pondok saung sudah nggak asri Kya dulu ,, yang masih sabana yang kadang kadang klo malem ada babi liar ,,dulu klo bikin tenda ngumpul..",,youtube
2 tahun yang lalu,Betah nontonnya <3,,youtube
2 tahun yang lalu,"Mbak Uki, Summit ke Cartensz dunk.....",,youtube
2 tahun yang lalu,Nengdi ae mbak sue ra metu,Terjemahkan ke bahasa Indonesia,youtube
2 tahun yang lalu,Mba uki,Terjemahkan ke bahasa Indonesia,youtube
1 tahun yang lalu,Mba uki cantik ya....,,youtube
1 tahun yang lalu,Suaranya kak abex kaya penyiar radio. Keren si,,youtube
2 tahun yang lalu,tiap bulan mbok upload video terus,,youtube
2 tahun yang lalu,"Suara teteh abex mantep bener bassnya, kayak bu susi",,youtube
2 tahun yang lalu,Slebewww,,youtube
2 tahun yang lalu,"Pendaki sekarang mah enak
Jalanya kelihatan segala sesuatunya tersedia
Kalo saya dulu sekitar th 83 an jln nya masih extrim harus menembus hutan belantara jangankan warung di atas gunung mi instan aja belum ada hutanya masih lebat 
Sekarang lereng gunung aja di jadikan kebun
Salam sehat selalu uki
Salam dari malang",,youtube
2 tahun yang lalu,baru kmaren kesini solo healing wkwk,,youtube
2 tahun yang lalu,Tumben ketemu idolaku lagi duh tambah cantik,,youtube
2 tahun yang lalu,Pengen banget ke papandayan,,youtube
2 tahun yang lalu,"Jd inget pertama kali ksn 2004, nymp pertigaan masjid mlm gk ada angkutan,akhirnya jln kaki ke atas nya nymp pertengahan jln kcapean numpang istirahat diteras rmh warga ampe pagi,abis itu baru lanjutin lg numpang mobil sayur yg mau keatas.",,youtube
11 bulan yang lalu,G pampandayan daerah kp.ku,Terjemahkan ke bahasa Indonesia,youtube
2 tahun yang lalu,puncak gunung papandayan apakah ada di tegal alun ?.. thanks..,,youtube
1 bulan yang lalu (diedit),Pas berangkat nya enak ke hutan mati ..jadi merasakn nanjak nyaak makyoss,,youtube
2 tahun yang lalu,"Yg d Gn. Slamet , kapan d Upload mba UKI ?",,youtube
2 tahun yang lalu,Merbabu via thekelan mana... Gak tayang tayang,,youtube
2 tahun yang lalu,DesaKu Tempat berlibur dari jaman SD,,youtube
2 tahun yang lalu,Bru upload lgi mba uki,Terjemahkan ke bahasa Indonesia,youtube
1 tahun yang lalu,Pernah ke sana 2015..,Terjemahkan ke bahasa Indonesia,youtube
4 hari yang lalu,Indah k cakep,,youtube
5 bulan yang lalu,"Makin jauh ternyta ya ke cams nya,krn ditahun 1998 aku ke gunung papandayan tidak sejauh itu dr kawah",,youtube
2 tahun yang lalu (diedit),"Mbak,di tunggu ya pndakian di sumatera  ( gunung bukan tempat sampah )",,youtube
2 tahun yang lalu,Aku yang asli lahir di daerah kaki gunung papandayan malah belum pernah naik kesana,,youtube
2 tahun yang lalu,Skarang g papandayan ga bisa ke tegal alun ya min?,,youtube
2 tahun yang lalu,Mbk uki saiki identik dengan sepatu slewah ..,Terjemahkan ke bahasa Indonesia,youtube
2 tahun yang lalu,Mbk uki saiki identik dengan sepatu slewah ..,Terjemahkan ke bahasa Indonesia,youtube
2 tahun yang lalu,Huhuiii,Terjemahkan ke bahasa Indonesia,youtube
2 tahun yang lalu,8 thn yg lalu msh bs ngerasahin tegal alun dgn danau mini musiman,,youtube
2 tahun yang lalu,"tuhan, terimakasih sudah memberikan ingatan password yt kepada mba uki. weh wehh dah kangennnn",,youtube
2 tahun yang lalu,Baru kali ini naik gunung di tarif tiket,,youtube
1 tahun yang lalu,Coba mendaki gunung yg di sulsel dulu mbak Uki,,youtube
1 tahun yang lalu,"Harga paling tinggi dibanding tempat lain tp fasilitasnya no satu toilet banyak jalur udh tersedia, petugas jg banyak.. cocok buat camping bersama keluarga..",,youtube
2 tahun yang lalu,"Akhrinyaa, thekelan digarap habis inii",Terjemahkan ke bahasa Indonesia,youtube
2 tahun yang lalu,Hebat watita bisa naik g papandayan,,youtube
1 tahun yang lalu,kalau di taman edelweisnya bisa camp jga gak ya?,,youtube
2 tahun yang lalu,"Gunungnya keren banget kayak di film"" kolosal",,youtube
2 tahun yang lalu,"Dulu saya ksana masih lihat bapak bapak pencari belerang yg di panggul,apakah masih ada dsana.",,youtube
2 tahun yang lalu,Ke gunung Slamet mba,,youtube
2 tahun yang lalu (diedit),ITULAH INI ALAM ALAM INDONESIA KITA LAHIR DISINI TAPI MAU LIHAT PEMANDANGAN AJAH BAYAR KALAU MENURUT AKU KEMAHALAN BUAT PARA PENDAKI INGAT PENDAKI ITU BEDA DENGAN WISATA INILAH YG HARUS DIUBAH... PENGELOLAAN ASET NEGARA KAYAK GINI MESTINYA PEMERINTAH HARUS TURUN TANGAN.. GRATIS SEMUANYA PEMERINTAH YG BIAYAI.. ITULAH BAKTI PEMERINTAH PADA RAKYAT TERIMA KASIH.. SUATU SAAT SEMUANYA SEPERTI GRATIS INILAH KALAU ASET NEGARA DIPEGANG SWASTA YA UJUNGNYA  DUIT.. JADI BISNIS,,youtube
2 tahun yang lalu (diedit),"Halo mbak Ukiiii ... Smg selalu sehat & Suksws yaaa.
Konten ini sangat meng edukasi saya yg gak pernah naik gunung... pingin. coba kesini , apa ada batas usia  mau Ke Papandayan ?? Apakah ciocok. bwt pemula yg sdh ber usia 62 tahun ???
Saya suka sekali liat vlog 2 pendaki .",,youtube
2 tahun yang lalu,"nonton ini benak langsung travelling ke masa lalu , masa SMA di Garut after SD - SMP di Bandung. Gn Papandayan di awal2 dikembangkan jd objek wisata. Jenggala adalah kelompok pecinta alam anak2 muda Garut yg pertama kali merintis Gn Papandayan utk objek wisata. Entah berapa kali dulu sering kesini , kalo muncak gunung2 di Garut Gn Cikuray 3 kali , Gn Guntur yg dekat dari rumah muncak 3 atau 4 kali. 1990 , lulus SMA lanjut kuliah di Jogja ... terakhir ke  Garut th 2006 ....",,youtube
2 tahun yang lalu,JANCUKI DAN JANCUBEX MEMANG JAAAAAN 🇮🇩,,youtube
2 tahun yang lalu,Cah madiun ki,Terjemahkan ke bahasa Indonesia,youtube
2 tahun yang lalu,piknik,Terjemahkan ke bahasa Indonesia,youtube
2 tahun yang lalu,Chill maan,Terjemahkan ke bahasa Indonesia,youtube
2 tahun yang lalu,Kuangen wes lama g liat akirnya uplod lagi,,youtube
2 tahun yang lalu,widiiii ora kakean polah ki brarti kok sida di aplott🥹makasih mbuakiikkk,Terjemahkan ke bahasa Indonesia,youtube
2 tahun yang lalu,Akhirnya aploud,,youtube
8 bulan yang lalu,itu tinggal ikutin aja jalan tracknya?,,youtube
1 tahun yang lalu,Coba kk pergi ke gunung Djadi provinsi riau,Terjemahkan ke bahasa Indonesia,youtube
1 tahun yang lalu,Coba kk pergi ke gunung Djadi provinsi riau,Terjemahkan ke bahasa Indonesia,youtube
1 tahun yang lalu,Tegal panjang kak,,youtube
2 tahun yang lalu,"SEKIAN PURNAMA BERLALU
HAMPIR KUTERBUNUH RINDU
MENUNGGU KEHADIRANMU
THE SLACKERHIKER",,youtube
2 tahun yang lalu,Mbaaa kemana ajaaaaa,,youtube
2 tahun yang lalu,Next gawe sik durasine 24 jam mbak,Terjemahkan ke bahasa Indonesia,youtube
2 tahun yang lalu,Coba hamparam salju gunungnya mirip di himalaya,,youtube
2 tahun yang lalu,Pernah kepapandayan tahun 2007,Terjemahkan ke bahasa Indonesia,youtube
2 tahun yang lalu,wahhhhhhh ini nihhh yang di tunggu² papandayan,,youtube
2 tahun yang lalu,Ga ke guntur mba uki?,Terjemahkan ke bahasa Indonesia,youtube
2 tahun yang lalu,Mbak Uki . . Kuwi sepatune tarah bedo kelir ngono yo . . Sele genje,Terjemahkan ke bahasa Indonesia,youtube
2 tahun yang lalu,2009 pertama kali naik gunung ya ke papandayan sudah beda sekali skrg ..,,youtube
2 tahun yang lalu,Hayatiiiii...,Terjemahkan ke bahasa Indonesia,youtube
2 tahun yang lalu,Hayatiiiii...,Terjemahkan ke bahasa Indonesia,youtube
2 tahun yang lalu,Itu Mushola nya dr thn 2014 blm jd aja kyaknya?,,youtube
2 tahun yang lalu,"Mbak uki sy pollower&subs baru, tolong klo ada rencana mau ndaki gunung info²in di sosmed atau di yt juga,..siapa tau bisa nyusul pgn ndaki bareng",Terjemahkan ke bahasa Indonesia,youtube
2 tahun yang lalu,"Kok ga ada pengumuman sih mbak uki, rumah aku ga jauh,dari alun2. palung 1/2 jam. 
pengen photo2 ama mbak. gagal maning",,youtube
2 tahun yang lalu,hadir,,youtube
2 tahun yang lalu,hadir,,youtube
2 tahun yang lalu,"ko engga ada babi nya ,,,hehehehehe klo mlm dia psti keliling tenda",,youtube
2 tahun yang lalu,Pengen duwe bojo kayak mbk uki....seru kayaknya,Terjemahkan ke bahasa Indonesia,youtube
1 tahun yang lalu,teringat tahun 2016 first experience naik gunung,,youtube
2 tahun yang lalu,MBAK UKI AKU PADAMU,,youtube
2 tahun yang lalu,"Mba klw ketinggian yg tertulis di alat GPS apapun tipe dan mereknya, itu bkn ketinggian MDPL /di atàs permukaan laut, tp itu merupakan ketinggian di atas ellipsoid yg merupakan model dr permukaan bumi jd blm menunjukan ketinggian yg sebenarnya, biasanya dr gps lebih tinggi dr mdpl sekitar 20-50 m tergantung lokasinya, klw mau jd ketinggian MDPL harus dikonversi menggunakan model undulasi geoid yg dikeluarkan oleh BIG/Badan Informasi Geospasial, geoid itu merupakan bidang equipotensial yg dianggap / sama dg muka air laut rata2 jd bisa dibilang ketinggian MDPL.
Sy kebetulan ahli geodesi/pemetaan alumni ITB. Salam lestari",,youtube
2 tahun yang lalu (diedit),nunggu gn selamet soalnya liat di yt bang rikas ketemu di selamet,,youtube
2 tahun yang lalu,Apa kabar mba uki n team?,,youtube
2 tahun yang lalu,Sepertinya pendakian kli ini kurang ceria seperti biasanya,,youtube
2 tahun yang lalu,"Sedhtelah Beberapa Abhoad Uploedlah 
tim yang ngangeni",Terjemahkan ke bahasa Indonesia,youtube
2 tahun yang lalu,Lama gak nongol kak,,youtube
2 tahun yang lalu,Akses gn papandayan bisa dari arah bandung gk sih kak?,,youtube
2 tahun yang lalu,baru tau mba ada kawah air dingin kemaren ksana kaga lewat,,youtube
2 tahun yang lalu,Jangan lupa like nya gaes,,youtube
2 tahun yang lalu,Yayyy first....,,youtube
1 tahun yang lalu,Kalo dari parkiran ke puncak Papandayan berapa jam.,,youtube
2 tahun yang lalu,Ati ati neng....?  Klihatannya gunung masih suka selfi2 suka mleduk,Terjemahkan ke bahasa Indonesia,youtube
7 bulan yang lalu,Aku mebatu doa jarak tapi tak mengurangi rasa semangat coba raskan selamat jalan sehat.slalu.,,youtube
5 bulan yang lalu (diedit),Mehoong,,youtube
2 tahun yang lalu,Pendakian Papandayan terlama dan tersantuy,,youtube
2 tahun yang lalu,"baru tau ternyata ada danau air dingin
dulu pernah ke sana antara taun 2017-2018 tapi ga tau ada danau air dingin nya",,youtube
2 tahun yang lalu,mba uki masih pake honor gs pro? atau udah ganti jam mba?,,youtube
2 tahun yang lalu,"klo bisa sekalian direview tanaman atau tumbuhan yg ada disekitar, apalagi jika ada tanaman yg hanya ada di jalur yg dilewati",,youtube
2 tahun yang lalu,"The slacker haiker main ke gunung Sumatra barat donk.
Banyak pilihan disini",,youtube
1 tahun yang lalu,Apakah ada grab dari papandayan kalau mau pulang?,,youtube
2 tahun yang lalu,Edaaaan lgi pirang menit kaose langsung ntek....,Terjemahkan ke bahasa Indonesia,youtube
2 tahun yang lalu,Tumben liat gunung yg bersih kyk gini jalurnya,,youtube
2 tahun yang lalu,Lama tak jumpa Mbak Ulti,,youtube
2 tahun yang lalu,Kalo ke papandayan sekaranv mesti pake serifikat vaksin covid ga ya?,,youtube
2 tahun yang lalu,"3 jam sampe situ kak ,tapi ga mampir yg kawah baru",,youtube
11 bulan yang lalu,Tinggal bekel bumbu pecel lah,,youtube
2 tahun yang lalu,Aku udah punya kaos nya the slacker hiker,,youtube
2 tahun yang lalu,Aku udah punya kaos nya the slacker hiker,,youtube
2 tahun yang lalu,Vidio lama tahun kemarin ya de oki,,youtube
2 tahun yang lalu,PAGUCI(PAPANDAYAN GUNTUR CIKURAY),,youtube
2 tahun yang lalu,"Uki teh.. tiasa nyarios sundah... ??
meuni belepotan kitu.. ngera eun euy 
mending ngomong ngapak aja kii.. kamu lebih fasih",Terjemahkan ke bahasa Indonesia,youtube
2 tahun yang lalu,Knp dah jarang up video ka??,Terjemahkan ke bahasa Indonesia,youtube
2 tahun yang lalu,Bagus jalannya TDK sprt gunung² lain yg tertutup pohon²,,youtube
2 tahun yang lalu,ayumu mbak uki,Terjemahkan ke bahasa Indonesia,youtube
2 tahun yang lalu,Keliatan sangat bagus karena pengambilan gambar dengan kamera dan editing profesional. But if you go there with yourself its look like unnaturally with name mount,,youtube
2 tahun yang lalu,Puncak sejati via Kalibaru bos,,youtube
2 tahun yang lalu,"Kemana aja Uki koq lama gak upload video, nikah ya?",,youtube
2 tahun yang lalu,"Bantuin bersihin lumut saya dong, nunggu up sampek lumutan",,youtube
2 tahun yang lalu,Okey,Terjemahkan ke bahasa Indonesia,youtube
1 tahun yang lalu,"Mbak uki, kalau ke papandayan bawa mobil sedan bisa tidak ya?",,youtube
2 tahun yang lalu,Haiii tante,,youtube
1 tahun yang lalu,MasyaALLAH...tabarakallah lakuataillabillah,Terjemahkan ke bahasa Indonesia,youtube
2 tahun yang lalu,Ke rinjani...lombok..! Perlu dicoba ..pasti lebih seru.. Dgn kelengkapan kontur sepanjang treknya...!,,youtube
2 tahun yang lalu,"Mbak , si Beagel ( doggie ) namanya siapa ?",,youtube
2 tahun yang lalu,Lama gak muncul YU,,youtube
2 tahun yang lalu,ya 5 jam muter2 coba lgsg ke camp,,youtube
4 bulan yang lalu,Surga dunia,,youtube
2 tahun yang lalu,Si cantik nongol lagi,,youtube
2 tahun yang lalu,Kapan ke Everest basecamp mba uki,,youtube
2 tahun yang lalu,Di tunggu video yang di slamet,,youtube
2 tahun yang lalu,Sangat sepadan...untuk pemeliharaan biar ttp bersih,Terjemahkan ke bahasa Indonesia,youtube
2 tahun yang lalu,Dulu waktu putus cinta kesini buat ngebahagiain hati,,youtube
2 tahun yang lalu,"mba uki ke ciremai dong. via trisakti sadahere, jalur baru bagus tmptny",,youtube
2 tahun yang lalu,Kak gunung raung dong,,youtube
2 tahun yang lalu,Sedikit nampak macam pendakian di gunung rinjani,,youtube
2 tahun yang lalu,gambare kok kerep blur yo mbak,Terjemahkan ke bahasa Indonesia,youtube
1 tahun yang lalu,Mbak oki jajal gunung piramid,,youtube
2 tahun yang lalu,nek iki mb uki karo team emoh rugi,Terjemahkan ke bahasa Indonesia,youtube
2 tahun yang lalu,Lanjut ke Cikuray ga mbak lucky?,,youtube
1 tahun yang lalu,"Gw ke Papandayan tahun 1992 ... kayaknya batu2 nya nggak sebanyak sekarang, cuma lewatin kawah dikit ... mungkin karena letusan 2002 yaa ...",,youtube
2 tahun yang lalu,Min mau nanyak apakah si mbak ebek itu dulu sekolah nya di belitung.soalnya mirip ama temen smp ku.,,youtube
2 tahun yang lalu,Kapan teh upload lagi,,youtube
2 tahun yang lalu,"2 minggu lalu ke sini tapi tanpa guide. Emg ga niat camping. cuma sanggup jalan sampai warung indomie, tp ga nemu kawah baru.. sedih.. lain kali harus pakai guide ah kalo gt.. foto2nya jadi kurang afdol hahaha",,youtube
2 tahun yang lalu,Vidio merbabu via cuntel mna kak,Terjemahkan ke bahasa Indonesia,youtube
1 tahun yang lalu,Mba biaya sewa pemandunya berapa duit ya ? - sampai kembali lagi ke bawah,,youtube
2 tahun yang lalu,"Teh uki, kameramen nya manaaaa. Jd ga lepas atuh si teteh ngejokesnya",,youtube
1 tahun yang lalu,Mau nanyak kalo edelwisnya dmn,,youtube
2 tahun yang lalu,Capek nunggunya,,youtube
1 tahun yang lalu,gps track dishare kah ? nuhun,Terjemahkan ke bahasa Indonesia,youtube
2 tahun yang lalu,"Request G. Buthak via sirah kencong wlingi kab. Blitar jatim mb,brngkali youtuber trkenal ky mb berkenan berkunjung k gunung yg blm begitu di knl",,youtube
1 tahun yang lalu,"Disini Pasaman barat jam 8,30",,youtube
2 tahun yang lalu,"Kak coba ke gunung lambohogo, Sulawesi tenggara buton utara",,youtube
2 tahun yang lalu,Tas yang dipake seri apa kak Uki?,,youtube
1 tahun yang lalu,cuman sayang jln yg mau ke papandayan jln ny jelek blm beres di corny ny udah lama jdi klw ga ada yg jaga satu arah masuk kendaraan 2 arah jd sudah,,youtube
1 tahun yang lalu,Bgs bgt skrng. G kyk dulu,,youtube
2 tahun yang lalu,Knp jarang upload,,youtube
2 tahun yang lalu,"Kak spil harga guide nya berapa ? 
Dan kalo ga pake guide kita bisa camp ngga",,youtube
5 bulan yang lalu,🇮🇩🇮🇩🇮🇩🇮🇩,,youtube
2 tahun yang lalu,Coba kalau berani di gunung raung puncak sejati mb,,youtube
1 tahun yang lalu,Kak utk angkutan umum.a bagaimana disana ya??,,youtube
2 tahun yang lalu,Kalo kawah baru kaya gini garansinya sampe berapa tahun kak?,,youtube
2 tahun yang lalu,penggemar micin no 1,,youtube
2 tahun yang lalu,trek 2 jam sampai,,youtube
2 tahun yang lalu,Biyoohhhhhh ketinggalan 5 dino,,youtube
5 bulan yang lalu,🇮🇩🇮🇩🇮🇩🇮🇩,,youtube
2 tahun yang lalu,penggemar micin no 1,,youtube
2 tahun yang lalu,Mbae....untuk jasa guide nya berapa??..,,youtube
2 tahun yang lalu,Kok gowo kirek barang mbak uki,Terjemahkan ke bahasa Indonesia,youtube
2 tahun yang lalu,Atoooh.. Aku timbilen,Terjemahkan ke bahasa Indonesia,youtube
10 bulan yang lalu,Ka ini mau dapat GPX nya dimana ya ka? Share route nyaa dong ka. Terima Kasih,,youtube
2 tahun yang lalu,"Konten yang ditunggu tunggu ,tpi sayangnya jarang upload video:(",,youtube
2 tahun yang lalu,"Klo naik mobil, parkirnya dimana yaa?
Trus apakah harus pake pemandu kalo ingin treking kesana?",,youtube
2 tahun yang lalu (diedit),"Ini sudah 1 purnama Hayati, tapi kau belum upload-upload juga. judul Hayati di Merbabu via Thekelan",,youtube
7 bulan yang lalu,"keren banget ini jalurnya lengkap, GPX file nya dimana ya saya cari2? terima kasih banyak",,youtube
1 tahun yang lalu,"MBAK UKI TULONG JAWABEN ALESAN SUKA MICIN ITU KENAPA? 
SEDANGKAN BANYAK ORANG MRNGHINDARI MICIN?",Terjemahkan ke bahasa Indonesia,youtube
2 tahun yang lalu,Udah kangen dgn host abal-abal...,,youtube
2 tahun yang lalu,2017 pernah ke Papandayan sampe ke hutan mati mantep banget pokonya sekarang liat keseluruhannya jadi pengen k sana lagi,,youtube
1 tahun yang lalu,Kenapa tidak melewati hutan mati....,,youtube
1 tahun yang lalu,Hidup micin,,youtube
4 bulan yang lalu,Vbisa baik motor kok,,youtube
2 tahun yang lalu,"kak uki keluhannya apa kalo abis nanjak track batu"" gitu?",,youtube
2 tahun yang lalu,Makin cantik aja cewe gunung,,youtube
2 tahun yang lalu,akhirnya setelah hibernasi yg panjang..yeeee,Terjemahkan ke bahasa Indonesia,youtube
2 tahun yang lalu,"Jdi inget kepapandayan taon 2007, blm ada aspal",,youtube
2 tahun yang lalu,"Sepadan kak, pangrango gede aja 70rb tapi biasa aja",,youtube
2 tahun yang lalu,I like you,,youtube
2 tahun yang lalu,Gass bulan depan tektok,,youtube
1 tahun yang lalu,lucu si mba nya,,youtube
2 tahun yang lalu,Ayang mana kluarga kecilnya.  Hehehe,,youtube
2 tahun yang lalu,"kirain mahal itu brp ternyata total cm 70rb , murah itu woth it bgt , bandingkan curug'' bogor aja tiap belokan ada pos bayar 10-15 rb haha",,youtube
1 tahun yang lalu,Menurut saya ga mahal karena saya baru pertama kali naik gunung,,youtube
2 tahun yang lalu,Spertinya Kalau di tambah petunjuk jalannya lebih nyaman lagi,,youtube
8 bulan yang lalu,Kata y bisa naik ojeg yah?,,youtube
2 tahun yang lalu,Biaya sewa porter berapa ya mba?,,youtube
2 tahun yang lalu,Asli ratu micin,,youtube
2 bulan yang lalu,mbak uki saya mau lihat kayu cantigi boleh kan mbak kasih lihat daunya tlng di aplood dengan jelas,,youtube
2 tahun yang lalu,ternyata banyak konsumsi micin bisa tangguh juga ya?,,youtube
1 tahun yang lalu,"Kak, spill biaya utk sewa tour guide nya dong heheh thank you...",Terjemahkan ke bahasa Indonesia,youtube
1 tahun yang lalu,soal sepatu selen terjawab di vlog ini,,youtube
2 tahun yang lalu,setelah sekian abat,,youtube
2 tahun yang lalu,"bukan gunung mahal mbak,,gunung mewah ,,, lah heheheheh",,youtube
2 tahun yang lalu (diedit),Yang aku penasarin....kenapa pas maem cuangki ga pake kerupuk mba uki... Biasane nomer sji nek ono krupuk,Terjemahkan ke bahasa Indonesia,youtube
2 tahun yang lalu (diedit),Ka sewa guide lokal berapa?,,youtube
1 tahun yang lalu (diedit),"Bagian terindah gunung Papandayan adalah Tegal Alun. Padang Edelweiss yang luasnya melebihi Alun2 Suryakencana Gn. Gede. Tapi sekarang daerah tersebut sudah jadi cagar alam dan dilarang untuk mendaki kesana, padahal dulu tempat main kalau akhir pekan",,youtube
2 tahun yang lalu,46 46 46,,youtube
3 minggu yang lalu,Bismillahhirohmannirohim 2025 nyampe sini,,youtube
2 tahun yang lalu,Lama tidak bikin video,,youtube
2 tahun yang lalu,Udah lama banget ga post,,youtube
2 tahun yang lalu,"Harusnya semua gunung diwujudkan pengelolaan nya seperti gunung Papandayan ini. Sebagai gunung wisata yg ramah, nyaman dan aman bagi semua orang. Bukan hanya dinikmati segelintir pendaki saja.",,youtube
2 tahun yang lalu,hmmm...,,youtube
1 tahun yang lalu (diedit),"Bagian terindah gunung Papandayan adalah Tegal Alun. Padang Edelweiss yang luasnya melebihi Alun2 Suryakencana Gn. Gede. Tapi sekarang daerah tersebut sudah jadi cagar alam dan dilarang untuk mendaki kesana, padahal dulu tempat main kalau akhir pekan",,youtube
2 tahun yang lalu,"saya 3x mba, udah beda banget sekarang ya",,youtube
2 tahun yang lalu,"Mbak uki alis nya jangan di tebalin mbak , biar terlihat lebih cantik dan alami",,youtube
2 tahun yang lalu,Tegal alun udh msk kawasan konservasi y ka?,,youtube
1 tahun yang lalu,Awas ono ulo.!,Terjemahkan ke bahasa Indonesia,youtube
1 tahun yang lalu,"Halo kak, terima kasih untuk video detail track nya. Bolehkah minta share untuk khusus video GPS treck nya saja kah? :D

Rencana mau kesana bulan October besok,",,youtube
2 tahun yang lalu,English subtitle please,,youtube
9 bulan yang lalu,"PENDAKIAN ISTI MEWAH
Di Gunung Yang MayWah",Terjemahkan ke bahasa Indonesia,youtube
6 bulan yang lalu,mba boleh kah share gps trek nya,Terjemahkan ke bahasa Indonesia,youtube
2 tahun yang lalu,Sejak tahun berapa dilarang ke Tegal Alun? Soalnya dulu pernah sampe sana taun 2015. Dan banyak juga yg lewat sana,,youtube
5 bulan yang lalu,"Oalah kirain semahal apa, ternyata cuma segitu.",,youtube
1 tahun yang lalu,"Hati2 di villa Papandayan udah ada maling, divilla Cantigi.",,youtube
2 tahun yang lalu,ngapain bw2 guguk mendaki ntr beol kemn2,,youtube
2 tahun yang lalu,"lama ga ngonten, nikah ya mbak?",Terjemahkan ke bahasa Indonesia,youtube
2 tahun yang lalu,Mba uki dicariin sama omen preman goberhoet,,youtube
2 tahun yang lalu,"ya bayar sgtu mnrutku masih oke, Krna klo gratis nnti bakal bnyak yg naik, dan sampah semakin menjadi jadi. Krna fakta dilapangan memang sperti itu jika gunung-gunung didaki secara bebas atau cuma2",,youtube
2 tahun yang lalu,"waduuuuuh mba, kesel nunggunya......................... upload nya kelamaan........... setiap minggu ngecek ko ga muncul2, sampe yang sudah diliat ya diliat lagi................",,youtube
2 tahun yang lalu,itu doggienya pup nya di kubur gk,,youtube
2 tahun yang lalu,Hai pacar ️,Terjemahkan ke bahasa Indonesia,youtube
2 tahun yang lalu,Aku telat sebulan nontonnya,,youtube
1 tahun yang lalu,Kok gw salfok sama sepatunya itu emank modelnya warnanya beda kah,,youtube
2 tahun yang lalu,Kalo tau mau ikit,,youtube
2 tahun yang lalu,Saya kira lupa kata sandi..sama email,,youtube
2 tahun yang lalu,Dikira gak di tayangkan,Terjemahkan ke bahasa Indonesia,youtube
2 tahun yang lalu,mbak make up mu kok tumben rodo heboh,Terjemahkan ke bahasa Indonesia,youtube
2 tahun yang lalu,Apakah pernah ditemukan ular di sana?,,youtube
2 tahun yang lalu,Waktu saya ke Papandayan tiket masuk masih murah dan sekali bayar aja,,youtube
2 tahun yang lalu,dulu masih 4.000 rupiah untuk masuk papandayan,,youtube
1 tahun yang lalu,Info untuk wa simaksinya ada yang punya? Ngurusnya ribet ga ya,,youtube
6 bulan yang lalu (diedit),Skipppppp ikalnnya astagaaa..ngelebihin stasiun tv,,youtube
2 bulan yang lalu,Host nya Mirip kek AZMY Z,Terjemahkan ke bahasa Indonesia,youtube
2 tahun yang lalu,"Btw,.. jasa buat kang Dede berapa ?",,youtube
2 tahun yang lalu,spil sepatunya dong,,youtube
2 tahun yang lalu,"mba uki, boleh di share tracklog GPS nya kah??",Terjemahkan ke bahasa Indonesia,youtube
1 tahun yang lalu,Ora respon wkwk,Terjemahkan ke bahasa Indonesia,youtube
1 tahun yang lalu,backsound nya ganggu banget..jadi gak fokus dengar pembicaraan..,,youtube
2 tahun yang lalu,Saya mau beli kaosnya,,youtube
2 tahun yang lalu,Sepatu mu itu beli pas buy 1 get 1 yah mbak. Wkwkwkk,,youtube
1 tahun yang lalu,"perubahannya sudah banyak Emba Papandayan??!, terakhir ke Papandayan itu tahun 2004 & 2005, tapi sekarang sudah lebih landai & enak!, btw Emba UKI??!.. ""jangan kebanyakan mengkonsumsi micin.. kagga bagus!?,️",,youtube
11 bulan yang lalu,Maaf..... Gak harus juga pakai guide.... Kan bawa GPS....,,youtube
1 tahun yang lalu,"Mbk sy Bru 2 x inj nonton TSH,dan gw suka Tpi Mbk klw original sebuah vlok adlh alam itu sendiri,ad suara binatang ny,agin ny,henig ny,benturan rantai dan daun ditiup agin itu yg sgat membius,,zika ad beksond yg selalu divlok emk mengurangi original hutan atau pegunungan itu sendiri,jadi Mbk saran sy ngk USA pke suara"" musik karena itu mengagu si,,",,youtube
1 tahun yang lalu,"Ditunggu MAHAMERU Mbok War 
Buat nostalgia nih Kangeen mahameruu",,youtube
2 tahun yang lalu,"ada yang bilang papandayan 2 jam, gunung gede pangrango nanjak 2 jam Ultralight via putri - surken ujung.. gw yang turun aja udah kaya running 2.26jam tanpa istirahat
memang diluar nalar, banyak orang goblok pengen dibilang wow",,youtube
2 tahun yang lalu,yey pertama,,youtube
2 tahun yang lalu,ajak waluyo dari tim BROBOT,,youtube
2 tahun yang lalu,"Knp harganya dibilang mahal? Karna dulu 2012an harganya 3rb, trus naik 7rb trus ga tau dah naik brp lg.
Blm lg ribet naik mobil baknya yg lumayan jg pas dulu",,youtube
2 tahun yang lalu,"Setelah sekian abad, akhirnya beliau sudah menemukan password akun YouTube nya",,youtube
1 tahun yang lalu,Mahalnya 35.000 ??,,youtube
